பிரதான நகரங்களுக்கான வானிலை முன்னறிவித்தல் தி க தி : 2 0 2 6 - 0 6 - 1 3,,,,,
நகரம்,வவப்பநிலை (0C),,சாரீரப்பதன் (%),,வானிலை
,உச்ச,குலைந்த,உச்ச,குலைந்த,
அனுராதபுரம்,33,25,90,70,சிறிதளவில் மழை பெய்யும்
மட்டக்களப்பு,35,24,90,65,பிரதானமாக சீரான வானிழை
வகாழும்பு,31,24,90,75,அடிக்கடி மழை பெய்யும்
காலி,30,24,90,85,அவ்வப்பொது மழை அல்ைது இடியுடன் கூடிய மழை பெய்யும்
யாழ்ப்பாணம்,32,28,90,75,சிறிதளவில் மழை பெய்யும்
கண்டி,29,22,95,70,அடிக்கடி மழை பெய்யும்
நுவவரலியா,19,14,95,85,அடிக்கடி மழை பெய்யும்
இரத்தினபுரி,31,23,95,80,அவ்வப்பொது மழை அல்ைது இடியுடன் கூடிய மழை பெய்யும்
திருககாணமலை,36,26,85,55,பிரதானமாக சீரான வானிழை
மன்னார்,31,27,90,75,சிறிதளவில் மழை பெய்யும்
