"දදනික තත්ත්ව වාර්තාව- ශ්‍රී ලංකාව/epiyik mwpf;if-,yq;if/Situation Report- Sri Lanka දිනය/jpfjp /Date 15th June 2026 at 1000hrs",,,,,,,,,,,,,,,,,,
"පළාත khfhzk;
Province",#,"පරිපාලන ප්‍රලද්ශය நிரவ் ாகப் பிரிவு
Administrative purview",,"ආපදාව
mdHj;jk
Disaster","ආරම්භක දිනය
mdu;j;jk; Muk;gpj;j
jpfjp Date of
commenced","බලපෑමට ලක්වු
ghjpf;fg;gl;l Affected",,"මිය යෑම්
kuzq;f
s;
Deaths","තුවාලවු
පුද්ගලයින්
fhakil
e;NjhH
Injured
People","අතුරුදහ
න්වූ
පුද්ගලයින්
fhzhky;
NghNdhH
Missing
People","නිවාස්ත්‍ හානි Nrjkile;j
tPLfs; Houses
Damaged",,"ලවනත් හානි பிற பாதிப்புகள்
Other Damages",,"ආරක්ිත ස්ත්‍රථාන ghJfhg;ghd
miktplk; Safe Location",,,"ලවනත් කරුණු
NtW Fwpg;Gf;fs;
Remarks"
,,"දිස්ත්‍රික්කය
மாவடட் ம்
District","ප්‍රා.ලේ. ලකා
gpuNjr nra.gp
DS Division",,,"පවුේ ස්ත්‍ංඛ්‍යාව
FLk;gq;fs;
Families","පුද්ගලයින්
egHfs;
People",,,,"පූර්ණ හානි
KOik Fully","අර්ධ හානි
gFjpasT
Partially","කුඩා හා මධය
පරිමාණ වයාපාරික
ස්ත්‍රථාන சிறிய,
நடுத்தர,
நிறுவனங்களி
ன் சேதங்கள்;
Small, Medium,
Enterprises
Damages","ඉතා වැදගත් යටිතල
පහසුකම් වලට වූ
හානි mbg;gilf;
fl;likg;Gf;fs;
Damages to
critical
Infrastructure","ආරක්ිත
ස්ත්‍රථාන
ස්ත්‍ංඛ්‍යාව
vz;zpf;i
f No.
of Safety
Locations","පවුේ
ස්ත්‍ංඛ්‍යාව
FLk;gq;f
s;
Families","පුද්ගලයින්
egHfs;
Persons",
"දකුණු පලාත
njd; khfhzk;
Southern",1,"හම්බන්තාට
`k;ghe;Njhl;il
Hambantota",Ambalantota,High Wind,2026.05.05,1,3,,,,,1,,,,,,
,,,,High Wind,2026.05.14,1,2,,,,,1,,,,,,
,,,,High Wind,2026.06.04,1,2,,,,,1,,,,,,
,,,,Elephant Attack,2026.06.01,1,1,,,,,,,,,,,
,,,Beliaththa,High Wind,2026.05.20,1,1,,,,,1,,,,,,
,,,,High Wind,2026.06.04,4,17,,,,,4,,1,,,,
,,,Katuwana,High Wind,2026.06.01,1,4,,,,,1,,,,,,
,,,,High Wind,2026.06.04,1,5,,,,,1,,,,,,
,,,,High Wind,2026.06.07,1,2,,,,,1,,,,,,
,,,Thissamaharama,High Wind,2026.06.08,1,5,,,,,1,,,,,,
,,,Weeraketiya,High Wind,2026.06.08,2,8,,,,,2,,,,,,
,දිස්ික් එකතුව/khtl;l $l;Lj;njhif/District Total,,,,,15,50,0,0,0,0,14,0,1,0,0,0,
,2,"ගාල්ල
fhyp
Galle",Habaraduwa,Tree Falling,2026.06.12,5,16,,,,,5,,,,,,
,,,Baddegama,Tree Falling,2026.06.12,3,8,,,,,4,,,,,,
,,,Imaduwa,Tree Falling,2026.06.12,3,11,,,,,3,,,,,,
,,,Thawalama,Tree Falling,2026.06.12,1,6,,,,,1,,,,,,
,,,Hikkaduwa,Tree Falling,2026.06.11,2,4,,,,,2,,,,,,
,,,Rathgama,Tree Falling,2026.06.12,1,4,,,,,1,,,,,,
,,,Benthota,Tree Falling,2026.06.12,2,9,,,,,2,,,,,,
,,,Waduraba,Tree Falling,2026.06.12,1,7,,1,,,1,,,,,,
,,,Ambalangoda,Tree Falling,2026.06.13,1,3,,,,,1,,,,,,
,,,Madampagama,Tree Falling,2026.06.11,1,3,,,,,1,,,,,,
,දිස්ික් එකතුව/khtl;l $l;Lj;njhif/District Total,,,,,20,71,0,1,0,0,21,0,0,0,0,0,
,පළාත් ඵකතුව/ khfhz $l;Lj;njhif/Province Total,,,,,35,121,0,1,0,0,35,0,1,0,0,0,
,,,Walallawita,High Wind,2026.06.04,2,7,,,,,2,,,,,,
,,,,,"2026.06.05,10",4,19,,,,,4,,,,,,
,,,Bandaragama,High Wind,"2026.06.07,11",8,25,,,,,7,,,,,,
,,,Kaluthara,High Wind,2026.06.06-11,11,44,,,,,10,,,,,,
,,,Beruwala,High Wind,2626.06.05,5,23,,,,,5,,,,,,
,,,,Lighting,2026.06.06,1,2,,,,,1,,,,,,
,,,Horana,High Wind,2026.06.07,2,7,,,,,2,,,,,,
,,,,,2026.06.11,3,7,,,,,3,,,,,,
,,,Dodangoda,High Wind,2026.06.07,1,2,,,,,1,,,,,,
,,,,,2026.06.11,1,5,,,,,1,,,,,,
