River Basin,Tributory/River,Gauging Station,,,,,"Water
Level at
8:00 am","Water
Level at
9:00 am",Remarks,"Water
Level
Rising or
Falling","24 Hr RF
in mm at
8.30 am",
,,Station,Unit,"Alert
Level","Minor
Flood
Level","Major
Flood
Level",,,,,,
,Kelani Ganga,Nagalagam Street,ft,4.00,5.00,7.00,2.10,1.70,Normal,,-,
,Kelani Ganga,Hanwella,m,7.00,8.00,10.00,2.95,2.89,Normal,,27.6,
,Kelani Ganga,Glencourse,m,15.00,16.50,19.00,10.75,10.68,Normal,,9.6,
"Kelani Ganga
(RB 01)",Kelani Ganga,Kithulgala,m,3.00,4.00,6.00,1.80,1.80,Normal,,15.4,
,Gurugoda Oya,Holombuwa,m,3.00,3.40,5.00,1.06,1.04,Normal,,8.3,
,Seethawaka Ganga,Deraniyagala,m,4.80,5.80,6.40,0.94,0.96,Normal,,77.7,
,Kehelgamu Oya,Norwood,m,1.50,3.00,4.50,1.32,1.31,Normal,,18.6,
"Kalu Ganga
(RB 03)",Kalu Ganga,Putupaula,m,3.00,4.00,5.00,2.00,1.98,Normal,,1.8,
,Kalu Ganga,Ellagawa,m,10.00,10.70,12.20,7.60,7.64,Normal,,53.6,
,Kalu Ganga,Rathnapura,m,5.20,7.50,9.50,5.24,5.09,Normal,,49.7,
,Maguru Ganga,Magura,m,4.00,6.00,7.50,2.90,2.73,Normal,,43.8,
,Kuda Ganga,Kalawellawa (Millakanda),m,5.00,6.50,8.00,5.46,5.43,Alert,Falling,20.9,
Gin Ganga,Gin Ganga,Baddegama,m,3.50,4.00,5.00,3.58,3.56,Alert,Falling,1.0,
(RB 09),Gin Ganga,Thawalama,m,4.00,6.00,7.50,2.28,2.26,Normal,,5.5,
"Nilwala Ganga
(RB 12)",Nilwala Ganga,Thalgahagoda,m,1.40,1.70,2.80,1.57,1.58,Alert,Rising,9.4,
,Nilwala Ganga,Panadugama,m,5.00,6.00,7.50,5.24,5.17,Alert,Falling,8.5,
,Nilwala Ganga,Pitabeddara,m,4.00,5.00,6.50,1.92,1.82,Normal,,16.2,
,Urubokka Ganga,Urawa,m,2.50,4.00,6.00,1.29,1.24,Normal,,112.5,
"Walawe Ganga
(RB 18)",Walawe Ganga,Moraketiya,m,3.00,5.00,7.00,1.47,1.45,Normal,,16.8,
"Kirindi Oya
(RB 22)",Kirindi Oya,Thanamalwila,m,4.00,5.00,5.50,1.87,1.79,Normal,,4.6,
,Kirindi Oya,Wellawaya,m,4.40,5.40,5.90,1.41,1.40,Normal,,17.5,
,Kuda Oya,Kuda Oya,m,6.90,8.40,8.80,1.97,1.95,Normal,,5.4,
"Menik Ganga (RB
26)",Menik Ganga,Katharagama,m,4.00,4.60,6.50,1.28,1.27,Normal,,7.8,
"Kumbukkan Oya
(RB 31)",Kumbukkan Oya,Nakkala,m,5.00,6.00,7.50,2.10,2.16,Normal,,34.1,
"Heda Oya
(RB 36)",Heda Oya,Siyambalanduwa,m,4.50,6.00,7.00,2.07,2.16,Normal,,53.0,
"Maduru Oya
(RB 54)",Maduru Oya,Padiyathalawa,m,4.00,4.50,6.00,1.35,1.40,Normal,,40.3,
,Mahaweli Ganga,Manampitiya,m,3.00,4.30,6.00,2.74,2.73,Normal,,49.5,
,Mahaweli Ganga,Weraganthota,m,5.00,6.00,8.00,-0.65,-0.63,Normal,,83.6,
"Mahaweli Ganga
(RB 60)",Mahaweli Ganga,Peradeniya,m,5.00,7.00,9.00,2.53,2.95,Normal,,18.1,
,Mahaweli Ganga,Nawalapitiya,m,3.50,5.00,6.00,1.40,1.38,Normal,,21.8,
,Badulu Oya,Thaldena,m,3.00,4.00,5.00,1.25,1.17,Normal,,57.8,
"Yan Oya
(RB 67)",Yan Oya,Horowpothana,m,6.00,7.50,10.50,4.73,4.72,Normal,,29.4,
Maa Oya (RB 69),Mukunu Oya,Yaka Wewa,m,4.00,5.00,6.00,1.34,1.28,Normal,,18.7,
"Malwathu Oya
(RB 90)",Malwathu Oya,Thanthirimale,m,5.00,6.80,7.80,2.86,2.85,Normal,,19.3,
"Mee Oya
(RB 95)",Mee Oya,Galgamuwa,m,4.84,5.94,8.00,3.63,3.59,Normal,,45.1,
"Deduru Oya
(RB 99)",Deduru Oya,Moragaswewa,m,4.75,6.00,7.00,4.20,4.09,Normal,,5.2,
Maha Oya,Maha Oya,Badalgama,m,5.00,6.20,9.60,3.87,3.85,Normal,,0.0,
(RB 102),Maha Oya,Giriulla,m,5.50,6.50,7.50,2.93,2.86,Normal,,0.9,
"Attanagalu Oya
(RB 103)",Attanagalu Oya,Dunamale,m,3.30,4.40,5.50,2.80,2.64,Normal,,0.5,
