River Basin,Tributory/River,Gauging Station,,,,,"Water
Level at
8:00 am","Water
Level at
9:00 am",Remarks,"Water
Level
Rising or
Falling","24 Hr RF
in mm at
8.30 am",
,,Station,Unit,"Alert
Level","Minor
Flood
Level","Major
Flood
Level",,,,,,
,Kelani Ganga,Nagalagam Street,ft,4.00,5.00,7.00,2.40,2.20,Normal,,-,
,Kelani Ganga,Hanwella,m,7.00,8.00,10.00,1.78,1.76,Normal,,0.3,
,Kelani Ganga,Glencourse,m,15.00,16.50,19.00,9.70,9.69,Normal,,1.8,
"Kelani Ganga
(RB 01)",Kelani Ganga,Kithulgala,m,3.00,4.00,6.00,1.86,1.96,Normal,,8.7,
,Gurugoda Oya,Holombuwa,m,3.00,3.40,5.00,0.74,0.74,Normal,,0.0,
,Seethawaka Ganga,Deraniyagala,m,4.80,5.80,6.40,0.65,0.65,Normal,,17.1,
,Kehelgamu Oya,Norwood,m,1.50,3.00,4.50,0.91,0.90,Normal,,62.5,
"Kalu Ganga
(RB 03)",Kalu Ganga,Putupaula,m,3.00,4.00,5.00,1.00,0.99,Normal,,0.7,
,Kalu Ganga,Ellagawa,m,10.00,10.70,12.20,6.28,6.34,Normal,,7.4,
,Kalu Ganga,Rathnapura,m,5.20,7.50,9.50,3.53,3.38,Normal,,16.2,
,Maguru Ganga,Magura,m,4.00,6.00,7.50,2.57,2.55,Normal,,7.3,
,Kuda Ganga,Kalawellawa (Millakanda),m,5.00,6.50,8.00,3.28,3.32,Normal,,0.5,
Gin Ganga,Gin Ganga,Baddegama,m,3.50,4.00,5.00,2.03,2.03,Normal,,21.9,
(RB 09),Gin Ganga,Thawalama,m,4.00,6.00,7.50,1.88,1.89,Normal,,42.9,
"Nilwala Ganga
(RB 12)",Nilwala Ganga,Thalgahagoda,m,1.40,1.70,2.80,0.94,1.03,Normal,,4.4,
,Nilwala Ganga,Panadugama,m,5.00,6.00,7.50,4.32,4.29,Normal,,26.5,
,Nilwala Ganga,Pitabeddara,m,4.00,5.00,6.50,1.39,1.35,Normal,,8.8,
,Urubokka Ganga,Urawa,m,2.50,4.00,6.00,1.00,0.95,Normal,,25.0,
"Walawe Ganga
(RB 18)",Walawe Ganga,Moraketiya,m,3.00,5.00,7.00,1.35,1.33,Normal,,15.0,
"Kirindi Oya
(RB 22)",Kirindi Oya,Thanamalwila,m,4.00,5.00,5.50,1.47,1.47,Normal,,6.9,
,Kirindi Oya,Wellawaya,m,4.40,5.40,5.90,1.15,1.15,Normal,,9.3,
,Kuda Oya,Kuda Oya,m,6.90,8.40,8.80,1.87,1.85,Normal,,8.8,
"Menik Ganga (RB
26)",Menik Ganga,Katharagama,m,4.00,4.60,6.50,0.37,0.39,Normal,,4.7,
"Kumbukkan Oya
(RB 31)",Kumbukkan Oya,Nakkala,m,5.00,6.00,7.50,1.46,1.42,Normal,,19.8,
"Heda Oya
(RB 36)",Heda Oya,Siyambalanduwa,m,4.50,6.00,7.00,1.15,1.08,Normal,,19.9,
"Maduru Oya
(RB 54)",Maduru Oya,Padiyathalawa,m,4.00,4.50,6.00,1.49,1.49,Normal,,46.6,
,Mahaweli Ganga,Manampitiya,m,3.00,4.30,6.00,3.50,3.48,Alert,Falling,34.0,
,Mahaweli Ganga,Weraganthota,m,5.00,6.00,8.00,1.10,1.05,Normal,,43.6,
"Mahaweli Ganga
(RB 60)",Mahaweli Ganga,Peradeniya,m,5.00,7.00,9.00,2.56,2.56,Normal,,10.6,
,Mahaweli Ganga,Nawalapitiya,m,3.50,5.00,6.00,1.15,1.17,Normal,,4.2,
,Badulu Oya,Thaldena,m,3.00,4.00,5.00,0.94,0.93,Normal,,47.6,
"Yan Oya
(RB 67)",Yan Oya,Horowpothana,m,6.00,7.50,10.50,5.30,5.47,Normal,,29.0,
Maa Oya (RB 69),Mukunu Oya,Yaka Wewa,m,4.00,5.00,6.00,1.22,1.21,Normal,,2.0,
"Malwathu Oya
(RB 90)",Malwathu Oya,Thanthirimale,m,5.00,6.80,7.80,4.21,4.23,Normal,,1.4,
"Mee Oya
(RB 95)",Mee Oya,Galgamuwa,m,4.84,5.94,8.00,1.37,1.36,Normal,,3.0,
"Deduru Oya
(RB 99)",Deduru Oya,Moragaswewa,m,4.75,6.00,7.00,1.85,1.80,Normal,,1.3,
Maha Oya,Maha Oya,Badalgama,m,5.00,6.20,9.60,2.51,2.51,Normal,,2.8,
(RB 102),Maha Oya,Giriulla,m,5.50,6.50,7.50,1.36,1.36,Normal,,0.0,
"Attanagalu Oya
(RB 103)",Attanagalu Oya,Dunamale,m,3.30,4.40,5.50,1.20,1.20,Normal,,0.0,
