River Basin,Tributory/River,Gauging Station,,,,,"Water
Level at
8:00 am","Water
Level at
9:00 am",Remarks,"Water
Level
Rising or
Falling","24 Hr RF
in mm at
8.30 am",
,,Station,Unit,"Alert
Level","Minor
Flood
Level","Major
Flood
Level",,,,,,
,Kelani Ganga,Nagalagam Street,ft,4.00,5.00,7.00,0.70,1.00,Normal,,-,
,Kelani Ganga,Hanwella,m,7.00,8.00,10.00,0.86,0.89,Normal,,0.5,
,Kelani Ganga,Glencourse,m,15.00,16.50,19.00,9.21,9.13,Normal,,20.1,
"Kelani Ganga
(RB 01)",Kelani Ganga,Kithulgala,m,3.00,4.00,6.00,1.11,1.10,Normal,,44.3,
,Gurugoda Oya,Holombuwa,m,3.00,3.40,5.00,0.30,0.33,Normal,,2.2,
,Seethawaka Ganga,Deraniyagala,m,4.80,5.80,6.40,0.42,0.40,Normal,,18.5,
,Kehelgamu Oya,Norwood,m,1.50,3.00,4.50,0.50,0.50,Normal,,17.5,
"Kalu Ganga
(RB 03)",Kalu Ganga,Putupaula,m,3.00,4.00,5.00,0.32,0.30,Normal,,3.7,
,Kalu Ganga,Ellagawa,m,10.00,10.70,12.20,4.50,4.50,Normal,,4.5,
,Kalu Ganga,Rathnapura,m,5.20,7.50,9.50,1.66,1.63,Normal,,19.9,
,Maguru Ganga,Magura,m,4.00,6.00,7.50,1.23,1.23,Normal,,15.8,
,Kuda Ganga,"Kalawellawa
(Millakanda)",m,5.00,6.50,8.00,2.01,1.94,Normal,,6.0,
Gin Ganga,Gin Ganga,Baddegama,m,3.50,4.00,5.00,1.19,1.17,Normal,,2.9,
(RB 09),Gin Ganga,Thawalama,m,4.00,6.00,7.50,1.36,1.32,Normal,,9.8,
"Nilwala Ganga
(RB 12)",Nilwala Ganga,Thalgahagoda,m,1.40,1.70,2.80,0.49,0.42,Normal,,0.0,
,Nilwala Ganga,Panadugama,m,5.00,6.00,7.50,2.49,2.50,Normal,,1.6,
,Nilwala Ganga,Pitabeddara,m,4.00,5.00,6.50,0.30,0.30,Normal,,0.0,
,Urubokka Ganga,Urawa,m,2.50,4.00,6.00,0.00,-0.01,Normal,,0.0,
"Walawe Ganga
(RB 18)",Walawe Ganga,Moraketiya,m,3.00,5.00,7.00,0.91,0.90,Normal,,0.0,
"Kirindi Oya
(RB 22)",Kirindi Oya,Thanamalwila,m,4.00,5.00,5.50,1.93,1.75,Normal,,0.0,
,Kirindi Oya,Wellawaya,m,4.40,5.40,5.90,1.13,1.10,Normal,,3.7,
,Kuda Oya,Kuda Oya,m,6.90,8.40,8.80,1.75,1.71,Normal,,0.0,
"Menik Ganga
(RB 26)",Menik Ganga,Katharagama,m,4.00,4.60,6.50,-0.12,-0.12,Normal,,0.0,
"Kumbukkan Oya
(RB 31)",Kumbukkan Oya,Nakkala,m,5.00,6.00,7.50,0.68,0.68,Normal,,0.0,
"Heda Oya
(RB 36)",Heda Oya,Siyambalanduwa,m,4.50,6.00,7.00,0.44,0.44,Normal,,0.0,
"Maduru Oya
(RB 54)",Maduru Oya,Padiyathalawa,m,4.00,4.50,6.00,0.21,0.21,Normal,,0.0,
,Mahaweli Ganga,Manampitiya,m,3.00,4.30,6.00,0.29,0.28,Normal,,0.0,
,Mahaweli Ganga,Weraganthota,m,5.00,6.00,8.00,-2.95,-3.05,Normal,,0.0,
"Mahaweli Ganga
(RB 60)",Mahaweli Ganga,Peradeniya,m,5.00,7.00,9.00,1.20,1.20,Normal,,32.8,
,Mahaweli Ganga,Nawalapitiya,m,3.50,5.00,6.00,0.94,0.82,Normal,,12.5,
,Badulu Oya,Thaldena,m,3.00,4.00,5.00,0.50,0.48,Normal,,0.0,
"Yan Oya
(RB 67)",Yan Oya,Horowpothana,m,6.00,7.50,10.50,1.40,1.39,Normal,,0.0,
Maa Oya (RB 69),Mukunu Oya,Yaka Wewa,m,4.00,5.00,6.00,0.56,0.56,Normal,,0.0,
"Malwathu Oya
(RB 90)",Malwathu Oya,Thanthirimale,m,5.00,6.80,7.80,1.90,1.87,Normal,,0.0,
"Mee Oya
(RB 95)",Mee Oya,Galgamuwa,m,4.84,5.94,8.00,0.09,0.07,Normal,,0.0,
"Deduru Oya
(RB 99)",Deduru Oya,Moragaswewa,m,4.75,6.00,7.00,0.21,0.21,Normal,,0.0,
Maha Oya,Maha Oya,Badalgama,m,5.00,6.20,9.60,1.88,1.87,Normal,,0.0,
(RB 102),Maha Oya,Giriulla,m,5.50,6.50,7.50,0.85,0.85,Normal,,0.0,
"Attanagalu Oya
(RB 103)",Attanagalu Oya,Dunamale,m,3.30,4.40,5.50,0.56,0.56,Normal,,0.0,
