River Basin,Tributory/River,Gauging Station,,,,,"Water
Level at
8:00 am","Water
Level at
9:00 am",Remarks,"Water
Level
Rising or
Falling","24 Hr RF
in mm at
8.30 am",
,,Station,Unit,"Alert
Level","Minor
Flood
Level","Major
Flood
Level",,,,,,
,Kelani Ganga,Nagalagam Street,ft,4.00,5.00,7.00,1.90,1.90,Normal,,-,
,Kelani Ganga,Hanwella,m,7.00,8.00,10.00,3.66,3.60,Normal,,12.9,
,Kelani Ganga,Glencourse,m,15.00,16.50,19.00,11.40,11.26,Normal,,33.0,
"Kelani Ganga
(RB 01)",Kelani Ganga,Kithulgala,m,3.00,4.00,6.00,1.80,1.65,Normal,,21.9,
,Gurugoda Oya,Holombuwa,m,3.00,3.40,5.00,1.20,1.16,Normal,,44.4,
,Seethawaka Ganga,Deraniyagala,m,4.80,5.80,6.40,0.97,0.95,Normal,,9.1,
,Kehelgamu Oya,Norwood,m,1.50,3.00,4.50,1.37,1.31,Normal,,51.0,
"Kalu Ganga
(RB 03)",Kalu Ganga,Putupaula,m,3.00,4.00,5.00,1.86,1.80,Normal,,54.4,
,Kalu Ganga,Ellagawa,m,10.00,10.70,12.20,7.15,7.10,Normal,,7.9,
,Kalu Ganga,Rathnapura,m,5.20,7.50,9.50,3.12,3.02,Normal,,42.3,
,Maguru Ganga,Magura,m,4.00,6.00,7.50,2.75,2.56,Normal,,28.0,
,Kuda Ganga,Kalawellawa (Millakanda),m,5.00,6.50,8.00,4.65,4.62,Normal,,52.4,
Gin Ganga,Gin Ganga,Baddegama,m,3.50,4.00,5.00,2.74,2.72,Normal,,74.2,
(RB 09),Gin Ganga,Thawalama,m,4.00,6.00,7.50,1.73,1.75,Normal,,21.1,
"Nilwala Ganga
(RB 12)",Nilwala Ganga,Thalgahagoda,m,1.40,1.70,2.80,1.20,1.20,Normal,,35.0,
,Nilwala Ganga,Panadugama,m,5.00,6.00,7.50,3.90,3.87,Normal,,28.9,
,Nilwala Ganga,Pitabeddara,m,4.00,5.00,6.50,0.97,0.94,Normal,,6.7,
,Urubokka Ganga,Urawa,m,2.50,4.00,6.00,0.48,0.46,Normal,,10.0,
"Walawe Ganga
(RB 18)",Walawe Ganga,Moraketiya,m,3.00,5.00,7.00,1.22,1.20,Normal,,0.0,
"Kirindi Oya
(RB 22)",Kirindi Oya,Thanamalwila,m,4.00,5.00,5.50,1.27,1.25,Normal,,3.7,
,Kirindi Oya,Wellawaya,m,4.40,5.40,5.90,1.08,1.08,Normal,,26.3,
,Kuda Oya,Kuda Oya,m,6.90,8.40,8.80,1.60,1.60,Normal,,3.5,
"Menik Ganga (RB
26)",Menik Ganga,Katharagama,m,4.00,4.60,6.50,0.11,0.10,Normal,,19.3,
"Kumbukkan Oya
(RB 31)",Kumbukkan Oya,Nakkala,m,5.00,6.00,7.50,1.15,1.12,Normal,,28.1,
"Heda Oya
(RB 36)",Heda Oya,Siyambalanduwa,m,4.50,6.00,7.00,0.67,0.65,Normal,,18.2,
"Maduru Oya
(RB 54)",Maduru Oya,Padiyathalawa,m,4.00,4.50,6.00,0.57,0.65,Normal,,40.6,
,Mahaweli Ganga,Manampitiya,m,3.00,4.30,6.00,1.09,1.08,Normal,,18.8,
,Mahaweli Ganga,Weraganthota,m,5.00,6.00,8.00,-1.53,-1.71,Normal,,7.5,
"Mahaweli Ganga
(RB 60)",Mahaweli Ganga,Peradeniya,m,5.00,7.00,9.00,3.18,3.30,Normal,,0.0,
,Mahaweli Ganga,Nawalapitiya,m,3.50,5.00,6.00,1.42,1.41,Normal,,11.1,
,Badulu Oya,Thaldena,m,3.00,4.00,5.00,0.67,0.69,Normal,,4.5,
"Yan Oya
(RB 67)",Yan Oya,Horowpothana,m,6.00,7.50,10.50,2.35,2.29,Normal,,1.8,
Maa Oya (RB 69),Mukunu Oya,Yaka Wewa,m,4.00,5.00,6.00,0.61,0.59,Normal,,2.5,
"Malwathu Oya
(RB 90)",Malwathu Oya,Thanthirimale,m,5.00,6.80,7.80,1.47,1.48,Normal,,19.1,
"Mee Oya
(RB 95)",Mee Oya,Galgamuwa,m,4.84,5.94,8.00,0.71,0.71,Normal,,0.0,
"Deduru Oya
(RB 99)",Deduru Oya,Moragaswewa,m,4.75,6.00,7.00,4.02,4.01,Normal,,23.0,
Maha Oya,Maha Oya,Badalgama,m,5.00,6.20,9.60,4.52,4.40,Normal,,58.0,
(RB 102),Maha Oya,Giriulla,m,5.50,6.50,7.50,3.43,3.30,Normal,,70.4,
"Attanagalu Oya
(RB 103)",Attanagalu Oya,Dunamale,m,3.30,4.40,5.50,2.95,2.85,Normal,,89.0,
