Kukulegama(CEB),5.0
Halwathura (HMIS),NA
Anguruwathota (HMIS),NA
Dela (HMIS),29.0
Magura (Baduraliya) (HMIS),NA
Malwala (HMIS),NA
Banagoda (HMIS),17.0
Watapotha (HMIS),NA
Paragoda (HMIS),NA
