River Basin,Tributory/River,Gauging Station,,,,,"Water
Level at
8:00 am","Water
Level at
9:00 am",Remarks,"Water
Level
Rising or
Falling","24 Hr RF
in mm at
8.30 am",,
,,Station,Unit,"Alert
Level","Minor
Flood
Level","Major
Flood
Level",,,,,,,
,Kelani Ganga,Nagalagam Street,ft,4.00,5.00,7.00,1.40,1.10,Normal,,-,,
,Kelani Ganga,Hanwella,m,7.00,8.00,10.00,2.69,2.66,Normal,,14.8,,
,Kelani Ganga,Glencourse,m,15.00,16.50,19.00,10.62,10.56,Normal,,8.0,,
"Kelani Ganga
(RB 01)",Kelani Ganga,Kithulgala,m,3.00,4.00,6.00,1.70,1.64,Normal,,81.3,,
,Gurugoda Oya,Holombuwa,m,3.00,3.40,5.00,0.76,0.77,Normal,,11.5,,
,Seethawaka Ganga,Deraniyagala,m,4.80,5.80,6.40,1.08,1.05,Normal,,7.8,,
,Kehelgamu Oya,Norwood,m,1.50,3.00,4.50,0.68,0.68,Normal,,1.1,,
"Kalu Ganga
(RB 03)",Kalu Ganga,Putupaula,m,3.00,4.00,5.00,0.96,0.99,Normal,,14.3,,
,Kalu Ganga,Ellagawa,m,10.00,10.70,12.20,6.19,6.12,Normal,,7.5,,
,Kalu Ganga,Rathnapura,m,5.20,7.50,9.50,2.09,2.04,Normal,,9.3,,
,Maguru Ganga,Magura,m,4.00,6.00,7.50,1.85,1.87,Normal,,14.5,,
,Kuda Ganga,"Kalawellawa
(Millakanda)",m,5.00,6.50,8.00,3.09,3.11,Normal,,3.4,,
Gin Ganga,Gin Ganga,Baddegama,m,3.50,4.00,5.00,1.86,1.86,Normal,,,26.7,
(RB 09),Gin Ganga,Thawalama,m,4.00,6.00,7.50,2.00,2.00,Normal,,,27.8,
"Nilwala Ganga
(RB 12)",Nilwala Ganga,Thalgahagoda,m,1.40,1.70,2.80,0.70,0.74,Normal,,1.4,,
,Nilwala Ganga,Panadugama,m,5.00,6.00,7.50,3.80,3.76,Normal,,14.1,,
,Nilwala Ganga,Pitabeddara,m,4.00,5.00,6.50,1.33,1.31,Normal,,3,,5.6
,Urubokka Ganga,Urawa,m,2.50,4.00,6.00,0.69,0.65,Normal,,,27.5,
"Walawe Ganga
(RB 18)",Walawe Ganga,Moraketiya,m,3.00,5.00,7.00,0.82,0.81,Normal,,0.0,,
"Kirindi Oya
(RB 22)",Kirindi Oya,Thanamalwila,m,4.00,5.00,5.50,0.36,0.36,Normal,,0.0,,
,Kirindi Oya,Wellawaya,m,4.40,5.40,5.90,0.53,0.53,Normal,,0.0,,
,Kuda Oya,Kuda Oya,m,6.90,8.40,8.80,1.19,1.19,Normal,,0.0,,
"Menik Ganga
(RB 26)",Menik Ganga,Katharagama,m,4.00,4.60,6.50,-0.10,-0.10,Normal,,0.0,,
"Kumbukkan Oya
(RB 31)",Kumbukkan Oya,Nakkala,m,5.00,6.00,7.50,0.61,0.61,Normal,,0.0,,
"Heda Oya
(RB 36)",Heda Oya,Siyambalanduwa,m,4.50,6.00,7.00,0.38,0.37,Normal,,0.0,,
"Maduru Oya
(RB 54)",Maduru Oya,Padiyathalawa,m,4.00,4.50,6.00,0.08,0.08,Normal,,1.5,,
,Mahaweli Ganga,Manampitiya,m,3.00,4.30,6.00,-0.07,-0.09,Normal,,0.0,,
,Mahaweli Ganga,Weraganthota,m,5.00,6.00,8.00,-3.22,-3.26,Normal,,0.0,,
"Mahaweli Ganga
(RB 60)",Mahaweli Ganga,Peradeniya,m,5.00,7.00,9.00,1.78,1.76,Normal,,0.0,,
,Mahaweli Ganga,Nawalapitiya,m,3.50,5.00,6.00,1.46,1.46,Normal,,4,,1.2
,Badulu Oya,Thaldena,m,3.00,4.00,5.00,0.23,0.24,Normal,,0.0,,
"Yan Oya
(RB 67)",Yan Oya,Horowpothana,m,6.00,7.50,10.50,1.33,1.33,Normal,,0.0,,
Maa Oya (RB 69),Mukunu Oya,Yaka Wewa,m,4.00,5.00,6.00,0.51,0.51,Normal,,0.0,,
"Malwathu Oya
(RB 90)",Malwathu Oya,Thanthirimale,m,5.00,6.80,7.80,1.32,1.32,Normal,,0.0,,
"Mee Oya
(RB 95)",Mee Oya,Galgamuwa,m,4.84,5.94,8.00,0.27,0.27,Normal,,0.0,,
"Deduru Oya
(RB 99)",Deduru Oya,Moragaswewa,m,4.75,6.00,7.00,0.46,0.46,Normal,,0.0,,
Maha Oya,Maha Oya,Badalgama,m,5.00,6.20,9.60,2.32,2.32,Normal,,3.4,,
(RB 102),Maha Oya,Giriulla,m,5.50,6.50,7.50,1.16,1.17,Normal,,3.7,,
"Attanagalu Oya
(RB 103)",Attanagalu Oya,Dunamale,m,3.30,4.40,5.50,1.72,1.74,Normal,,18.0,,
