பிரதான நகரங்களுக்கான வானிலை முன்னறிவித்தல் தி க தி : 2 0 2 6 - 0 9 - 0 5,,,,,
நகரம்,வவப்பநிலை (0C),,சாரீரப்பதன் (%),,வானிலை
,உச்ச,குலைந்த,உச்ச,குலைந்த,
அனுராதபுரம்,35,26,90,45,"பி.ப. 2.00 மணிக்குப் பின்னர் மலை அல்ைது இடியுடன் கூடிய மலை வபய்யும்
சாத்தியம்"
மட்டக்களப்பு,33,27,85,65,பி.ப. 2.00 மணிக்குப் பின்னர் மலை அல்ைது இடியுடன் கூடிய மலை வபய்யும்
வகாழும்பு,32,27,80,65,அடிக்கடி மலை வபய்யும்
காலி,29,26,85,80,அடிக்கடி மலை வபய்யும்
யாழ்ப்பாணம்,32,28,80,65,பிரதானமாக சீரான வானிலை
கண்டி,31,21,95,70,பி.ப. 2.00 மணிக்குப் பின்னர் மலை அல்ைது இடியுடன் கூடிய மலை வபய்யும்
நுவவரலியா,22,15,95,75,பி.ப. 2.00 மணிக்குப் பின்னர் மலை அல்ைது இடியுடன் கூடிய மலை வபய்யும்
இரத்தினபுரி,33,25,95,80,அடிக்கடி மலை வபய்யும்
திருககாணமலை,36,25,85,45,பி.ப. 2.00 மணிக்குப் பின்னர் மலை அல்ைது இடியுடன் கூடிய மலை வபய்யும்
மன்னார்,31,28,85,75,சிறிதளவில் மலை வபய்யும்
