Kukulegama(CEB),12.0
Halwathura (HMIS),9.0
Anguruwathota (HMIS),NA
Dela (HMIS),14.0
Magura (Baduraliya) (HMIS),NA
Malwala (HMIS),NA
Banagoda (HMIS),NA
Watapotha (HMIS),6.0
Paragoda (HMIS),18.0
