River Basin,Tributory/River,Gauging Station,,,,,"Water
Level at
8:00 am","Water
Level at
9:00 am",Remarks,"Water Level
Rising or
Falling","24 Hr RF
in mm at
8.30 am",
,,Station,Unit,"Alert
Level","Minor
Flood
Level","Major
Flood
Level",,,,,,
,Kelani Ganga,N' Street,ft,4.00,5.00,7.00,1.50,1.70,Normal,,-,
,Kelani Ganga,Hanwella,m,7.00,8.00,10.00,2.47,2.43,Normal,,32.1,
,Kelani Ganga,Glencourse,m,15.00,16.50,19.00,10.29,10.29,Normal,,0.0,
"Kelani Ganga
(RB 01)",Kelani Ganga,Kitulgala,m,3.00,4.00,6.00,1.78,1.75,Normal,,0.0,
,Gurugoda Oya,Holombuwa,m,3.00,3.40,5.00,0.74,0.74,Normal,,0.0,
,Seethawaka Ganga,Deraniyagala,m,4.80,5.80,6.40,0.70,0.75,Normal,,0.0,
,Kehelgamu Oya,Norwood,m,1.50,3.00,4.50,0.93,0.93,Normal,,0.0,
"Kalu Ganga
(RB 03)",Kalu Ganga,Putupaula,m,3.00,4.00,5.00,1.43,1.39,Normal,,15.1,
,Kalu Ganga,Ellagawa,m,10.00,10.70,12.20,6.45,6.40,Normal,,41.9,
,Kalu Ganga,Ratnapura,m,5.20,7.50,9.50,2.25,2.20,Normal,,9.7,
,Maguru Ganga,Magura,m,4.00,6.00,7.50,2.70,2.53,Normal,,20.4,
,Kuda Ganga,"Kalawellawa
(Millakanda)",m,5.00,6.50,8.00,4.82,4.80,Normal,,35.9,
Gin Ganga,Gin Ganga,Baddegama,m,3.50,4.00,5.00,2.87,2.82,Normal,,4.8,
(RB 09),Gin Ganga,Tawalama,m,4.00,6.00,7.50,2.04,2.10,Normal,,43.3,
"Nilwala Ganga
(RB 12)",Nilwala Ganga,Thalgahagoda,m,1.40,1.70,2.80,2.08,2.08,Minor Flood,,59.0,
,Nilwala Ganga,Panadugama,m,5.00,6.00,7.50,6.33,6.30,Minor Flood,Falling,43.3,
,Nilwala Ganga,Pitabeddara,m,4.00,5.00,6.50,2.71,2.63,Normal,,48.0,
,Urubokka Ganga,Urawa,m,2.50,4.00,6.00,1.88,1.78,Normal,,42.3,
"Walawe Ganga
(RB 18)",Walawe Ganga,Moraketiya,m,1.80,3.50,5.00,1.37,1.32,Normal,,4.4,
"Kirindi Oya
(RB 22)",Kirindi Oya,Tanamalwila,m,4.00,5.00,5.50,1.61,1.59,Normal,,0.0,
,Kirindi Oya,Wellawaya,m,4.40,5.40,5.90,1.19,1.18,Normal,,0.0,
,Kuda Oya,Kuda Oya,m,6.90,8.40,8.80,1.98,1.97,Normal,,8.0,
"Menik Ganga (RB
26)",Menik Ganga,Katharagama,m,4.00,4.60,6.50,-0.17,-0.17,Normal,,0.0,
"Kumbukkan Oya
(RB 31)",Kumbukkan Oya,Nakkala,m,5.00,6.00,7.50,0.90,0.89,Normal,,0.0,
"Heda Oya
(RB 36)",Heda Oya,Siyambalanduwa,m,4.50,6.00,7.00,0.48,0.48,Normal,,0.0,
"Maduru Oya
(RB 54)",Maduru Oya,Padiyatalawa,m,4.00,4.50,6.00,0.29,0.29,Normal,,0.0,
,,Manampitiya ( Old),m,3.50,5.00,6.00,-0.88,-0.89,Normal,,1.4,
,Mahaweli Ganga,Manampitiya (HMIS),m,4.65,6.15,7.15,0.26,0.25,Normal,,1.4,
,Mahaweli Ganga,Weragantota,m,5.00,6.00,8.00,-3.06,-3.06,Normal,,0.0,
"Mahaweli Ganga
(RB 60)",Mahaweli Ganga,Peradeniya,m,5.00,7.00,9.00,3.05,3.25,Normal,,0.0,
,Mahaweli Ganga,Nawalapitiya,m,3.50,5.00,6.00,1.24,1.24,Normal,,0.0,
,Badulu Oya,Taldena,m,3.00,4.00,5.00,0.55,0.56,Normal,,0.0,
"Yan Oya
(RB 67)",Yan Oya,Horowpatana,m,6.00,7.50,10.50,1.89,1.89,Normal,,0.0,
Maa Oya (RB 69),Mukunu Oya,Yakawewa,m,4.00,5.00,6.00,0.50,0.50,Normal,,0.0,
"Malwathu Oya
(RB 90)",Malwathu Oya,Tantirimale,m,5.00,6.80,7.80,1.24,1.26,Normal,,0.0,
"Mee Oya
(RB 95)",Mee Oya,Galgamuwa,m,4.84,5.94,8.00,-0.03,-0.04,Normal,,0.0,
"Deduru Oya
(RB 99)",Deduru Oya,Moragaswewa,m,4.75,6.00,7.00,1.20,1.18,Normal,,0.0,
Maha Oya,Maha Oya,Badalgama,m,5.00,6.20,9.60,2.88,2.87,Normal,,0.2,
(RB 102),Maha Oya,Giriulla,m,5.50,6.50,7.50,1.57,1.57,Normal,,0.0,
"Attanagalu Oya
(RB 103)",Attanagalu Oya,Dunamale,m,3.30,4.40,5.50,1.94,1.92,Normal,,0.3,
