River Basin,Tributory/River,Gauging Station,,,,,"Water
Level at
5:00 am","Water
Level at
6:00 am",Remarks,"Water Level
Rising or
Falling","21 Hr RF
in mm at
6.00 am",
,,Station,Unit,"Alert
Level","Minor
Flood
Level","Major
Flood
Level",,,,,,
,Kelani Ganga,N' Street,ft,4.00,5.00,7.00,2.50,2.30,Normal,,-,
,Kelani Ganga,Hanwella,m,7.00,8.00,10.00,4.26,4.24,Normal,,54,.3
,Kelani Ganga,Glencourse,m,15.00,16.50,19.00,11.90,11.75,Normal,,32,.6
"Kelani Ganga
(RB 01)",Kelani Ganga,Kitulgala,m,3.00,4.00,6.00,1.76,1.75,Normal,,67,.0
,Gurugoda Oya,Holombuwa,m,3.00,3.40,5.00,0.97,0.97,Normal,,39,.4
,Seethawaka Ganga,Deraniyagala,m,4.80,5.80,6.40,1.28,1.16,Normal,,59,.3
,Kehelgamu Oya,Norwood,m,1.50,3.00,4.50,0.95,0.99,Normal,,39,.3
"Kalu Ganga
(RB 03)",Kalu Ganga,Putupaula,m,3.00,4.00,5.00,2.29,2.34,Normal,,25,.9
,Kalu Ganga,Ellagawa,m,10.00,10.70,12.20,8.02,8.12,Normal,,79.1,
,Kalu Ganga,Ratnapura,m,5.20,7.50,9.50,4.93,5.20,Alert,Rising,45,.1
,Maguru Ganga,Magura,m,4.00,6.00,7.50,4.16,4.38,Alert,Rising,18,.3
,Kuda Ganga,"Kalawellawa
(Millakanda)",m,5.00,6.50,8.00,5.84,5.91,Alert,Rising,43,.2
Gin Ganga,Gin Ganga,Tawalama,m,4.00,6.00,7.50,3.67,3.73,Normal,,65,.3
(RB 09),Gin Ganga,Baddegama,m,3.50,4.00,5.00,3.94,4.00,Minor Flood,Rising,48,.2
"Nilwala Ganga
(RB 12)",Nilwala Ganga,Thalgahagoda,m,1.40,1.70,2.80,1.52,1.59,Alert,Rising,85.8,
,Nilwala Ganga,Panadugama,m,5.00,6.00,7.50,6.43,6.42,Minor Flood,Falling,65,.0
,Nilwala Ganga,Pitabeddara,m,4.00,5.00,6.50,2.77,3.05,Normal,,61,.0
,Urubokka Ganga,Urawa,m,2.50,4.00,6.00,1.60,1.93,Normal,,50,.3
Maha Oya,Maha Oya,Badalgama,m,5.00,6.20,9.60,2.75,2.76,Normal,,41,.6
(RB 102),Maha Oya,Giriulla,m,5.50,6.50,7.50,1.44,1.44,Normal,,42,.3
"Attanagalu Oya
(RB 103)",Attanagalu Oya,Dunamale,m,3.30,4.40,5.50,3.70,3.70,Alert,,40,.6
