பிரதான நகரங்களுக்கான வானிலை முன்னறிவித்தல் தி க தி : 2 0 2 6 - 0 2 - 2 5,,,,,
நகரம்,வவப்பநிலை (0C),,சாரீரப்பதன் (%),,வானிலை
,உச்ச,குலைந்த,உச்ச,குலைந்த,
அனுராதபுரம்,33,23,95,60,பிரதானமாக சீரான வானிலை
மட்டக்களப்பு,30,24,95,75,பிரதானமாக சீரான வானிலை
வகாழும்பு,31,24,90,65,பிரதானமாக சீரான வானிலை
காலி,29,25,90,80,"பி.ப. 2.00 மணிக்குப் பின்னர் மலை அல்ைது இடியுடன் கூடிய மலை பபய்யும்
சாத்தியம்"
யாழ்ப்பாணம்,30,22,95,75,பிரதானமாக சீரான வானிலை
கண்டி,30,21,95,65,பிரதானமாக சீரான வானிலை
நுவவரலியா,22,13,85,50,பிரதானமாக சீரான வானிலை
இரத்தினபுரி,34,23,95,60,"பி.ப. 2.00 மணிக்குப் பின்னர் மலை அல்ைது இடியுடன் கூடிய மலை பபய்யும்
சாத்தியம்"
திருககாணமலை,30,24,90,75,பிரதானமாக சீரான வானிலை
மன்னார்,30,24,95,70,பிரதானமாக சீரான வானிலை
