River Basin,Tributory/River,Gauging Station,,,,,"Water
Level at
8:00 am","Water
Level at
9:00 am",Remarks,"Water Level
Rising or
Falling","24 Hr RF
in mm at
8.30 am",
,,Station,Unit,"Alert
Level","Minor
Flood
Level","Major
Flood
Level",,,,,,
,Kelani Ganga,N' Street,ft,4.00,5.00,7.00,2.00,1.90,Normal,,-,
,Kelani Ganga,Hanwella,m,7.00,8.00,10.00,3.26,3.21,Normal,,8.2,
,Kelani Ganga,Glencourse,m,15.00,16.50,19.00,10.95,10.89,Normal,,11.6,
"Kelani Ganga
(RB 01)",Kelani Ganga,Kitulgala,m,3.00,4.00,6.00,1.78,1.60,Normal,,10.5,
,Gurugoda Oya,Holombuwa,m,3.00,3.40,5.00,1.15,1.13,Normal,,21,.3
,Seethawaka Ganga,Deraniyagala,m,4.80,5.80,6.40,0.85,0.83,Normal,,18,.8
,Kehelgamu Oya,Norwood,m,1.50,3.00,4.50,0.90,0.90,Normal,,5.1,
"Kalu Ganga
(RB 03)",Kalu Ganga,Putupaula,m,3.00,4.00,5.00,1.81,1.80,Normal,,12.6,
,Kalu Ganga,Ellagawa,m,10.00,10.70,12.20,6.81,6.78,Normal,,5.8,
,Kalu Ganga,Ratnapura,m,5.20,7.50,9.50,2.56,2.49,Normal,,10.4,
,Maguru Ganga,Magura,m,4.00,6.00,7.50,2.90,2.86,Normal,,21,.1
,Kuda Ganga,"Kalawellawa
(Millakanda)",m,5.00,6.50,8.00,5.67,5.66,Alert,Falling,11.4,
Gin Ganga,Gin Ganga,Baddegama,m,3.50,4.00,5.00,3.06,3.05,Normal,,8.0,
(RB 09),Gin Ganga,Tawalama,m,4.00,6.00,7.50,2.50,2.49,Normal,,27,.3
"Nilwala Ganga
(RB 12)",Nilwala Ganga,Thalgahagoda,m,1.40,1.70,2.80,1.47,1.47,Alert,,7.6,
,Nilwala Ganga,Panadugama,m,5.00,6.00,7.50,4.90,4.90,Normal,,11.4,
,Nilwala Ganga,Pitabeddara,m,4.00,5.00,6.50,1.62,1.60,Normal,,9.9,
,Urubokka Ganga,Urawa,m,2.50,4.00,6.00,1.00,0.99,Normal,,24,.4
"Walawe Ganga
(RB 18)",Walawe Ganga,Moraketiya,m,3.00,5.00,7.00,1.88,1.88,Normal,,4.0,
"Kirindi Oya
(RB 22)",Kirindi Oya,Tanamalwila,m,4.00,5.00,5.50,1.29,1.28,Normal,,3.5,
,Kirindi Oya,Wellawaya,m,4.40,5.40,5.90,1.08,1.08,Normal,,0.0,
,Kuda Oya,Kuda Oya,m,6.90,8.40,8.80,1.76,1.76,Normal,,0.0,
"Menik Ganga (RB
26)",Menik Ganga,Katharagama,m,4.00,4.60,6.50,0.58,0.57,Normal,,3.9,
"Kumbukkan Oya
(RB 31)",Kumbukkan Oya,Nakkala,m,5.00,6.00,7.50,1.34,1.33,Normal,,19,.8
"Heda Oya
(RB 36)",Heda Oya,Siyambalanduwa,m,4.50,6.00,7.00,0.75,0.78,Normal,,0.9,
"Maduru Oya
(RB 54)",Maduru Oya,Padiyatalawa,m,4.00,4.50,6.00,0.68,0.69,Normal,,0.0,
,,Manampitiya ( Old),m,3.50,5.00,6.00,-0.54,-0.54,Normal,,3.6,
,Mahaweli Ganga,Manampitiya (HMIS),m,4.65,6.15,7.15,0.60,0.60,Normal,,3.6,
,Mahaweli Ganga,Weragantota,m,5.00,6.00,8.00,-2.37,-2.49,Normal,,0.0,
"Mahaweli Ganga
(RB 60)",Mahaweli Ganga,Peradeniya,m,5.00,7.00,9.00,3.20,3.20,Normal,,1.1,
,Mahaweli Ganga,Nawalapitiya,m,3.50,5.00,6.00,1.37,1.37,Normal,,4.5,
,Badulu Oya,Taldena,m,3.00,4.00,5.00,0.70,0.72,Normal,,0.0,
"Yan Oya
(RB 67)",Yan Oya,Horowpatana,m,6.00,7.50,10.50,2.84,2.80,Normal,,0.0,
Maa Oya (RB 69),Mukunu Oya,Yakawewa,m,4.00,5.00,6.00,0.93,0.93,Normal,,0.0,
"Malwathu Oya
(RB 90)",Malwathu Oya,Tantirimale,m,5.00,6.80,7.80,3.72,3.68,Normal,,0.0,
"Mee Oya
(RB 95)",Mee Oya,Galgamuwa,m,4.84,5.94,8.00,0.30,0.30,Normal,,0.0,
"Deduru Oya
(RB 99)",Deduru Oya,Moragaswewa,m,4.75,6.00,7.00,1.43,1.40,Normal,,7.2,
Maha Oya,Maha Oya,Badalgama,m,5.00,6.20,9.60,3.13,3.15,Normal,,22,.3
(RB 102),Maha Oya,Giriulla,m,5.50,6.50,7.50,1.93,1.92,Normal,,7.6,
"Attanagalu Oya
(RB 103)",Attanagalu Oya,Dunamale,m,3.30,4.40,5.50,2.87,2.86,Normal,,40.3,
