"දදනික තත්ත්ව වාර්තාව-ශ්‍රී ලංකාව/epiyik mwpf;if-,yq;if/Situation Report- Sri Lanka දිනය/jpfjp /Date :11th June 2024 at 0900hrs",,,,,,,,,,,,,,,,,,
"පළාත khfhzk;
Province",#,"පරිපාලන ප්‍රලද්ශය நிர்வாகப் பிரிவு
Administrative purview",,"ආපදාව
mdHj;jk
Disaster","ආරම්භක දිනය
mdu;j;jk;
Muk;gpj;j jpfjp
Date of
commenced","බලපෑමට ලක්වු
ghjpf;fg;gl;l Affected",,"මිය යෑම්
kuzq;f
s;
Deaths","තුවාලවු
පුද්ගලයින්
fhakil
e;NjhH
Injured
People","අතුරුදහ
න්වූ
පුද්ගලයින්
fhzhky;
NghNdhH
Missing
People","නිවාස්ත්‍ හානි
Nrjkile;j
tPLfs; Houses
Damaged",,"ලවනත් හානි பிற பாதிப்புகள்
Other Damages",,"ආරක්ිත ස්ත්‍රථාන ghJfhg;ghd
miktplk; Safe Location",,,"ලවනත් කරුණු
NtW Fwpg;Gf;fs;
Remarks"
,,"දිස්ත්‍රික්කය
மாவட்டம் District","ප්‍රා.ලේ. ලකා
gpuNjr nra.gp DS
Division",,,"පවුේ ස්ත්‍ංඛ්‍යාව
FLk;gq;fs;
Families","පුද්ගලයින්
egHfs;
People",,,,"පූර්ණ
හානි
KOik
Fully","අර්ධ හානි
gFjpasT
Partially","කුඩා හා මධය
පරිමාණ වයාපාරික
ස්ත්‍රථාන சிறிய,
நடுத்தர,
நிறுவனங்களின்
சேதங்கள்; Small,
Medium,
Enterprises
Damages","ඉතා වැදගත් යටිතල
පහසුකම් වලට වූ
හානි mbg;gilf;
fl;likg;Gf;fs;
Damages to
critical
Infrastructure","ආරක්ිත
ස්ත්‍රථාන
ස්ත්‍ංඛ්‍යාව
vz;zpf;i
f No.
of Safety
Locations","පවුේ
ස්ත්‍ංඛ්‍යාව
FLk;gq;f
s;
Families","පුද්ගලයින්
egHfs;
Persons",
"සබරගමුව පලොත
rg;ufKt
Sabaragamuwa",,"රත් පුර
,uj;jpdGhp
Rathnapura",Elapatha,,2024.06.01-02,1726,6239,1,,,5,506,264,11,2,4,22,
,,,Nivithagala,,2024.06.01-03,83,288,,,,,81,11,,,,,
,,,Ayagama,,2024.06.01-02,3924,15157,2,,,10,529,145,30,1,2,9,
,,,Pelmadulla,,2024.06.01-02,120,471,1,,,,111,6,,,,,
,,,Ehaliyagoda,,2024.06.01-02,2312,8451,1,3,,2,1042,175,1,4,44,113,
,,,Rathnapura,,2024.06.01-02,3456,13570,,1,,1,392,110,,1,1,4,
,,,Kuruvita,,2024.06.01-02,1259,5185,,,,4,222,57,,,,,
,,,Kalawana,Heavy Rain/ High,2024.06.01-02,577,2018,,,,,515,47,1,,,,
,1,,Kiriella,"wind/ Flood/ Cutting
faliture/Landslide Risk",2024.06.01-02,2180,8137,,,,2,205,85,,,,,
,,,Kolonna,,2024.06.01-02,8,24,,,,,8,1,,,,,
,,,Balangoda,,2024.06.01-02,7,26,,,,,5,,,,,,
,,,Opanayake,,2024.06.01-02,2,7,,,,,2,,,,,,
,,,Weligepola,,2024.06.01-02,2,10,,,,,2,,,,,,
,,,Imbulpe,,2024.06.02,5,17,,,,,2,,,,,,
,,,Kahawatta,,2024.06.02,9,28,,,,,8,1,,,,,
,,,Ebilipiya,,2024.06.06,2,4,,,,,2,,,,,,
,දිස්ික් එකතුව/khtl;l $l;Lj;njhif/District Total,,,,,15672,59632,5,4,0,24,3632,902,43,8,51,148,
,2,"කෑගල්ල
Nffhiy
Kegalle",Galigamuwa,Tree Fallen,2024.06.08,1,3,,,,,1,,,,,,
