"kj;jpa khfhzk;
Central",5,"නුෙරඑලිය
Etnuypah
Nuwara Eliya",Walapane,"Flood and
Landslide",2020.05.19,,,,1,5,2,9,,,,,2,,
,,,Nuwaraeliya,,,,,,179,761,179,761,,,,,177,,
,,,Kothmale,,,,,,2,5,6,18,,,,,4,,
,,,Ambagamuwa,,,,,,,,98,339,,,,,98,,
,,,,,,,,,,,,,,,,,,,
,දිස්ික් එකතුෙ khtl;l $l;Lj;njhif District Total,,,,,0,0,0,182,771,285,1127,0,0,0,0,281,0,
,6,"මාතවල්/khj;jis/M
atale",Pallepola,High Wind,2020.05.19,,,,,,2,6,,,,,2,,
,,,Abanganga,,,,,,,,2,6,,,,,2,,
,,,Dambulla,,2020.05.20,,,,,,4,14,,,,,4,,
,දිස්ික් එකතුෙ khtl;l $l;Lj;njhif District Total,,,,,0,0,0,0,0,8,26,0,0,0,0,8,0,
,පළාත් ඵකතුෙ khfhz $l;Lj;njhif Province Total,,,,,0,0,0,286,1237,420,1709,0,0,0,0,309,0,
"ෙයඹ පලාත/
tlNky;
khfhzk; North
Western",7,"පුත්තලම Gj;jsk
Puttalam",Wanathavilliuwa,High wind,2020.05.20,,,,,,2,6,,,,,,,
,දිස්ික් එකතුෙ khtl;l $l;Lj;njhif District Total,,,,,0,0,0,0,0,2,6,0,0,0,0,0,0,
,පළාත් ඵකතුෙ khfhz $l;Lj;njhif Province Total,,,,,0,0,0,0,0,2,6,0,0,0,0,0,0,
"ඌෙ Cth
khfhzk; Uva",8,"බදුල්ල gJs;is
Badulla",Uvaparanagama,Tree fallan,2020.05.19,,,,,,2,10,,,,,2,,
,,,Badulla,High Wind,,,,,,,1,3,,,,,1,,
,,,Kandaketiya,,,,,,,,1,2,,,,,1,,
,,,Ella,,,,,,,,2,6,,,,,2,,
,,,Meegahakiula,,,,,,,,2,6,,,,,3,,
,,,Uvaparanagama,,2020.05.20,,,,,,2,9,,,,,2,,
,,,Lunugala,,,,,,,,1,5,,,,,1,,
,දිස්ික් එකතුෙ khtl;l $l;Lj;njhif District Total,,,,,0,0,0,0,0,11,41,0,0,0,0,12,0,
,9,"වමානරාගල
nkhdwhfiy
Moneragala",Wallawaya,High Wind,2020.05.19,,,,,,,,,,,,7,,
,,,Butthala,,,,,,,,,,,,,,4,,
,,,Thanamalwila,,,,,,,,,,,,,1,9,,
,දිස්ික් එකතුෙ khtl;l $l;Lj;njhif District Total,,,,,0,0,0,0,0,0,0,0,0,0,1,20,0,
,පළාත් ඵකතුෙ khfhz $l;Lj;njhif Province Total,,,,,0,0,0,0,0,11,41,0,0,0,1,32,0,
"උතුරු පලාත
tl khfhzk;
Northen",10,"මුලතිව්
Ky;iyj;jPT
Mulaitivu",Mulaitivu,High wind,2020.05.20,,,,,,2,6,,,,,2,,
,දිස්ික් එකතුෙ khtl;l $l;Lj;njhif District Total,,,,,0,0,0,0,0,2,6,0,0,0,0,2,0,
,පළාත් ඵකතුෙ khfhz $l;Lj;njhif Province Total,,,,,0,0,0,0,0,2,6,0,0,0,0,2,0,
"දකුනු පලාත
njd; khfhzk;
Southern",11,ගාල්ල/fhyp/Galle,Neluwa,Flood,2020.05.19,,,,,,21,83,,2,,,21,,
,,,Thawalama,,,,,,,,27,98,,,,,27,,
,දිස්ික් එකතුෙ khtl;l $l;Lj;njhif District Total,,,,,0,0,0,0,0,48,181,0,2,0,0,48,0,
,12,"හම්බනවතාට
`k;ghe;Njhl;il
Hambantota",Walasmulla,"Heavy Rain/ High
Wind",2020.05.19,,,,,,20,71,,,,,18,,
,,,Beliattaha,,,,,,,,10,31,,,,,10,,
,,,Thangalle,,,,,,,,12,46,,,,,12,,
,,,Okewala,,,,,,,,9,41,,,,,9,,
,,,Weeraketiya,,,,,,,,10,35,,,,,10,,
,,,Adunukolapalassa,,,,,,,,9,25,,,,,9,,
,,,Thissamaharamaya,,,,,,,,3,14,,,,,3,,
,,,Ambalanthota,,,,,,,,2,9,,,,,2,,
,,,Katuwana,,,,,,,,17,73,,,,,17,,
,දිස්ික් එකතුෙ khtl;l $l;Lj;njhif District Total,,,,,0,0,0,0,0,92,345,0,0,0,0,90,0,
,13,"මාතර khj;jiw
Matara",Hakmana,"Heavy Rain/ High
Wind",2020.05.19,,,,,,5,25,,,,,3,,
,,,Kotapola,,,,,,,,200,770,,1,,,145,,
,,,Pitabeddara,,,,,,,,7,26,,,,,13,,
,,,Pasgoda,,,,,,,,24,89,,,,1,25,,
,,,Dikwella,,,,,,,,2,7,,,,,2,,
,,,Devinuwara,,,,,,,,3,11,,,,,3,,
,,,Mulatiyana,,,,,,,,3,9,,,,,3,,
,,,Thihagoda,,,,,,,,6,28,,,,,6,,
,,,Malimbada,,,,,,,,1,5,,,,,1,,
,,,Mathara,,,,,,,,1,4,,,,,1,,
,,,Welipitiya,,,,,,,,2,7,,,,,2,,
,,,Kamburupitiya,,,,,,,,2,9,,,,,2,,
,දිස්ික් එකතුෙ khtl;l $l;Lj;njhif District Total,,,,,0,0,0,0,0,256,990,0,1,0,1,206,0,
,පළාත් ඵකතුෙ khfhz $l;Lj;njhif Province Total,,,,,0,0,0,0,0,396,1516,0,3,0,1,344,0,
මුළු එකතුව nkhj;jf; $l;Lj;njhif GRAND TOTAL,,,,,,7,34,142,608,2349,5356,20265,3,4,0,21,2150,6,
