Kotmale(CEB),40.2
Victoria(CEB),53.5
Randenigala(CEB),40.5
Rantembe(CEB),18.0
Bowatenna(CEB),78.3
Ukuwela(CEB),119.9
U.Kothmale(CEB),20.6
Angamedilla (HMIS),NA
Hembarewa (HMIS),NA
Calsey Maeliya (HMIS),52.0
Ulhitiya (Res) (HMIS),39.0
Girithale(Res) (HMIS),NA
Parakrama Samu.(Res) (HMIS),NA
Minneriya(Res) (HMIS),NA
Kaudulla(Res) (HMIS),NA
Diyabeduma (HMIS),NA
Ulhitiya Inlet Canal (HMIS),NA
Minipe LB Canal (HMIS),NA
Moragahakanda (HMIS),18.0
