Masspotha,19.0
Amunugama,66.7
Ethiliyagala,0.0
Ma Eliya,10.2
Daisy Valley,61.3
Diniminiyathanna,29.4
Moragaswewa (HMIS),NA
Nugawela (HMIS),NA
