River Basin,Tributory/River,Gauging Station,,,,,"Water
Level at
8:00 am","Water
Level at
9:00 am",Remarks,"Water
Level
Rising or
Falling","24 Hr RF
in mm at
8.30 am",,
,,Station,Unit,"Alert
Level","Minor
Flood
Level","Major
Flood
Level",,,,,,,
,Kelani Ganga,Nagalagam Street,ft,4.00,5.00,7.00,2.20,1.90,Normal,,-,,
,Kelani Ganga,Hanwella,m,7.00,8.00,10.00,3.12,3.08,Normal,,15.5,,
,Kelani Ganga,Glencourse,m,15.00,16.50,19.00,10.44,10.42,Normal,,9.7,,
"Kelani Ganga
(RB 01)",Kelani Ganga,Kithulgala,m,3.00,4.00,6.00,1.90,1.81,Normal,,3.9,,
,Gurugoda Oya,Holombuwa,m,3.00,3.40,5.00,0.91,0.90,Normal,,2.9,,
,Seethawaka Ganga,Deraniyagala,m,4.80,5.80,6.40,0.77,0.81,Normal,,1.2,,
,Kehelgamu Oya,Norwood,m,1.50,3.00,4.50,0.93,0.93,Normal,,18.1,,
"Kalu Ganga
(RB 03)",Kalu Ganga,Putupaula,m,3.00,4.00,5.00,1.23,1.15,Normal,,5.1,,
,Kalu Ganga,Ellagawa,m,10.00,10.70,12.20,6.38,6.35,Normal,,16.1,,
,Kalu Ganga,Rathnapura,m,5.20,7.50,9.50,2.28,2.21,Normal,,9.0,,
,Maguru Ganga,Magura,m,4.00,6.00,7.50,3.95,3.80,Normal,,36.2,,
,Kuda Ganga,Kalawellawa (Millakanda),m,5.00,6.50,8.00,4.28,4.28,Normal,,4.7,,
Gin Ganga,Gin Ganga,Baddegama,m,3.50,4.00,5.00,2.67,2.66,Normal,,41.6,,
(RB 09),Gin Ganga,Thawalama,m,4.00,6.00,7.50,1.95,1.88,Normal,,55.5,,
"Nilwala Ganga
(RB 12)",Nilwala Ganga,Thalgahagoda,m,1.40,1.70,2.80,1.18,1.18,Normal,,10.9,,
,Nilwala Ganga,Panadugama,m,5.00,6.00,7.50,4.12,4.05,Normal,,20.7,,
,Nilwala Ganga,Pitabeddara,m,4.00,5.00,6.50,0.94,0.94,Normal,,3.8,,
,Urubokka Ganga,Urawa,m,2.50,4.00,6.00,0.65,0.65,Normal,,1.0,,
"Walawe Ganga
(RB 18)",Walawe Ganga,Moraketiya,m,3.00,5.00,7.00,1.73,1.73,Normal,,4.4,,
"Kirindi Oya
(RB 22)",Kirindi Oya,Thanamalwila,m,4.00,5.00,5.50,1.37,1.38,Normal,,14.5,,
,Kirindi Oya,Wellawaya,m,4.40,5.40,5.90,1.10,1.10,Normal,,3.4,,
,Kuda Oya,Kuda Oya,m,6.90,8.40,8.80,1.60,1.61,Normal,,0.7,,
"Menik Ganga (RB
26)",Menik Ganga,Katharagama,m,4.00,4.60,6.50,0.64,0.65,Normal,,15.9,,
"Kumbukkan Oya
(RB 31)",Kumbukkan Oya,Nakkala,m,5.00,6.00,7.50,1.43,1.42,Normal,,18.1,,
"Heda Oya
(RB 36)",Heda Oya,Siyambalanduwa,m,4.50,6.00,7.00,0.98,1.01,Normal,,25.4,,
"Maduru Oya
(RB 54)",Maduru Oya,Padiyathalawa,m,4.00,4.50,6.00,0.90,0.91,Normal,,9.3,,
,Mahaweli Ganga,Manampitiya,m,3.00,4.30,6.00,NA,NA,,,,,
,Mahaweli Ganga,Weraganthota,m,5.00,6.00,8.00,-0.12,-0.35,Normal,,22.1,,
"Mahaweli Ganga
(RB 60)",Mahaweli Ganga,Peradeniya,m,5.00,7.00,9.00,NA,NA,,,,,
,Mahaweli Ganga,Nawalapitiya,m,3.50,5.00,6.00,1.32,1.32,Normal,,4.6,,
,Badulu Oya,Thaldena,m,3.00,4.00,5.00,0.78,0.78,Normal,,11.5,,
"Yan Oya
(RB 67)",Yan Oya,Horowpothana,m,6.00,7.50,10.50,2.01,2.00,Normal,,1.9,,
Maa Oya (RB 69),Mukunu Oya,Yaka Wewa,m,4.00,5.00,6.00,0.87,0.87,Normal,,7.9,,
"Malwathu Oya
(RB 90)",Malwathu Oya,Thanthirimale,m,5.00,6.80,7.80,6.91,6.95,Minor Flood,Rising,4.2,,
"Mee Oya
(RB 95)",Mee Oya,Galgamuwa,m,4.84,5.94,8.00,1.55,1.55,Normal,,15.4,,
"Deduru Oya
(RB 99)",Deduru Oya,Moragaswewa,m,4.75,6.00,7.00,NA,NA,,,,,
Maha Oya,Maha Oya,Badalgama,m,5.00,6.20,9.60,3.02,3.00,Normal,,0.0,,
(RB 102),Maha Oya,Giriulla,m,5.50,6.50,7.50,1.96,1.95,Normal,,1.4,,
"Attanagalu Oya
(RB 103)",Attanagalu Oya,Dunamale,m,3.30,4.40,5.50,2.10,2.08,Normal,,0.0,,
