River Basin,Tributory/River,Gauging Station,,,,,"Water
Level at
8:00 am","Water
Level at
9:00 am",Remarks,"Water
Level
Rising or
Falling","24 Hr RF
in mm at
8.30 am",,
,,Station,Unit,"Alert
Level","Minor
Flood
Level","Major
Flood
Level",,,,,,,
,Kelani Ganga,Nagalagam Street,ft,4.00,5.00,7.00,2.50,2.00,Normal,,-,,
,Kelani Ganga,Hanwella,m,7.00,8.00,10.00,3.82,3.76,Normal,,15.0,,
,Kelani Ganga,Glencourse,m,15.00,16.50,19.00,11.57,11.47,Normal,,16.5,,
"Kelani Ganga
(RB 01)",Kelani Ganga,Kithulgala,m,3.00,4.00,6.00,1.84,1.83,Normal,,42.4,,
,Gurugoda Oya,Holombuwa,m,3.00,3.40,5.00,0.76,0.72,Normal,,28,.6,
,Seethawaka Ganga,Deraniyagala,m,4.80,5.80,6.40,1.50,1.51,Normal,,60.7,,
,Kehelgamu Oya,Norwood,m,1.50,3.00,4.50,0.78,0.77,Normal,,11.7,,
"Kalu Ganga
(RB 03)",Kalu Ganga,Putupaula,m,3.00,4.00,5.00,2.33,2.33,Normal,,7.8,,
,Kalu Ganga,Ellagawa,m,10.00,10.70,12.20,8.38,8.37,Normal,,32,.2,
,Kalu Ganga,Rathnapura,m,5.20,7.50,9.50,4.09,3.98,Normal,,14.7,,
,Maguru Ganga,Magura,m,4.00,6.00,7.50,2.73,2.68,Normal,,3.8,,
,Kuda Ganga,Kalawellawa (Millakanda),m,5.00,6.50,8.00,5.73,5.72,Alert,Falling,17.9,,
Gin Ganga,Gin Ganga,Baddegama,m,3.50,4.00,5.00,3.30,3.27,Normal,,0.0,,
(RB 09),Gin Ganga,Thawalama,m,4.00,6.00,7.50,2.17,2.13,Normal,,0.0,,
"Nilwala Ganga
(RB 12)",Nilwala Ganga,Thalgahagoda,m,1.40,1.70,2.80,1.17,1.17,Normal,,8.5,,
,Nilwala Ganga,Panadugama,m,5.00,6.00,7.50,4.42,4.29,Normal,,13.5,,
,Nilwala Ganga,Pitabeddara,m,4.00,5.00,6.50,1.22,1.16,Normal,,3.8,,
,Urubokka Ganga,Urawa,m,2.50,4.00,6.00,0.44,0.40,Normal,,4.6,,
"Walawe Ganga
(RB 18)",Walawe Ganga,Moraketiya,m,3.00,5.00,7.00,0.98,0.95,Normal,,2.6,,
"Kirindi Oya
(RB 22)",Kirindi Oya,Thanamalwila,m,4.00,5.00,5.50,0.05,0.05,Normal,,0.3,,
,Kirindi Oya,Wellawaya,m,4.40,5.40,5.90,0.48,0.50,Normal,,0.0,,
,Kuda Oya,Kuda Oya,m,6.90,8.40,8.80,0.96,0.96,Normal,,0.0,,
"Menik Ganga
(RB 26)",Menik Ganga,Katharagama,m,4.00,4.60,6.50,-0.23,-0.23,Normal,,0.0,,
"Kumbukkan Oya
(RB 31)",Kumbukkan Oya,Nakkala,m,5.00,6.00,7.50,0.59,0.59,Normal,,0.0,,
"Heda Oya
(RB 36)",Heda Oya,Siyambalanduwa,m,4.50,6.00,7.00,0.14,0.15,Normal,,0.0,,
"Maduru Oya
(RB 54)",Maduru Oya,Padiyathalawa,m,4.00,4.50,6.00,0.01,0.01,Normal,,0.0,,
,Mahaweli Ganga,Manampitiya,m,3.00,4.30,6.00,0.06,0.07,Normal,,0.0,,
,Mahaweli Ganga,Weraganthota,m,5.00,6.00,8.00,-2.13,-2.13,Normal,,0.0,,
"Mahaweli Ganga
(RB 60)",Mahaweli Ganga,Peradeniya,m,5.00,7.00,9.00,2.38,2.35,Normal,,19.4,,
,Mahaweli Ganga,Nawalapitiya,m,3.50,5.00,6.00,1.85,1.91,Normal,,42.7,,
,Badulu Oya,Thaldena,m,3.00,4.00,5.00,0.16,0.16,Normal,,0.4,,
"Yan Oya
(RB 67)",Yan Oya,Horowpothana,m,6.00,7.50,10.50,1.28,1.28,Normal,,0.0,,
Maa Oya (RB 69),Mukunu Oya,Yaka Wewa,m,4.00,5.00,6.00,0.40,0.40,Normal,,0.0,,
"Malwathu Oya
(RB 90)",Malwathu Oya,Thanthirimale,m,5.00,6.80,0.42,0.36,0.36,Normal,,0.0,,
"Mee Oya
(RB 95)",Mee Oya,Galgamuwa,m,4.84,5.94,8.00,0.24,0.25,Normal,,1.1,,
"Deduru Oya
(RB 99)",Deduru Oya,Moragaswewa,m,4.75,6.00,7.00,0.01,0.02,Normal,,16.7,,
Maha Oya,Maha Oya,Badalgama,m,5.00,6.20,9.60,2.41,2.42,Normal,,19.8,,
(RB 102),Maha Oya,Giriulla,m,5.50,6.50,7.50,1.37,1.38,Normal,,47.1,,
"Attanagalu Oya
(RB 103)",Attanagalu Oya,Dunamale,m,3.30,4.40,5.50,1.18,1.18,Normal,,17.4,,
