"Locations for Potential Risk
නායයෑපම් අවදානම ෙැවතිය හැකි ප්‍රපේශ fdjpahd mghaKs;s ,lq;fs;",,,
District,,,
,Level 1 (Yellow),Level 2 (Amber),Level 3 (Red)
,,,
Badulla,"Passara
Divisional Secretariat
Division(s) (DSD) and
surrounding areas.","* Hali Ela
Divisional Secretariat
Division(s) (DSD) and
surrounding areas.",
Kalutara,"Walallawita and
* Ingiriya
Divisional Secretariat
Division(s) (DSD) and
surrounding areas.",,
Kandy,"* Pathadumbara,
* Gangawata Korale and
* Pasbage Korale
Divisional Secretariat
Division(s) (DSD) and
surrounding areas.","Thumpane and
Yatinuwara
Divisional Secretariat
Division(s) (DSD) and
surrounding areas.",
Kegalle,"* Galigamuwa
Divisional Secretariat
Division(s) (DSD) and
surrounding areas.",,
Kurunegala,"* Rideegama
Divisional Secretariat
Division(s) (DSD) and
surrounding areas.",,
Matale,"* Naula
Divisional Secretariat
Division(s) (DSD) and
surrounding areas.",,
Matara,"* Kotapola and
* Pasgoda
Divisional Secretariat
Division(s) (DSD) and
surrounding areas.",,
Nuwara Eliya,"* Ambagamuwa and
* Walapane
Divisional Secretariat
Division(s) (DSD) and
surrounding areas.",,
Ratnapura,"Openayake,
Weligepola and
Elapatha","Balangoda and
Imbulpe",
