Masspotha,,14.0
Amunugama,,18.0
Ethiliyagala,,0.0
Ma Eliya,,NA
Daisy Valley,,38.1
Diniminiyathanna,,7.0
Moragaswewa (HMIS),,NA
Nugawela (HMIS),,NA
