River Basin,Tributory/River,Gauging Station,,,,,"Water
Level at
8:00 am","Water
Level at
9:00 am",Remarks,"Water
Level
Rising or
Falling","24 Hr RF
in mm at
8.30 am",,
,,Station,Unit,"Alert
Level","Minor
Flood
Level","Major
Flood
Level",,,,,,,
,Kelani Ganga,N' Street,ft,4.00,5.00,7.00,5.00,4.90,Alert,Falling,-,,
,Kelani Ganga,Hanwella,m,7.00,8.00,10.00,8.18,8.18,Minor Flood,,144.,1,
,Kelani Ganga,Glencourse,m,15.00,16.50,19.00,16.11,15.96,Alert,Falling,206.3,,
"Kelani Ganga
(RB 01)",Kelani Ganga,Kitulgala,m,3.00,4.00,6.00,1.96,1.94,Normal,,103.5,,
,Gurugoda Oya,Holombuwa,m,3.00,3.40,5.00,1.75,1.66,Normal,,162.5,,
,Seethawaka Ganga,Deraniyagala,m,4.80,5.80,6.40,1.86,1.81,Normal,,214.6,,
,Kehelgamu Oya,Norwood,m,1.50,3.00,4.50,1.03,1.03,Normal,,39.5,,
"Kalu Ganga
(RB 03)",Kalu Ganga,Putupaula,m,3.00,4.00,5.00,3.46,3.47,Alert,Rising,106.6,,
,Kalu Ganga,Ellagawa,m,10.00,10.70,12.20,9.61,9.62,Normal,,119.4,,
,Kalu Ganga,Ratnapura,m,5.20,7.50,9.50,6.64,6.58,Alert,Falling,89.1,,
,Maguru Ganga,Magura,m,4.00,6.00,7.50,5.98,5.92,Alert,Falling,113.5,,
,Kuda Ganga,"Kalawellawa
(Millakanda)",m,5.00,6.50,8.00,7.43,7.47,Minor Flood,Rising,96.3,,
Gin Ganga,Gin Ganga,Tawalama,m,4.00,6.00,7.50,4.52,4.20,Alert,Falling,130.5,,
(RB 09),Gin Ganga,Baddegama,m,3.50,4.00,5.00,3.55,3.58,Alert,Rising,42.8,,
"Nilwala Ganga
(RB 12)",Nilwala Ganga,Thalgahagoda,m,1.40,1.70,2.80,1.21,1.23,Normal,,49.0,,
,Nilwala Ganga,Panadugama,m,5.00,6.00,7.50,5.51,5.49,Alert,Falling,63.0,,
,Nilwala Ganga,Pitabeddara,m,4.00,5.00,6.50,2.01,1.94,Normal,,82.7,,
,Urubokka Ganga,Urawa,m,2.50,4.00,6.00,0.77,0.73,Normal,,56.4,,
"Walawe Ganga
(RB 18)",Walawe Ganga,Moraketiya,m,1.80,3.50,5.00,1.19,1.14,Normal,,0.0,,
"Kirindi Oya
(RB 22)",Kirindi Oya,Tanamalwila,m,4.00,5.00,5.50,0.30,0.30,Normal,,0.0,,
,Kirindi Oya,Wellawaya,m,4.40,5.40,5.90,0.68,0.67,Normal,,0.5,,
,Kuda Oya,Kuda Oya,m,6.90,8.40,8.80,1.08,1.08,Normal,,15.3,,
"Menik Ganga
(RB 26)",Menik Ganga,Katharagama,m,4.00,4.60,6.50,-0.29,-0.30,Normal,,0.0,,
"Kumbukkan Oya
(RB 31)",Kumbukkan Oya,Nakkala,m,5.00,6.00,7.50,0.97,0.96,Normal,,1.7,,
"Heda Oya
(RB 36)",Heda Oya,Siyambalanduwa,m,4.50,6.00,7.00,0.53,0.52,Normal,,1.0,,
"Maduru Oya
(RB 54)",Maduru Oya,Padiyatalawa,m,4.00,4.50,6.00,0.49,0.48,Normal,,32.4,,
,,Manampitiya ( Old),m,3.50,5.00,6.00,-0.59,-0.54,Normal,,11.8,,
,Mahaweli Ganga,Manampitiya (HMIS),m,4.65,6.15,7.15,0.55,0.60,Normal,,11.8,,
,Mahaweli Ganga,Weragantota,m,5.00,6.00,8.00,-1.98,-2.10,Normal,,25.3,,
Mahaweli Ganga,Mahaweli Ganga,Peradeniya,m,5.00,7.00,9.00,2.78,2.78,Normal,,72.6,,
(RB 60),Mahaweli Ganga,Nawalapitiya,m,3.50,5.00,6.00,1.57,1.58,Normal,,77.6,,
,Badulu Oya,Taldena,m,3.00,4.00,5.00,0.55,0.53,Normal,,26.4,,
,Agra Oya,Calidonia,m,3.00,3.50,4.50,1.22,1.24,Normal,,32.6,,
"Yan Oya
(RB 67)",Yan Oya,Horowpatana,m,6.00,7.50,10.50,1.96,2.00,Normal,,64.1,,
Maa Oya (RB 69),Mukunu Oya,Yakawewa,m,4.00,5.00,6.00,0.34,0.34,Normal,,5.8,,
"Malwathu Oya
(RB 90)",Malwathu Oya,Tantirimale,m,5.00,6.80,7.80,1.39,1.39,Normal,,0.0,,
"Mee Oya
(RB 95)",Mee Oya,Galgamuwa,m,4.84,5.94,8.00,-0.02,-0.02,Normal,,10.7,,
"Deduru Oya
(RB 99)",Deduru Oya,Ridi bendi Ella (Dam),m,3.30,4.20,4.70,1.05,1.05,Normal,,45.0,,
Maha Oya,Maha Oya,Badalgama,m,5.00,6.20,9.60,4.47,4.42,Normal,,25.7,,
(RB 102),Maha Oya,Giriulla,m,5.50,6.50,7.50,3.35,3.17,Normal,,68.8,,
"Attanagalu Oya
(RB 103)",Attanagalu Oya,Dunamale,m,3.30,4.40,5.50,5.25,5.27,Minor Flood,Rising,126.1,,
