"දදනික තත්ත්ව වාර්තාව-ශ්‍රී ලංකාව/epiyik mwpf;if-,yq;if/Situation Report- Sri Lanka දිනය/jpfjp /Date :14th June 2024 at 0900hrs",,,,,,,,,,,,,,,,,,
"පළාත khfhzk;
Province",#,"පරිපාලන ප්‍රලද්ශය நிர்வாகப் பிரிவு
Administrative purview",,"ආපදාව
mdHj;jk
Disaster","ආරම්භක දිනය
mdu;j;jk;
Muk;gpj;j jpfjp
Date of
commenced","බලපෑමට ලක්වු
ghjpf;fg;gl;l Affected",,"මිය යෑම්
kuzq;f
s;
Deaths","තුවාලවු
පුද්ගලයින්
fhakil
e;NjhH
Injured
People","අතුරුදහ
න්වූ
පුද්ගලයින්
fhzhky;
NghNdhH
Missing
People","නිවාස්ත්‍ හානි
Nrjkile;j
tPLfs; Houses
Damaged",,"ලවනත් හානි பிற பாதிப்புகள்
Other Damages",,"ආරක්ිත ස්ත්‍රථාන ghJfhg;ghd
miktplk; Safe Location",,,"ලවනත් කරුණු
NtW Fwpg;Gf;fs;
Remarks"
,,"දිස්ත්‍රික්කය
மாவட்டம் District","ප්‍රා.ලේ. ලකා
gpuNjr nra.gp DS
Division",,,"පවුේ ස්ත්‍ංඛ්‍යාව
FLk;gq;fs;
Families","පුද්ගලයින්
egHfs;
People",,,,"පූර්ණ
හානි
KOik
Fully","අර්ධ හානි
gFjpasT
Partially","කුඩා හා මධය
පරිමාණ වයාපාරික
ස්ත්‍රථාන சிறிய,
நடுத்தர,
நிறுவனங்களின்
சேதங்கள்; Small,
Medium,
Enterprises
Damages","ඉතා වැදගත් යටිතල
පහසුකම් වලට වූ
හානි mbg;gilf;
fl;likg;Gf;fs;
Damages to
critical
Infrastructure","ආරක්ිත
ස්ත්‍රථාන
ස්ත්‍ංඛ්‍යාව
vz;zpf;i
f No.
of Safety
Locations","පවුේ
ස්ත්‍ංඛ්‍යාව
FLk;gq;f
s;
Families","පුද්ගලයින්
egHfs;
Persons",
"සබරගමුව පලොත
rg;ufKt
Sabaragamuwa",,"රත් පුර
,uj;jpdGhp
Rathnapura",Elapatha,,2024.06.01-02,1737,6271,1,,,5,722,291,17,2,4,22,
,,,Nivithagala,,2024.06.01-03,83,288,,,,,81,11,,,,,
,,,Ayagama,,2024.06.01-02,3942,15229,2,,,12,554,153,44,1,2,9,
,,,Pelmadulla,,2024.06.01-02,121,473,1,,,,112,6,,,,,
,,,Ehaliyagoda,,2024.06.01-02,2377,8510,1,3,,2,1113,190,1,2,29,81,
,,,Rathnapura,,2024.06.01-02,3688,14434,,1,,1,1144,405,,1,1,4,
,,,Kuruvita,,2024.06.01-02,1259,5185,,,,4,222,57,,,,,
,,,Kalawana,Heavy Rain/ High,2024.06.01-02,589,2047,,,,,531,48,1,,,,
,1,,Kiriella,wind/ Flood/ Cutting,2024.06.01-02,2182,8145,1,,,2,213,85,,,,,
,,,Kolonna,faliture/Landslide Risk,2024.06.01-02,8,24,,,,,8,1,,,,,
,,,Balangoda,,2024.06.01-02,8,31,,,,,6,,,,,,
,,,Opanayake,,2024.06.01-02,2,7,,,,,2,,,,,,
,,,Weligepola,,2024.06.01-02,2,10,,,,,2,,,,,,
,,,Imbulpe,,2024.06.02,7,24,,,,,4,,,,,,
,,,Kahawatta,,2024.06.02,9,28,,,,,8,1,,,,,
,,,Ebilipiya,,2024.06.06,3,9,,,,,3,,,,,,
,,,Godakawela,,2024.06.11,1,1,,,,,1,,,,,,
,දිස්ික් එකතුව/khtl;l $l;Lj;njhif/District Total,,,,,16018,60716,6,4,0,26,4726,1248,63,6,36,116,
,2,"කෑගල්ල
Nffhiy
Kegalle",Bulathkohupitiya,High Wind,2024.06.08,3,11,,,,,3,,,,,,
,,,Rambukkana,Tree Fallen,2024.06.09,,,1,,,,,,,,,,
,2024.06.09,,,,,3,11,1,0,0,0,3,0,0,0,0,0,
,පළොත් ඵකතුව/ khfhz $l;Lj;njhif/Province Total,,,,,16021,60727,7,4,0,26,4729,1248,63,6,36,116,
"උතුරු පලොත
tl khfhzk;
Northen",3,"කිලින ොච්චිය
fpspnehr;rp
Killinochchi",Karachchi,Drought,2024.04.17,432,946,,,,,,,,,,,"Drinking water is being
distributed for drought
areas"
,දිස්ික් එකතුව/khtl;l $l;Lj;njhif/District Total,,,,,432,946,0,0,0,0,0,0,0,0,0,0,
