"දදනික තත්ත්ව වාර්තාව- ශ්‍රී ලංකාව/epiyik mwpf;if-,yq;if/Situation Report- Sri Lanka දිනය/jpfjp /Date 16th June 2025 at 0900hrs",,,,,,,,,,,,,,,,,,
"පළාත khfhzk;
Province",#,"පරිපාලන ප්‍රලද්ශය நிர்வாகப் பிரிவு
Administrative purview",,"ආපදාව
mdHj;jk
Disaster","ආරම්භක දිනය
mdu;j;jk;
Muk;gpj;j jpfjp
Date of
commenced","බලපෑමට ලක්වු
ghjpf;fg;gl;l Affected",,"මිය යෑම්
kuzq;f
s;
Deaths","තුවාලවු
පුද්ගලයින්
fhakil
e;NjhH
Injured
People","අතුරුදහ
න්වූ
පුද්ගලයින්
fhzhky;
NghNdhH
Missing
People","නිවාස්ත්‍ හානි Nrjkile;j
tPLfs; Houses
Damaged",,"ලවනත් හානි பிற பாதிப்புகள்
Other Damages",,"ආරක්ිත ස්ත්‍රථාන ghJfhg;ghd
miktplk; Safe Location",,,"ලවනත් කරුණු
NtW Fwpg;Gf;fs;
Remarks"
,,"දිස්ත්‍රික්කය
மாவட்டம் District","ප්‍රා.ලේ. ලකා
gpuNjr nra.gp DS
Division",,,"පවුේ ස්ත්‍ංඛ්‍යාව
FLk;gq;fs;
Families","පුද්ගලයින්
egHfs;
People",,,,"පූර්ණ හානි
KOik Fully","අර්ධ හානි
gFjpasT
Partially","කුඩා හා මධය
පරිමාණ වයාපාරික
ස්ත්‍රථාන சிறிய,
நடுத்தர,
நிறுவனங்களின்
சேதங்கள்; Small,
Medium,
Enterprises
Damages","ඉතා වැදගත් යටිතල
පහසුකම් වලට වූ
හානි mbg;gilf;
fl;likg;Gf;fs;
Damages to
critical
Infrastructure","ආරක්ිත
ස්ත්‍රථාන
ස්ත්‍ංඛ්‍යාව
vz;zpf;i
f No.
of Safety
Locations","පවුේ
ස්ත්‍ංඛ්‍යාව
FLk;gq;f
s;
Families","පුද්ගලයින්
egHfs;
Persons",
"Western
Nky; khfhzk
බස්නාහිර පලාත",1,,Mathugama,High wind,2025.06.11/13,14,41,,,,,14,,,,,,
,,,Beruwela,High wind,2025.06.11/12,10,40,,,,,5,,,,,,
,,,Palindinuwara,High wind,2025.06.11,3,12,,,,,3,,,,,,
,,කළුතර,Agalawaththa,High wind,2025.06.11,5,15,,,,,5,,,,,,
,,fSj;Jiw,Kalutara,High wind,2025.06.12,8,28,,,,,8,,,,,,
,,Kalutara,Walallavita,High wind,2025.06.13,1,4,,,,,1,,,,,,
,,,Balathsinghala,High wind,2025.06.12/13,3,13,,,,,3,,,,,,
,,,Ingiriya,High wind,2025.06.14,4,15,,,,,4,,,,,,
,,,Horana,High wind,2025.06.11,3,8,,,,,3,,,,,,
,,,Bandaragama,High wind,2025.06.14,1,3,,,,,1,,,,,,
,දිස්ික් එකතුෙ/khtl;l $l;Lj;njhif/District Total,,,,,52,179,0,0,0,0,47,0,0,0,0,0,
,පළාත් ඵකතුෙ/ khfhz $l;Lj;njhif/Province Total,,,,,52,179,0,0,0,0,47,0,0,0,0,0,
"සබරගමුෙ පලාත
rg;ufKt
Sabaragamuwa",2,,Ibulpe,Tree Falling,2025.06.13,1,5,,,,,1,,,,,,
,,,Kolonna,High wind,2025.06.13,3,6,,,,,3,,,,,,
,,,,Cutting Failure,2025.06.14,1,2,,,,,1,,,,,,
,,,Elapatha,Tree Falling,2025.06.14,1,2,,,,,1,,,,,,
,,,Ayagama,Tree Falling,2025.06.14,1,4,,,,,1,,,,,,
,,,,Cutting Failure,2025.06.14,1,4,,,,,,,,,,,
,,රත්නපුර,Openayaka,Tree Falling,2025.06.14,1,3,,,,,1,,,,,,
,,",uj;jpdGhp",Kiriella,Tree Falling,2025.06.13/14,2,7,,,,,2,,,,,,
,,Rathnapura,Rathnapura,"Heavy Rain and High
Wind",2025.06.14,6,23,,,,,6,,,,,,
,,,Godakawela,Cutting Failure,2025.06.14,1,6,,,,,,,,,,,
,,,Kuruwita,Tree Falling,2025.06.14,3,5,,,,,3,,,,,,
,,,,Cutting Failure,2025.06.15,1,6,,,,,,,,,,,
,,,Kalawana,High wind,2025.06.14,1,1,,,,,1,,,,,,
,,,Kahawaththa,High wind,2025.06.14,1,2,,,,,1,,,,,,
,දිස්ික් එකතුෙ/khtl;l $l;Lj;njhif/District Total,,,,,24,76,0,0,0,0,21,0,0,0,0,0,
,පළාත් ඵකතුෙ/ khfhz $l;Lj;njhif/Province Total,,,,,24,76,0,0,0,0,21,0,0,0,0,0,
මුළු එකතුව nkhj;jf; $l;Lj;njhif GRAND TOTAL,,,,,,76,255,0,0,0,0,68,0,0,0,0,0,
ආපදා කළමනාකරණ මධ්‍යස්ථානය /mdHj;j Kfhikj;Jt epiyak;/ Disaster Management Centre,,,,,,,,,,,,,,,,,,
,,,,,,,"හදිසි ඇමතුම් / njhiyNgrp / Hot Lines: 117, 0112670002, 0112136136",,,,,,,,,,,
