River Basin,Tributory/River,Gauging Station,,,,,"Water
Level at
8:00 am","Water
Level at
9:00 am",Remarks,"Water Level
Rising or
Falling","24 Hr RF
in mm at
8.30 am",
,,Station,Unit,"Alert
Level","Minor
Flood
Level","Major
Flood
Level",,,,,,
,Kelani Ganga,N' Street,ft,4.00,5.00,7.00,2.80,3.00,Normal,,-,
,Kelani Ganga,Hanwella,m,7.00,8.00,10.00,5.17,5.16,Normal,,29.4,
,Kelani Ganga,Glencourse,m,15.00,16.50,19.00,13.03,12.90,Normal,,18.7,
"Kelani Ganga
(RB 01)",Kelani Ganga,Kitulgala,m,3.00,4.00,6.00,2.31,2.25,Normal,,22.4,
,Gurugoda Oya,Holombuwa,m,3.00,3.40,5.00,1.66,1.60,Normal,,14.3,
,Seethawaka Ganga,Deraniyagala,m,4.80,5.80,6.40,1.11,1.07,Normal,,42.5,
,Kehelgamu Oya,Norwood,m,1.50,3.00,4.50,1.73,1.65,Alert,Falling,24.4,
"Kalu Ganga
(RB 03)",Kalu Ganga,Putupaula,m,3.00,4.00,5.00,1.32,1.35,Normal,,24.4,
,Kalu Ganga,Ellagawa,m,10.00,10.70,12.20,7.05,7.09,Normal,,44.4,
,Kalu Ganga,Ratnapura,m,5.20,7.50,9.50,4.60,4.57,Normal,,2.4,
,Maguru Ganga,Magura,m,4.00,6.00,7.50,2.53,2.35,Normal,,1.2,
,Kuda Ganga,"Kalawellawa
(Millakanda)",m,5.00,6.50,8.00,4.24,4.23,Normal,,19.0,
Gin Ganga,Gin Ganga,Baddegama,m,3.50,4.00,5.00,2.60,2.55,Normal,,13.2,
(RB 09),Gin Ganga,Tawalama,m,4.00,6.00,7.50,2.05,1.98,Normal,,38.5,
"Nilwala Ganga
(RB 12)",Nilwala Ganga,Thalgahagoda,m,1.40,1.70,2.80,1.20,1.20,Normal,,4.3,
,Nilwala Ganga,Panadugama,m,5.00,6.00,7.50,4.52,4.54,Normal,,2.5,
,Nilwala Ganga,Pitabeddara,m,4.00,5.00,6.50,1.74,1.68,Normal,,38.9,
,Urubokka Ganga,Urawa,m,2.50,4.00,6.00,1.42,1.37,Normal,,38.5,
"Walawe Ganga
(RB 18)",Walawe Ganga,Moraketiya,m,1.80,3.50,5.00,3.88,3.87,Minor Flood,Falling,0.8,
"Kirindi Oya
(RB 22)",Kirindi Oya,Tanamalwila,m,4.00,5.00,5.50,2.15,2.08,Normal,,9.8,
,Kirindi Oya,Wellawaya,m,4.40,5.40,5.90,1.52,1.51,Normal,,4.0,
,Kuda Oya,Kuda Oya,m,6.90,8.40,8.80,2.29,2.26,Normal,,0.0,
"Menik Ganga (RB
26)",Menik Ganga,Katharagama,m,4.00,4.60,6.50,1.42,1.42,Normal,,8.0,
"Kumbukkan Oya
(RB 31)",Kumbukkan Oya,Nakkala,m,5.00,6.00,7.50,1.53,1.51,Normal,,0.0,
"Heda Oya
(RB 36)",Heda Oya,Siyambalanduwa,m,4.50,6.00,7.00,0.84,0.84,Normal,,0.0,
"Maduru Oya
(RB 54)",Maduru Oya,Padiyatalawa,m,4.00,4.50,6.00,0.99,0.98,Normal,,63.,9
,,Manampitiya ( Old),m,3.50,5.00,6.00,1.16,1.16,Normal,,14.6,
,Mahaweli Ganga,Manampitiya (HMIS),m,4.65,6.15,7.15,2.30,2.30,Normal,,14.6,
,Mahaweli Ganga,Weragantota,m,5.00,6.00,8.00,-1.45,-1.45,Normal,,50.2,
"Mahaweli Ganga
(RB 60)",Mahaweli Ganga,Peradeniya,m,5.00,7.00,9.00,4.50,4.41,Normal,,101.9,
,Mahaweli Ganga,Nawalapitiya,m,3.50,5.00,6.00,1.56,1.54,Normal,,42.3,
,Badulu Oya,Taldena,m,3.00,4.00,5.00,1.14,1.10,Normal,,25.7,
"Yan Oya
(RB 67)",Yan Oya,Horowpatana,m,6.00,7.50,10.50,3.94,3.91,Normal,,0.0,
Maa Oya (RB 69),Mukunu Oya,Yakawewa,m,4.00,5.00,6.00,0.77,0.77,Normal,,0.0,
"Malwathu Oya
(RB 90)",Malwathu Oya,Tantirimale,m,5.00,6.80,7.80,4.37,4.36,Normal,,14.0,
"Mee Oya
(RB 95)",Mee Oya,Galgamuwa,m,4.84,5.94,8.00,2.40,2.39,Normal,,17.3,
"Deduru Oya
(RB 99)",Deduru Oya,Moragaswewa,m,4.75,6.00,7.00,5.99,5.98,Alert,Falling,40.0,
Maha Oya,Maha Oya,Badalgama,m,5.00,6.20,9.60,4.83,4.83,Normal,,6.4,
(RB 102),Maha Oya,Giriulla,m,5.50,6.50,7.50,4.70,4.75,Normal,,8.2,
"Attanagalu Oya
(RB 103)",Attanagalu Oya,Dunamale,m,3.30,4.40,5.50,4.80,4.86,Minor Flood,Rising,63.,2
