பிரதான நகரங்களுக்கான வானிலை முன்னறிவித்தல் தி க தி : 2 0 2 6 - 0 2 - 1 2,,,,,
நகரம்,வவப்பநிலை (0C),,சாரீரப்பதன் (%),,வானிலை
,உச்ச,குலைந்த,உச்ச,குலைந்த,
அனுராதபுரம்,29,21,95,60,அவ்வப்பபாது மலை வபய்யும்
மட்டக்களப்பு,28,24,90,65,அவ்வப்பபாது மலை வபய்யும்
வகாழும்பு,33,25,85,55,"பி.ப. 2.00 மணிக்குப் பின்னர் மலை அல்ைது இடியுடன் கூடிய மலை
வபய்யும்"
காலி,29,25,90,75,"பி.ப. 2.00 மணிக்குப் பின்னர் மலை அல்ைது இடியுடன் கூடிய மலை
வபய்யும்"
யாழ்ப்பாணம்,30,22,95,60,அடிக்கடி மலை வபய்யும்
கண்டி,28,19,90,55,அவ்வப்பபாது மலை வபய்யும்
நுவவரலியா,17,10,95,50,அவ்வப்பபாது மலை வபய்யும்
இரத்தினபுரி,30,22,95,50,"பி.ப. 2.00 மணிக்குப் பின்னர் மலை அல்ைது இடியுடன் கூடிய மலை
வபய்யும்"
திருபகாணமலை,29,22,90,65,அடிக்கடி மலை வபய்யும்
மன்னார்,30,26,90,65,அடிக்கடி மலை வபய்யும்
