River Basin,Tributory/River,Gauging Station,,,,,"Water
Level at
8:00 am","Water
Level at
9:00 am",Remarks,"Water
Level
Rising or
Falling","24 Hr RF
in mm at
8.30 am",
,,Station,Unit,"Alert
Level","Minor
Flood
Level","Major
Flood
Level",,,,,,
,Kelani Ganga,N' Street,ft,4.00,5.00,7.00,1.00,0.80,Normal,,-,
,Kelani Ganga,Hanwella,m,7.00,8.00,10.00,1.60,1.57,Normal,,1.0,
,Kelani Ganga,Glencourse,m,15.00,16.50,19.00,9.44,9.41,Normal,,3.2,
"Kelani Ganga
(RB 01)",Kelani Ganga,Kitulgala,m,3.00,4.00,6.00,1.51,1.20,Normal,,2.1,
,Gurugoda Oya,Holombuwa,m,3.00,3.40,5.00,0.67,0.66,Normal,,7.3,
,Seethawaka Ganga,Deraniyagala,m,4.80,5.80,6.40,0.48,0.45,Normal,,2.9,
,Kehelgamu Oya,Norwood,m,1.50,3.00,4.50,0.73,0.72,Normal,,4.1,
"Kalu Ganga
(RB 03)",Kalu Ganga,Putupaula,m,3.00,4.00,5.00,0.45,0.38,Normal,,1.0,
,Kalu Ganga,Ellagawa,m,10.00,10.70,12.20,4.53,4.52,Normal,,0.0,
,Kalu Ganga,Ratnapura,m,5.20,7.50,9.50,0.80,0.80,Normal,,0.0,
,Maguru Ganga,Magura,m,4.00,6.00,7.50,1.52,1.50,Normal,,1.2,
,Kuda Ganga,"Kalawellawa
(Millakanda)",m,5.00,6.50,8.00,2.56,2.48,Normal,,0.8,
Gin Ganga,Gin Ganga,Tawalama,m,4.00,6.00,7.50,1.61,1.57,Normal,,0.0,
(RB 09),Gin Ganga,Baddegama,m,3.50,4.00,5.00,2.60,2.57,Normal,,0.0,
"Nilwala Ganga
(RB 12)",Nilwala Ganga,Thalgahagoda,m,1.40,1.70,2.80,0.72,0.69,Normal,,0.0,
,Nilwala Ganga,Panadugama,m,5.00,6.00,7.50,3.47,3.44,Normal,,0.0,
,Nilwala Ganga,Pitabeddara,m,4.00,5.00,6.50,0.83,0.83,Normal,,0.0,
,Urubokka Ganga,Urawa,m,2.50,4.00,6.00,0.36,0.36,Normal,,0.0,
"Walawe Ganga
(RB 18)",Walawe Ganga,Moraketiya,m,1.80,3.50,5.00,0.97,0.97,Normal,,0.0,
"Kirindi Oya
(RB 22)",Kirindi Oya,Tanamalwila,m,4.00,5.00,5.50,0.92,0.92,Normal,,0.0,
,Kirindi Oya,Wellawaya,m,4.40,5.40,5.90,0.84,0.84,Normal,,0.0,
,Kuda Oya,Kuda Oya,m,6.90,8.40,8.80,1.56,1.56,Normal,,0.0,
"Menik Ganga
(RB 26)",Menik Ganga,Katharagama,m,4.00,4.60,6.50,0.94,0.94,Normal,,0.0,
"Kumbukkan Oya
(RB 31)",Kumbukkan Oya,Nakkala,m,5.00,6.00,7.50,1.40,1.40,Normal,,0.0,
"Heda Oya
(RB 36)",Heda Oya,Siyambalanduwa,m,4.50,6.00,7.00,0.74,0.73,Normal,,0.0,
"Maduru Oya
(RB 54)",Maduru Oya,Padiyatalawa,m,4.00,4.50,6.00,0.78,0.78,Normal,,0.0,
,,Manampitiya ( Old),m,3.50,5.00,6.00,0.13,0.10,Normal,,0.0,
,Mahaweli Ganga,Manampitiya (HMIS),m,4.65,6.15,7.15,1.27,1.24,Normal,,0.0,
,Mahaweli Ganga,Weragantota,m,5.00,6.00,8.00,-2.07,-2.13,Normal,,0.0,
"Mahaweli Ganga
(RB 60)",Mahaweli Ganga,Peradeniya,m,5.00,7.00,9.00,1.38,1.38,Normal,,9.2,
,Mahaweli Ganga,Nawalapitiya,m,3.50,5.00,6.00,0.96,0.97,Normal,,11.7,
,Badulu Oya,Taldena,m,3.00,4.00,5.00,0.66,0.65,Normal,,0.1,
"Yan Oya
(RB 67)",Yan Oya,Horowpatana,m,6.00,7.50,10.50,1.92,1.93,Normal,,0.0,
Maa Oya (RB 69),Mukunu Oya,Yakawewa,m,4.00,5.00,6.00,0.69,0.69,Normal,,0.0,
"Malwathu Oya
(RB 90)",Malwathu Oya,Tantirimale,m,5.00,6.80,7.80,2.14,2.12,Normal,,0.0,
"Mee Oya
(RB 95)",Mee Oya,Galgamuwa,m,4.84,5.94,8.00,0.33,0.30,Normal,,0.0,
"Deduru Oya
(RB 99)",Deduru Oya,Moragaswewa,m,-,-,-,1.83,1.92,Normal,,0.0,
Maha Oya,Maha Oya,Badalgama,m,5.00,6.20,9.60,3.22,3.20,Normal,,8.3,
(RB 102),Maha Oya,Giriulla,m,5.50,6.50,7.50,1.77,1.73,Normal,,7.3,
"Attanagalu Oya
(RB 103)",Attanagalu Oya,Dunamale,m,3.30,4.40,5.50,2.82,2.78,Normal,,12.5,
