River Basin,Tributory/River,Gauging Station,,,,,"Water
Level at
8:00 am","Water
Level at
9:00 am",Remarks,"Water
Level
Rising or
Falling","24 Hr RF
in mm at
8.30 am",
,,Station,Unit,"Alert
Level","Minor
Flood
Level","Major
Flood
Level",,,,,,
,Kelani Ganga,Nagalagam Street,ft,4.00,5.00,7.00,1.40,1.30,Normal,,-,
,Kelani Ganga,Hanwella,m,7.00,8.00,10.00,1.22,1.21,Normal,,8.7,
,Kelani Ganga,Glencourse,m,15.00,16.50,19.00,9.21,9.13,Normal,,0.9,
"Kelani Ganga
(RB 01)",Kelani Ganga,Kithulgala,m,3.00,4.00,6.00,1.80,1.80,Normal,,0.0,
,Gurugoda Oya,Holombuwa,m,3.00,3.40,5.00,0.60,0.62,Normal,,6.6,
,Seethawaka Ganga,Deraniyagala,m,4.80,5.80,6.40,0.53,0.54,Normal,,3.1,
,Kehelgamu Oya,Norwood,m,1.50,3.00,4.50,0.71,0.71,Normal,,0.0,
"Kalu Ganga
(RB 03)",Kalu Ganga,Putupaula,m,3.00,4.00,5.00,0.70,0.62,Normal,,3.8,
,Kalu Ganga,Ellagawa,m,10.00,10.70,12.20,4.85,4.83,Normal,,5.3,
,Kalu Ganga,Rathnapura,m,5.20,7.50,9.50,1.13,1.12,Normal,,3.4,
,Maguru Ganga,Magura,m,4.00,6.00,7.50,1.30,1.30,Normal,,0.0,
,Kuda Ganga,"Kalawellawa
(Millakanda)",m,5.00,6.50,8.00,1.98,1.93,Normal,,7.7,
Gin Ganga,Gin Ganga,Baddegama,m,3.50,4.00,5.00,1.16,1.15,Normal,,1.5,
(RB 09),Gin Ganga,Thawalama,m,4.00,6.00,7.50,1.32,1.30,Normal,,5.3,
"Nilwala Ganga
(RB 12)",Nilwala Ganga,Thalgahagoda,m,1.40,1.70,2.80,0.48,0.43,Normal,,34.9,
,Nilwala Ganga,Panadugama,m,5.00,6.00,7.50,2.68,2.68,Normal,,0.0,
,Nilwala Ganga,Pitabeddara,m,4.00,5.00,6.50,0.72,0.71,Normal,,5.5,
,Urubokka Ganga,Urawa,m,2.50,4.00,6.00,0.50,0.50,Normal,,14.4,
"Walawe Ganga
(RB 18)",Walawe Ganga,Moraketiya,m,3.00,5.00,7.00,0.98,0.97,Normal,,28.3,
"Kirindi Oya
(RB 22)",Kirindi Oya,Thanamalwila,m,4.00,5.00,5.50,1.11,1.10,Normal,,10.8,
,Kirindi Oya,Wellawaya,m,4.40,5.40,5.90,1.05,1.06,Normal,,4.6,
,Kuda Oya,Kuda Oya,m,6.90,8.40,8.80,1.49,1.48,Normal,,5.0,
"Menik Ganga
(RB 26)",Menik Ganga,Katharagama,m,4.00,4.60,6.50,0.19,0.18,Normal,,24.3,
"Kumbukkan Oya
(RB 31)",Kumbukkan Oya,Nakkala,m,5.00,6.00,7.50,1.74,1.72,Normal,,17.8,
"Heda Oya
(RB 36)",Heda Oya,Siyambalanduwa,m,4.50,6.00,7.00,1.18,1.13,Normal,,10.4,
"Maduru Oya
(RB 54)",Maduru Oya,Padiyathalawa,m,4.00,4.50,6.00,1.90,1.85,Normal,,21.0,
,Mahaweli Ganga,Manampitiya,m,3.00,4.30,6.00,4.85,4.81,Minor Flood,Falling,18.3,
,Mahaweli Ganga,Weraganthota,m,5.00,6.00,8.00,-0.02,-0.05,Normal,,52.4,
"Mahaweli Ganga
(RB 60)",Mahaweli Ganga,Peradeniya,m,5.00,7.00,9.00,2.72,2.79,Normal,,18.0,
,Mahaweli Ganga,Nawalapitiya,m,3.50,5.00,6.00,0.96,0.96,Normal,,0.8,
,Badulu Oya,Thaldena,m,3.00,4.00,5.00,0.99,1.00,Normal,,30.6,
"Yan Oya
(RB 67)",Yan Oya,Horowpothana,m,6.00,7.50,10.50,6.02,6.06,Alert,Rising,4.0,
Maa Oya (RB 69),Mukunu Oya,Yaka Wewa,m,4.00,5.00,6.00,1.06,1.05,Normal,,0.0,
"Malwathu Oya
(RB 90)",Malwathu Oya,Thanthirimale,m,5.00,6.80,7.80,5.35,5.35,Alert,,0.0,
"Mee Oya
(RB 95)",Mee Oya,Galgamuwa,m,4.84,5.94,8.00,1.97,1.94,Normal,,17.1,
"Deduru Oya
(RB 99)",Deduru Oya,Moragaswewa,m,4.75,6.00,7.00,1.53,1.53,Normal,,3.6,
Maha Oya,Maha Oya,Badalgama,m,5.00,6.20,9.60,2.70,2.70,Normal,,56.0,
(RB 102),Maha Oya,Giriulla,m,5.50,6.50,7.50,1.42,1.42,Normal,,39.8,
"Attanagalu Oya
(RB 103)",Attanagalu Oya,Dunamale,m,3.30,4.40,5.50,1.34,1.33,Normal,,3.7,
