ජල මිනුේ ස්ථානය,සුළු ගංවතුර මට්ටම,මහ ගංවතුර මට්ටම,"2021/05/13 දින ප.ව. 4.00 ට
පවතින ජල මට්ටම"
"මිේලකන්ද ජල මිනුේ
ස්ථානය",6.50 m,8.00 m,5.97 m
