"Locations for Potential Risk
නායයෑමේ අවදානම පැවතිය හැකි ප්‍රමේශ fdjpahd mghaKs;s ,lq;fs;",,,
District,,,
,Level 1 (Yellow),Level 2 (Amber),Level 3 (Red)
,,,
Badulla,"* Haldummulla and
* Bandarawela
Divisional Secretariat
Division(s) (DSD) and
surrounding areas.","* Haputhale
Divisional Secretariat
Division(s) (DSD) and
surrounding areas.",
Colombo,"Padukka and
Seethawaka
Divisional Secretariat
Division(s) (DSD) and
surrounding areas.",,
Galle,,"↑ Akmeemana,
↑ Niyagama,
↑ Thawalama,
↑ Neluwa,
↑ Bope Poddala,
↑ Baddegama and
↑ Ambalangoda
Divisional Secretariat
Division(s) (DSD) and
surrounding areas.","Yakkalamulla,
Elpitiya,
Nagoda,
↑↑ Imaduwa and
Galle Four Gravets
Divisional Secretariat
Division(s) (DSD) and
surrounding areas."
Gampaha,"Mirigama
Divisional Secretariat
Division(s) (DSD) and
surrounding areas.",,
Hambantota,"Okewela and
Beliatta
Divisional Secretariat
Division(s) (DSD) and
surrounding areas.","Walasmulla and
Katuwana
Divisional Secretariat
Division(s) (DSD) and
surrounding areas.",
Kalutara,"Agalawatta,
Kaluthara and
Beruwala
Divisional Secretariat
Division(s) (DSD) and
surrounding areas.","Bulathsinhala,
Dodangoda and
Palindanuwara
Divisional Secretariat
Division(s) (DSD) and
surrounding areas.","Walallawita,
Mathugama and
Ingiriya
Divisional Secretariat
Division(s) (DSD) and
surrounding areas."
Kandy,"Pasbage Korale
Divisional Secretariat
Division(s) (DSD) and
surrounding areas.",,
Kegalle,"Kegalle and
Bulathkohupitiya","Deraniyagala,
↑ Ruwanwella,
↑ Yatiyanthota and",
