River Basin,Tributory/River,Gauging Station,,,,,"Water
Level at
8:00 am","Water
Level at
9:00 am",Remarks,"Water
Level
Rising or
Falling","24 Hr RF
in mm at
8.30 am",,
,,Station,Unit,"Alert
Level","Minor
Flood
Level","Major
Flood
Level",,,,,,,
,Kelani Ganga,Nagalagam Street,ft,4.00,5.00,7.00,1.00,0.90,Normal,,-,,
,Kelani Ganga,Hanwella,m,7.00,8.00,10.00,2.05,2.03,Normal,,,9.8,
,Kelani Ganga,Glencourse,m,15.00,16.50,19.00,9.93,9.90,Normal,,1,0.0,
"Kelani Ganga
(RB 01)",Kelani Ganga,Kithulgala,m,3.00,4.00,6.00,1.56,1.32,Normal,,1,3.9,
,Gurugoda Oya,Holombuwa,m,3.00,3.40,5.00,0.54,0.57,Normal,,1,5.7,
,Seethawaka Ganga,Deraniyagala,m,4.80,5.80,6.40,0.69,0.72,Normal,,,5.0,
,Kehelgamu Oya,Norwood,m,1.50,3.00,4.50,0.71,0.71,Normal,,0.0,,
"Kalu Ganga
(RB 03)",Kalu Ganga,Putupaula,m,3.00,4.00,5.00,1.15,1.03,Normal,,1,2.6,
,Kalu Ganga,Ellagawa,m,10.00,10.70,12.20,5.57,5.55,Normal,,,6.9,
,Kalu Ganga,Rathnapura,m,5.20,7.50,9.50,1.63,1.62,Normal,,18.0,,
,Maguru Ganga,Magura,m,4.00,6.00,7.50,1.90,1.90,Normal,,1,3.7,
,Kuda Ganga,"Kalawellawa
(Millakanda)",m,5.00,6.50,8.00,4.00,3.94,Normal,,,9.1,
Gin Ganga,Gin Ganga,Baddegama,m,3.50,4.00,5.00,1.65,1.62,Normal,,0.0,,
(RB 09),Gin Ganga,Thawalama,m,4.00,6.00,7.50,1.74,1.72,Normal,,25.5,,
"Nilwala Ganga
(RB 12)",Nilwala Ganga,Thalgahagoda,m,1.40,1.70,2.80,0.44,0.40,Normal,,0.0,,
,Nilwala Ganga,Panadugama,m,5.00,6.00,7.50,2.62,2.62,Normal,,1.5,,
,Nilwala Ganga,Pitabeddara,m,4.00,5.00,6.50,0.68,0.68,Normal,,0.0,,
,Urubokka Ganga,Urawa,m,2.50,4.00,6.00,0.21,0.21,Normal,,,9.8,
"Walawe Ganga
(RB 18)",Walawe Ganga,Moraketiya,m,3.00,5.00,7.00,0.98,0.98,Normal,,0.5,,
"Kirindi Oya
(RB 22)",Kirindi Oya,Thanamalwila,m,4.00,5.00,5.50,1.02,1.01,Normal,,0.6,,
,Kirindi Oya,Wellawaya,m,4.40,5.40,5.90,1.08,1.08,Normal,,0.0,,
,Kuda Oya,Kuda Oya,m,6.90,8.40,8.80,1.44,1.44,Normal,,0.0,,
"Menik Ganga
(RB 26)",Menik Ganga,Katharagama,m,4.00,4.60,6.50,-0.01,-0.01,Normal,,0.0,,
"Kumbukkan Oya
(RB 31)",Kumbukkan Oya,Nakkala,m,5.00,6.00,7.50,0.77,0.77,Normal,,0.0,,
"Heda Oya
(RB 36)",Heda Oya,Siyambalanduwa,m,4.50,6.00,7.00,0.44,0.44,Normal,,0.0,,
"Maduru Oya
(RB 54)",Maduru Oya,Padiyathalawa,m,4.00,4.50,6.00,0.20,0.19,Normal,,0.0,,
,Mahaweli Ganga,Manampitiya,m,3.00,4.30,6.00,0.33,0.30,Normal,,0.0,,
,Mahaweli Ganga,Weraganthota,m,5.00,6.00,8.00,-3.12,-3.18,Normal,,0.0,,
"Mahaweli Ganga
(RB 60)",Mahaweli Ganga,Peradeniya,m,5.00,7.00,9.00,1.50,1.40,Normal,,,5.0,
,Mahaweli Ganga,Nawalapitiya,m,3.50,5.00,6.00,1.09,1.09,Normal,,1,0.8,
,Badulu Oya,Thaldena,m,3.00,4.00,5.00,0.31,0.34,Normal,,0.0,,
"Yan Oya
(RB 67)",Yan Oya,Horowpothana,m,6.00,7.50,10.50,1.75,1.73,Normal,,0.0,,
Maa Oya (RB 69),Mukunu Oya,Yaka Wewa,m,4.00,5.00,6.00,0.60,0.60,Normal,,0.0,,
"Malwathu Oya
(RB 90)",Malwathu Oya,Thanthirimale,m,5.00,6.80,7.80,2.48,2.43,Normal,,0.0,,
"Mee Oya
(RB 95)",Mee Oya,Galgamuwa,m,4.84,5.94,8.00,0.82,0.82,Normal,,0.0,,
"Deduru Oya
(RB 99)",Deduru Oya,Moragaswewa,m,4.75,6.00,7.00,1.16,1.14,Normal,,,7.1,
Maha Oya,Maha Oya,Badalgama,m,5.00,6.20,9.60,2.93,2.91,Normal,,1,4.1,
(RB 102),Maha Oya,Giriulla,m,5.50,6.50,7.50,1.64,1.63,Normal,,1,5.7,
"Attanagalu Oya
(RB 103)",Attanagalu Oya,Dunamale,m,3.30,4.40,5.50,1.80,1.78,Normal,,,4.6,
