River Basin,Tributory/River,Gauging Station,,,,,"Water
Level at
8:00 am","Water
Level at
9:00 am",Remarks,"Water Level
Rising or
Falling","24 Hr RF
in mm at
8.30 am",
,,Station,Unit,"Alert
Level","Minor
Flood
Level","Major
Flood
Level",,,,,,
,Kelani Ganga,N' Street,ft,4.00,5.00,7.00,1.90,1.70,Normal,,-,
,Kelani Ganga,Hanwella,m,7.00,8.00,10.00,2.63,2.59,Normal,,0.7,
,Kelani Ganga,Glencourse,m,15.00,16.50,19.00,10.44,10.38,Normal,,3.8,
"Kelani Ganga
(RB 01)",Kelani Ganga,Kitulgala,m,3.00,4.00,6.00,1.69,1.75,Normal,,5.0,
,Gurugoda Oya,Holombuwa,m,3.00,3.40,5.00,0.96,0.96,Normal,,3.7,
,Seethawaka Ganga,Deraniyagala,m,4.80,5.80,6.40,0.76,0.76,Normal,,2.5,
,Kehelgamu Oya,Norwood,m,1.50,3.00,4.50,0.89,0.88,Normal,,3.1,
"Kalu Ganga
(RB 03)",Kalu Ganga,Putupaula,m,3.00,4.00,5.00,0.81,0.71,Normal,,1.2,
,Kalu Ganga,Ellagawa,m,10.00,10.70,12.20,5.44,5.44,Normal,,1.6,
,Kalu Ganga,Ratnapura,m,5.20,7.50,9.50,1.63,1.63,Normal,,0.6,
,Maguru Ganga,Magura,m,4.00,6.00,7.50,1.60,1.60,Normal,,1.3,
,Kuda Ganga,"Kalawellawa
(Millakanda)",m,5.00,6.50,8.00,2.67,2.60,Normal,,0.0,
Gin Ganga,Gin Ganga,Baddegama,m,3.50,4.00,5.00,1.31,1.30,Normal,,3.5,
(RB 09),Gin Ganga,Tawalama,m,4.00,6.00,7.50,1.62,1.61,Normal,,0.6,
"Nilwala Ganga
(RB 12)",Nilwala Ganga,Thalgahagoda,m,1.40,1.70,2.80,1.09,1.08,Normal,,2.2,
,Nilwala Ganga,Panadugama,m,5.00,6.00,7.50,3.62,3.60,Normal,,25.0,
,Nilwala Ganga,Pitabeddara,m,4.00,5.00,6.50,1.06,1.04,Normal,,0.0,
,Urubokka Ganga,Urawa,m,2.50,4.00,6.00,0.74,0.74,Normal,,0.0,
"Walawe Ganga
(RB 18)",Walawe Ganga,Moraketiya,m,3.00,5.00,7.00,2.79,2.70,Normal,,15.2,
"Kirindi Oya
(RB 22)",Kirindi Oya,Tanamalwila,m,4.00,5.00,5.50,1.99,1.97,Normal,,24.6,
,Kirindi Oya,Wellawaya,m,4.40,5.40,5.90,1.22,1.21,Normal,,24.8,
,Kuda Oya,Kuda Oya,m,6.90,8.40,8.80,2.40,2.38,Normal,,19.5,
"Menik Ganga (RB
26)",Menik Ganga,Katharagama,m,4.00,4.60,6.50,1.80,1.80,Normal,,9.2,
"Kumbukkan Oya
(RB 31)",Kumbukkan Oya,Nakkala,m,5.00,6.00,7.50,1.30,1.30,Normal,,2.3,
"Heda Oya
(RB 36)",Heda Oya,Siyambalanduwa,m,4.50,6.00,7.00,0.80,0.80,Normal,,4.1,
"Maduru Oya
(RB 54)",Maduru Oya,Padiyatalawa,m,4.00,4.50,6.00,0.98,0.97,Normal,,7.2,
,,Manampitiya ( Old),m,3.50,5.00,6.00,0.61,0.61,Normal,,13.5,
,Mahaweli Ganga,Manampitiya (HMIS),m,4.65,6.15,7.15,1.75,1.75,Normal,,13.5,
,Mahaweli Ganga,Weragantota,m,5.00,6.00,8.00,-0.93,-0.96,Normal,,1.7,
"Mahaweli Ganga
(RB 60)",Mahaweli Ganga,Peradeniya,m,5.00,7.00,9.00,2.50,2.73,Normal,,10.0,
,Mahaweli Ganga,Nawalapitiya,m,3.50,5.00,6.00,1.25,1.24,Normal,,4.6,
,Badulu Oya,Taldena,m,3.00,4.00,5.00,0.79,0.80,Normal,,19.7,
"Yan Oya
(RB 67)",Yan Oya,Horowpatana,m,6.00,7.50,10.50,7.20,7.22,Alert,Rising,33,.7
Maa Oya (RB 69),Mukunu Oya,Yakawewa,m,4.00,5.00,6.00,2.12,2.02,Normal,,65.0,
"Malwathu Oya
(RB 90)",Malwathu Oya,Tantirimale,m,5.00,6.80,7.80,3.87,3.99,Normal,,33,.0
"Mee Oya
(RB 95)",Mee Oya,Galgamuwa,m,4.84,5.94,8.00,0.47,0.47,Normal,,15.0,
"Deduru Oya
(RB 99)",Deduru Oya,Moragaswewa,m,4.75,6.00,7.00,1.91,1.91,Normal,,6.5,
Maha Oya,Maha Oya,Badalgama,m,5.00,6.20,9.60,3.10,3.10,Normal,,6.3,
(RB 102),Maha Oya,Giriulla,m,5.50,6.50,7.50,1.77,1.77,Normal,,8.1,
"Attanagalu Oya
(RB 103)",Attanagalu Oya,Dunamale,m,3.30,4.40,5.50,2.74,2.70,Normal,,1.0,
