River Basin,Tributory/River,Gauging Station,,,,,"Water
Level at
8:00 am","Water
Level at
9:00 am",Remarks,"Water
Level
Rising or
Falling","24 Hr RF
in mm at
8.30 am",,
,,Station,Unit,"Alert
Level","Minor
Flood
Level","Major
Flood
Level",,,,,,,
,Kelani Ganga,N' Street,ft,4.00,5.00,7.00,1.00,0.80,Normal,,-,,
,Kelani Ganga,Hanwella,m,7.00,8.00,10.00,1.48,1.52,Normal,,18.4,,
,Kelani Ganga,Glencourse,m,15.00,16.50,19.00,9.77,9.90,Normal,,17.6,,
"Kelani Ganga
(RB 01)",Kelani Ganga,Kitulgala,m,3.00,4.00,6.00,1.54,1.54,Normal,,25.8,,
,Gurugoda Oya,Holombuwa,m,3.00,3.40,5.00,0.96,1.22,Normal,,3,8.4,
,Seethawaka Ganga,Deraniyagala,m,4.80,5.80,6.40,0.51,0.50,Normal,,4,4.4,
,Kehelgamu Oya,Norwood,m,1.50,3.00,4.50,0.70,0.70,Normal,,9.9,,
"Kalu Ganga
(RB 03)",Kalu Ganga,Putupaula,m,3.00,4.00,5.00,0.45,0.35,Normal,,4.0,,
,Kalu Ganga,Ellagawa,m,10.00,10.70,12.20,4.61,4.66,Normal,,7.4,,
,Kalu Ganga,Ratnapura,m,5.20,7.50,9.50,1.02,1.15,Normal,,12.0,,
,Maguru Ganga,Magura,m,4.00,6.00,7.50,1.52,1.60,Normal,,3.5,,
,Kuda Ganga,"Kalawellawa
(Millakanda)",m,5.00,6.50,8.00,2.31,2.30,Normal,,16.0,,
Gin Ganga,Gin Ganga,Tawalama,m,4.00,6.00,7.50,2.00,1.97,Normal,,5.0,,
(RB 09),Gin Ganga,Baddegama,m,3.50,4.00,5.00,1.75,1.72,Normal,,6.9,,
"Nilwala Ganga
(RB 12)",Nilwala Ganga,Thalgahagoda,m,1.40,1.70,2.80,0.55,0.52,Normal,,6.1,,
,Nilwala Ganga,Panadugama,m,5.00,6.00,7.50,2.99,2.98,Normal,,6.7,,
,Nilwala Ganga,Pitabeddara,m,4.00,5.00,6.50,0.74,0.74,Normal,,2.2,,
,Urubokka Ganga,Urawa,m,2.50,4.00,6.00,0.42,0.43,Normal,,2.6,,
"Walawe Ganga
(RB 18)",Walawe Ganga,Moraketiya,m,1.80,3.50,5.00,0.91,0.91,Normal,,0.0,,
"Kirindi Oya
(RB 22)",Kirindi Oya,Tanamalwila,m,4.00,5.00,5.50,0.79,0.78,Normal,,0.0,,
,Kirindi Oya,Wellawaya,m,4.40,5.40,5.90,0.84,0.84,Normal,,0.5,,
,Kuda Oya,Kuda Oya,m,6.90,8.40,8.80,1.46,1.46,Normal,,0.0,,
"Menik Ganga
(RB 26)",Menik Ganga,Katharagama,m,4.00,4.60,6.50,0.90,0.89,Normal,,0.0,,
"Kumbukkan Oya
(RB 31)",Kumbukkan Oya,Nakkala,m,5.00,6.00,7.50,1.26,1.26,Normal,,0.0,,
"Heda Oya
(RB 36)",Heda Oya,Siyambalanduwa,m,4.50,6.00,7.00,0.83,0.80,Normal,,9.3,,
"Maduru Oya
(RB 54)",Maduru Oya,Padiyatalawa,m,4.00,4.50,6.00,0.73,0.72,Normal,,0.2,,
,,Manampitiya ( Old),m,3.50,5.00,6.00,-0.34,-0.34,Normal,,0.0,,
,Mahaweli Ganga,Manampitiya (HMIS),m,4.65,6.15,7.15,0.80,0.80,Normal,,0.0,,
,Mahaweli Ganga,Weragantota,m,5.00,6.00,8.00,-2.26,-2.36,Normal,,0.6,,
"Mahaweli Ganga
(RB 60)",Mahaweli Ganga,Peradeniya,m,5.00,7.00,9.00,1.60,1.73,Normal,,4,9.8,
,Mahaweli Ganga,Nawalapitiya,m,3.50,5.00,6.00,1.60,1.69,Normal,,4,1.7,
,Badulu Oya,Taldena,m,3.00,4.00,5.00,0.55,0.55,Normal,,0.2,,
"Yan Oya
(RB 67)",Yan Oya,Horowpatana,m,6.00,7.50,10.50,1.93,1.92,Normal,,7.3,,
Maa Oya (RB 69),Mukunu Oya,Yakawewa,m,4.00,5.00,6.00,0.67,0.68,Normal,,15.2,,
"Malwathu Oya
(RB 90)",Malwathu Oya,Tantirimale,m,5.00,6.80,7.80,1.88,1.83,Normal,,12.9,,
"Mee Oya
(RB 95)",Mee Oya,Galgamuwa,m,4.84,5.94,8.00,0.35,0.75,Normal,,4,0.1,
"Deduru Oya
(RB 99)",Deduru Oya,Moragaswewa,m,-,-,-,2.40,2.68,Normal,,108.8,,
Maha Oya,Maha Oya,Badalgama,m,5.00,6.20,9.60,2.81,2.90,Normal,,4,6.9,
(RB 102),Maha Oya,Giriulla,m,5.50,6.50,7.50,1.86,2.04,Normal,,76.4,,
"Attanagalu Oya
(RB 103)",Attanagalu Oya,Dunamale,m,3.30,4.40,5.50,2.30,2.44,Normal,,4,8.5,
