පළාත,ජනවාරි 09,,,ජනවාරි 10,,,ජනවාරි 11
උතුර,,පැ.කි.මී. (50-60) දක්වා වන,,"විටින් විට ෙැ.කි.මි.(50-
60) ෙමණ දක්වා වන තද
සුළං",,,"විටින් විට ෙැ.කි.මි.(30-40)
ෙමණ දක්වා වන සුළං"
,,ඉතා තෙ සුළං සමඟ විටින්,,,,,
,,විට හමන පැ.කි.මී. 70,,,,,
,,දක්වා වන ප්‍රහාරාත්මක,,,,,
,,සුළං,,,,,
උතුරු-මැෙ,,පැ.කි.මී. (50-60) දක්වා වන,,"විටින් විට ෙැ.කි.මි.(40-
50) ෙමණ දක්වා වන
තරමක තද සුළං",,,"විටින් විට ෙැ.කි.මි.(30-40)
ෙමණ දක්වා වන සුළං"
,,ඉතා තෙ සුළං සමඟ විටින්,,,,,
,,විට හමන පැ.කි.මී. 70,,,,,
,,දක්වා වන ප්‍රහාරාත්මක,,,,,
,,සුළං,,,,,
නැකගනහිර,,පැ.කි.මී. (50-60) දක්වා වන,,"විටින් විට ෙැ.කි.මි.(40-
50) ෙමණ දක්වා වන
තරමක තද සුළං",,,"විටින් විට ෙැ.කි.මි.(30-40)
ෙමණ දක්වා වන සුළං"
,,ඉතා තෙ සුළං සමඟ විටින්,,,,,
,,විට හමන පැ.කි.මී. 70,,,,,
,,දක්වා වන ප්‍රහාරාත්මක,,,,,
,,සුළං,,,,,
සබරගමුව,"ෙැ.කි.මි.(30-40) ෙමණ
දක්වා වන තරමක තද සුළං",ෙැ.කි.මි.(30-40) ෙමණ,,"විටින් විට ෙැ.කි.මි.(30-
40) ෙමණ දක්වා වන සුළං",,,"විටින් විට ෙැ.කි.මි.(30-40)
ෙමණ දක්වා වන සුළං"
,,දක්වා වන තරමක තද සුළං,,,,,
බස්නාහිර,"විටින් විට ෙැ.කි.මි.(50-60)
ෙමණ දක්වා වන තද සුළං",,,"විටින් විට ෙැ.කි.මි.(30-
40) ෙමණ දක්වා වන සුළං",,,"විටින් විට ෙැ.කි.මි.(30-40)
ෙමණ දක්වා වන සුළං"
දකුණ,"විටින් විට ෙැ.කි.මි.(30-40)
ෙමණ දක්වා වන සුළං",,,"විටින් විට ෙැ.කි.මි.(30-
40) ෙමණ දක්වා වන සුළං",,,"විටින් විට ෙැ.කි.මි.(30-40)
ෙමණ දක්වා වන සුළං"
ඌව,"විටින් විට ෙැ.කි.මි.(50-60)
ෙමණ දක්වා වන තද සුළං",,,"විටින් විට ෙැ.කි.මි.(30-
40) ෙමණ දක්වා වන සුළං",,,"විටින් විට ෙැ.කි.මි.(30-40)
ෙමණ දක්වා වන සුළං"
වයඹ,"විටින් විට ෙැ.කි.මි.(50-60)
ෙමණ දක්වා වන තද සුළං",,,,විටින් විට ෙැ.කි.මි.(40-,,"විටින් විට ෙැ.කි.මි.(30-40)
ෙමණ දක්වා වන සුළං"
,,,,,50) ෙමණ දක්වා වන,,
,,,,,තරමක තද සුළං,,
මධ්‍යම,"විටින් විට ෙැ.කි.මි.(50-60)
ෙමණ දක්වා වන තද සුළං",,,,ෙැ.කි.මි.(40-50) ෙමණ,,"විටින් විට ෙැ.කි.මි.(30-40)
ෙමණ දක්වා වන සුළං"
,,,,,දක්වා වන තරමක තද,,
,,,,,සුළං,,
