River Basin,Tributory/River,Gauging Station,,,,,"Water
Level at
8:00 am","Water
Level at
9:00 am",Remarks,"Water
Level
Rising or
Falling","24 Hr RF
in mm at
8.30 am",
,,Station,Unit,"Alert
Level","Minor
Flood
Level","Major
Flood
Level",,,,,,
,Kelani Ganga,N' Street,ft,4.00,5.00,7.00,1.10,1.15,Normal,,-,
,Kelani Ganga,Hanwella,m,7.00,8.00,10.00,0.44,0.46,Normal,,0.0,
,Kelani Ganga,Glencourse,m,15.00,16.50,19.00,8.52,8.47,Normal,,0.0,
"Kelani Ganga
(RB 01)",Kelani Ganga,Kitulgala,m,3.00,4.00,6.00,1.60,1.49,Normal,,0.0,
,Gurugoda Oya,Holombuwa,m,3.00,3.40,5.00,0.16,0.16,Normal,,0.8,
,Seethawaka Ganga,Deraniyagala,m,4.80,5.80,6.40,0.09,0.10,Normal,,0.0,
,Kehelgamu Oya,Norwood,m,1.50,3.00,4.50,0.35,0.35,Normal,,0.0,
"Kalu Ganga
(RB 03)",Kalu Ganga,Putupaula,m,3.00,4.00,5.00,0.39,0.35,Normal,,0.0,
,Kalu Ganga,Ellagawa,m,10.00,10.70,12.20,0.40,4.01,Normal,,0.0,
,Kalu Ganga,Ratnapura,m,5.20,7.50,9.50,0.42,0.41,Normal,,0.0,
,Maguru Ganga,Magura,m,4.00,6.00,7.50,1.16,1.15,Normal,,0.0,
,Kuda Ganga,"Kalawellawa
(Millakanda)",m,5.00,6.50,8.00,1.81,1.80,Normal,,0.0,
Gin Ganga,Gin Ganga,Tawalama,m,4.00,6.00,7.50,0.18,1.17,Normal,,2.2,
(RB 09),Gin Ganga,Baddegama,m,3.50,4.00,5.00,0.89,0.88,Normal,,0.0,
"Nilwala Ganga
(RB 12)",Nilwala Ganga,Thalgahagoda,m,1.40,1.70,2.80,0.30,0.29,Normal,,6.9,
,Nilwala Ganga,Panadugama,m,5.00,6.00,7.50,2.52,2.51,Normal,,0.0,
,Nilwala Ganga,Pitabeddara,m,4.00,5.00,6.50,0.43,0.42,Normal,,0.0,
,Urubokka Ganga,Urawa,m,2.50,4.00,6.00,0.10,0.10,Normal,,4.3,
"Walawe Ganga
(RB 18)",Walawe Ganga,Moraketiya,m,1.80,3.50,5.00,0.79,0.79,Normal,,1.2,
"Kirindi Oya
(RB 22)",Kirindi Oya,Tanamalwila,m,4.00,5.00,5.50,0.19,0.19,Normal,,5.4,
,Kirindi Oya,Wellawaya,m,4.40,5.40,5.90,0.53,0.53,Normal,,8.8,
,Kuda Oya,Kuda Oya,m,6.90,8.40,8.80,1.17,1.17,Normal,,12.,7
"Menik Ganga
(RB 26)",Menik Ganga,Katharagama,m,4.00,4.60,6.50,-0.20,-0.20,Normal,,2.6,
"Kumbukkan Oya
(RB 31)",Kumbukkan Oya,Nakkala,m,5.00,6.00,7.50,1.04,1.03,Normal,,12.,7
"Heda Oya
(RB 36)",Heda Oya,Siyambalanduwa,m,4.50,6.00,7.00,0.72,0.72,Normal,,20.3,
"Maduru Oya
(RB 54)",Maduru Oya,Padiyatalawa,m,4.00,4.50,6.00,0.82,0.82,Normal,,1.5,
,,Manampitiya ( Old),m,3.50,5.00,6.00,0.42,0.41,Normal,,18.8,
,Mahaweli Ganga,Manampitiya (HMIS),m,4.65,6.15,7.15,1.56,1.55,Normal,,18.8,
,Mahaweli Ganga,Weragantota,m,5.00,6.00,8.00,-2.33,-2.33,Normal,,1.5,
"Mahaweli Ganga
(RB 60)",Mahaweli Ganga,Peradeniya,m,5.00,7.00,9.00,1.05,1.04,Normal,,0.0,
,Mahaweli Ganga,Nawalapitiya,m,3.50,5.00,6.00,0.59,0.58,Normal,,0.0,
,Badulu Oya,Taldena,m,3.00,4.00,5.00,0.59,0.49,Normal,,2.7,
"Yan Oya
(RB 67)",Yan Oya,Horowpatana,m,6.00,7.50,10.50,2.09,2.08,Normal,,0.0,
Maa Oya (RB 69),Mukunu Oya,Yakawewa,m,4.00,5.00,6.00,0.63,0.63,Normal,,0.0,
"Malwathu Oya
(RB 90)",Malwathu Oya,Tantirimale,m,5.00,6.80,7.80,1.21,1.18,Normal,,0.0,
"Mee Oya
(RB 95)",Mee Oya,Galgamuwa,m,4.84,5.94,8.00,0.28,0.28,Normal,,0.0,
"Deduru Oya
(RB 99)",Deduru Oya,Moragaswewa,m,-,-,-,-0.05,-0.05,Normal,,0.0,
Maha Oya,Maha Oya,Badalgama,m,5.00,6.20,9.60,1.77,1.77,Normal,,0.0,
(RB 102),Maha Oya,Giriulla,m,5.50,6.50,7.50,0.76,0.76,Normal,,0.0,
"Attanagalu Oya
(RB 103)",Attanagalu Oya,Dunamale,m,3.30,4.40,5.50,0.32,0.32,Normal,,0.0,
