River Basin,Tributory/River,Gauging Station,,,,,"Water
Level at
8:00 am","Water
Level at
9:00 am",Remarks,"Water Level
Rising or
Falling","24 Hr RF
in mm at
8.30 am",
,,Station,Unit,"Alert
Level","Minor
Flood
Level","Major
Flood
Level",,,,,,
,Kelani Ganga,N' Street,ft,4.00,5.00,7.00,2.40,2.00,Normal,,-,
,Kelani Ganga,Hanwella,m,7.00,8.00,10.00,3.03,2.96,Normal,,1.0,
,Kelani Ganga,Glencourse,m,15.00,16.50,19.00,10.91,10.85,Normal,,12.7,
"Kelani Ganga
(RB 01)",Kelani Ganga,Kitulgala,m,3.00,4.00,6.00,1.82,1.80,Normal,,6.7,
,Gurugoda Oya,Holombuwa,m,3.00,3.40,5.00,1.00,0.98,Normal,,11.3,
,Seethawaka Ganga,Deraniyagala,m,4.80,5.80,6.40,0.80,0.79,Normal,,27.4,
,Kehelgamu Oya,Norwood,m,1.50,3.00,4.50,1.19,1.14,Normal,,5.0,
"Kalu Ganga
(RB 03)",Kalu Ganga,Putupaula,m,3.00,4.00,5.00,1.38,1.37,Normal,,0.8,
,Kalu Ganga,Ellagawa,m,10.00,10.70,12.20,6.86,6.91,Normal,,4.9,
,Kalu Ganga,Ratnapura,m,5.20,7.50,9.50,3.49,3.41,Normal,,42.1,
,Maguru Ganga,Magura,m,4.00,6.00,7.50,2.96,2.77,Normal,,18.5,
,Kuda Ganga,"Kalawellawa
(Millakanda)",m,5.00,6.50,8.00,4.61,4.64,Normal,,5.8,
Gin Ganga,Gin Ganga,Baddegama,m,3.50,4.00,5.00,2.90,2.93,Normal,,15.7,
(RB 09),Gin Ganga,Tawalama,m,4.00,6.00,7.50,2.29,2.26,Normal,,1.0,
"Nilwala Ganga
(RB 12)",Nilwala Ganga,Thalgahagoda,m,1.40,1.70,2.80,1.83,1.82,Minor Flood,Falling,39.2,
,Nilwala Ganga,Panadugama,m,5.00,6.00,7.50,5.10,5.09,Alert,Falling,2.8,
,Nilwala Ganga,Pitabeddara,m,4.00,5.00,6.50,1.66,1.63,Normal,,7.7,
,Urubokka Ganga,Urawa,m,2.50,4.00,6.00,0.99,0.99,Normal,,4.5,
"Walawe Ganga
(RB 18)",Walawe Ganga,Moraketiya,m,1.80,3.50,5.00,1.34,1.32,Normal,,0.0,
"Kirindi Oya
(RB 22)",Kirindi Oya,Tanamalwila,m,4.00,5.00,5.50,1.11,1.15,Normal,,4.5,
,Kirindi Oya,Wellawaya,m,4.40,5.40,5.90,0.69,0.69,Normal,,6.6,
,Kuda Oya,Kuda Oya,m,6.90,8.40,8.80,1.83,1.80,Normal,,0.0,
"Menik Ganga (RB
26)",Menik Ganga,Katharagama,m,4.00,4.60,6.50,-0.22,-0.23,Normal,,0.0,
"Kumbukkan Oya
(RB 31)",Kumbukkan Oya,Nakkala,m,5.00,6.00,7.50,1.26,1.24,Normal,,15.3,
"Heda Oya
(RB 36)",Heda Oya,Siyambalanduwa,m,4.50,6.00,7.00,0.55,0.54,Normal,,37.9,
"Maduru Oya
(RB 54)",Maduru Oya,Padiyatalawa,m,4.00,4.50,6.00,0.56,0.53,Normal,,12.8,
,,Manampitiya ( Old),m,3.50,5.00,6.00,-0.93,-0.93,Normal,,2.3,
,Mahaweli Ganga,Manampitiya (HMIS),m,4.65,6.15,7.15,0.21,0.21,Normal,,2.3,
,Mahaweli Ganga,Weragantota,m,5.00,6.00,8.00,-2.59,-2.63,Normal,,2.3,
"Mahaweli Ganga
(RB 60)",Mahaweli Ganga,Peradeniya,m,5.00,7.00,9.00,2.86,2.98,Normal,,7,7.6
,Mahaweli Ganga,Nawalapitiya,m,3.50,5.00,6.00,1.38,1.37,Normal,,4.4,
,Badulu Oya,Taldena,m,3.00,4.00,5.00,0.78,0.75,Normal,,18.2,
"Yan Oya
(RB 67)",Yan Oya,Horowpatana,m,6.00,7.50,10.50,7.25,7.24,Alert,Falling,170.2,
Maa Oya (RB 69),Mukunu Oya,Yakawewa,m,4.00,5.00,6.00,0.43,0.42,Normal,,8.0,
"Malwathu Oya
(RB 90)",Malwathu Oya,Tantirimale,m,5.00,6.80,7.80,1.04,1.02,Normal,,7.9,
"Mee Oya
(RB 95)",Mee Oya,Galgamuwa,m,4.84,5.94,8.00,0.12,0.12,Normal,,0.1,
"Deduru Oya
(RB 99)",Deduru Oya,Moragaswewa,m,4.75,6.00,7.00,1.54,1.54,Normal,,1.7,
Maha Oya,Maha Oya,Badalgama,m,5.00,6.20,9.60,3.00,2.98,Normal,,1.4,
(RB 102),Maha Oya,Giriulla,m,5.50,6.50,7.50,1.66,1.66,Normal,,2.3,
"Attanagalu Oya
(RB 103)",Attanagalu Oya,Dunamale,m,3.30,4.40,5.50,2.90,2.85,Normal,,41.2,
