River Basin,Tributory/River,Gauging Station,,,,,"Water
Level at
8:00 am","Water
Level at
9:00 am",Remarks,"Water
Level
Rising or
Falling","24 Hr RF
in mm at
8.30 am",,
,,Station,Unit,"Alert
Level","Minor
Flood
Level","Major
Flood
Level",,,,,,,
,Kelani Ganga,Nagalagam Street,ft,4.00,5.00,7.00,1.30,1.45,Normal,,-,,
,Kelani Ganga,Hanwella,m,7.00,8.00,10.00,1.19,1.20,Normal,,0.0,,
,Kelani Ganga,Glencourse,m,15.00,16.50,19.00,9.61,9.57,Normal,,0.0,,
"Kelani Ganga
(RB 01)",Kelani Ganga,Kithulgala,m,3.00,4.00,6.00,1.68,1.62,Normal,,1.0,,
,Gurugoda Oya,Holombuwa,m,3.00,3.40,5.00,0.36,0.33,Normal,,0.0,,
,Seethawaka Ganga,Deraniyagala,m,4.80,5.80,6.40,0.65,0.70,Normal,,0.0,,
,Kehelgamu Oya,Norwood,m,1.50,3.00,4.50,0.80,0.78,Normal,,0.0,,
"Kalu Ganga
(RB 03)",Kalu Ganga,Putupaula,m,3.00,4.00,5.00,0.63,0.59,Normal,,0.0,,
,Kalu Ganga,Ellagawa,m,10.00,10.70,12.20,5.57,5.65,Normal,,0.0,,
,Kalu Ganga,Rathnapura,m,5.20,7.50,9.50,3.14,2.95,Normal,,0.6,,
,Maguru Ganga,Magura,m,4.00,6.00,7.50,0.98,0.98,Normal,,0.0,,
,Kuda Ganga,Kalawellawa (Millakanda),m,5.00,6.50,8.00,2.38,2.43,Normal,,0.0,,
Gin Ganga,Gin Ganga,Baddegama,m,3.50,4.00,5.00,1.62,1.62,Normal,,0.0,,
(RB 09),Gin Ganga,Thawalama,m,4.00,6.00,7.50,1.74,1.68,Normal,,42.2,,
"Nilwala Ganga
(RB 12)",Nilwala Ganga,Thalgahagoda,m,1.40,1.70,2.80,0.76,0.77,Normal,,0.0,,
,Nilwala Ganga,Panadugama,m,5.00,6.00,7.50,3.38,3.36,Normal,,40.1,,
,Nilwala Ganga,Pitabeddara,m,4.00,5.00,6.50,0.65,0.65,Normal,,3.6,,
,Urubokka Ganga,Urawa,m,2.50,4.00,6.00,0.24,0.23,Normal,,5.5,,
"Walawe Ganga
(RB 18)",Walawe Ganga,Moraketiya,m,3.00,5.00,7.00,1.24,1.22,Normal,,43.1,,
"Kirindi Oya
(RB 22)",Kirindi Oya,Thanamalwila,m,4.00,5.00,5.50,0.98,0.97,Normal,,30,.6,
,Kirindi Oya,Wellawaya,m,4.40,5.40,5.90,0.92,0.92,Normal,,7.7,,
,Kuda Oya,Kuda Oya,m,6.90,8.40,8.80,1.40,1.39,Normal,,2.0,,
"Menik Ganga (RB
26)",Menik Ganga,Katharagama,m,4.00,4.60,6.50,0.08,0.07,Normal,,1.4,,
"Kumbukkan Oya
(RB 31)",Kumbukkan Oya,Nakkala,m,5.00,6.00,7.50,0.82,0.82,Normal,,0.6,,
"Heda Oya
(RB 36)",Heda Oya,Siyambalanduwa,m,4.50,6.00,7.00,0.49,0.49,Normal,,8.2,,
"Maduru Oya
(RB 54)",Maduru Oya,Padiyathalawa,m,4.00,4.50,6.00,0.40,0.39,Normal,,4.1,,
,Mahaweli Ganga,Manampitiya,m,3.00,4.30,6.00,0.48,0.46,Normal,,28,.8,
,Mahaweli Ganga,Weraganthota,m,5.00,6.00,8.00,-2.50,-2.40,Normal,,14.1,,
"Mahaweli Ganga
(RB 60)",Mahaweli Ganga,Peradeniya,m,5.00,7.00,9.00,2.73,2.80,Normal,,1.0,,
,Mahaweli Ganga,Nawalapitiya,m,3.50,5.00,6.00,0.96,0.96,Normal,,0.0,,
,Badulu Oya,Thaldena,m,3.00,4.00,5.00,0.36,0.38,Normal,,27,.5,
"Yan Oya
(RB 67)",Yan Oya,Horowpothana,m,6.00,7.50,10.50,2.35,2.34,Normal,,57.1,,
Maa Oya (RB 69),Mukunu Oya,Yaka Wewa,m,4.00,5.00,6.00,0.60,0.62,Normal,,11.6,,
"Malwathu Oya
(RB 90)",Malwathu Oya,Thanthirimale,m,5.00,6.80,7.80,1.30,1.30,Normal,,16.3,,
"Mee Oya
(RB 95)",Mee Oya,Galgamuwa,m,4.84,5.94,8.00,0.56,0.56,Normal,,0.0,,
"Deduru Oya
(RB 99)",Deduru Oya,Moragaswewa,m,4.75,6.00,7.00,0.61,0.61,Normal,,0.0,,
Maha Oya,Maha Oya,Badalgama,m,5.00,6.20,9.60,2.08,2.08,Normal,,0.0,,
(RB 102),Maha Oya,Giriulla,m,5.50,6.50,7.50,1.01,1.01,Normal,,0.0,,
"Attanagalu Oya
(RB 103)",Attanagalu Oya,Dunamale,m,3.30,4.40,5.50,1.02,1.00,Normal,,0.0,,
