River Basin,Tributory/River,Gauging Station,,,,,"Water
Level at
5:00 am","Water
Level at
6:00 am",Remarks,"Water
Level
Rising or
Falling","21 Hr RF
in mm at
6.00 am",
,,Station,Unit,"Alert
Level","Minor
Flood
Level","Major
Flood
Level",,,,,,
,Kelani Ganga,Nagalagam Street,ft,4.00,5.00,7.00,2.50,2.50,Normal,,-,
,Kelani Ganga,Hanwella,m,7.00,8.00,10.00,1.70,1.80,Normal,,0.3,
,Kelani Ganga,Glencourse,m,15.00,16.50,19.00,9.95,9.91,Normal,,1.8,
"Kelani Ganga
(RB 01)",Kelani Ganga,Kithulgala,m,3.00,4.00,6.00,1.85,2.00,Normal,,8.7,
,Gurugoda Oya,Holombuwa,m,3.00,3.40,5.00,0.67,0.69,Normal,,0.0,
,Seethawaka Ganga,Deraniyagala,m,4.80,5.80,6.40,0.71,0.66,Normal,,17.1,
,Kehelgamu Oya,Norwood,m,1.50,3.00,4.50,0.96,0.94,Normal,,62.5,
"Kalu Ganga
(RB 03)",Kalu Ganga,Putupaula,m,3.00,4.00,5.00,1.00,1.04,Normal,,0.7,
,Kalu Ganga,Ellagawa,m,10.00,10.70,12.20,5.88,6.07,Normal,,7.4,
,Kalu Ganga,Rathnapura,m,5.20,7.50,9.50,3.96,3.83,Normal,,16.2,
,Maguru Ganga,Magura,m,4.00,6.00,7.50,2.75,2.64,Normal,,7.3,
,Kuda Ganga,Kalawellawa (Millakanda),m,5.00,6.50,8.00,3.08,3.11,Normal,,1.9,
Gin Ganga,Gin Ganga,Baddegama,m,3.50,4.00,5.00,1.99,2.01,Normal,,21.9,
(RB 09),Gin Ganga,Thawalama,m,4.00,6.00,7.50,1.89,1.89,Normal,,42.9,
"Nilwala Ganga
(RB 12)",Nilwala Ganga,Thalgahagoda,m,1.40,1.70,2.80,0.75,0.79,Normal,,4.4,
,Nilwala Ganga,Panadugama,m,5.00,6.00,7.50,4.28,4.31,Normal,,26.5,
,Nilwala Ganga,Pitabeddara,m,4.00,5.00,6.50,1.49,1.45,Normal,,8.8,
,Urubokka Ganga,Urawa,m,2.50,4.00,6.00,1.15,1.10,Normal,,25.0,
"Walawe Ganga
(RB 18)",Walawe Ganga,Moraketiya,m,3.00,5.00,7.00,1.52,1.47,Normal,,13.0,
"Kirindi Oya
(RB 22)",Kirindi Oya,Thanamalwila,m,4.00,5.00,5.50,1.49,1.45,Normal,,6.9,
,Kirindi Oya,Wellawaya,m,4.40,5.40,5.90,1.17,1.15,Normal,,9.3,
,Kuda Oya,Kuda Oya,m,6.90,8.40,8.80,1.98,1.97,Normal,,8.8,
"Menik Ganga (RB
26)",Menik Ganga,Katharagama,m,4.00,4.60,6.50,0.37,0.37,Normal,,4.7,
"Kumbukkan Oya
(RB 31)",Kumbukkan Oya,Nakkala,m,5.00,6.00,7.50,1.56,1.53,Normal,,19.8,
"Heda Oya
(RB 36)",Heda Oya,Siyambalanduwa,m,4.50,6.00,7.00,1.23,1.31,Normal,,19.9,
"Maduru Oya
(RB 54)",Maduru Oya,Padiyathalawa,m,4.00,4.50,6.00,2.00,1.50,Normal,,46.6,
"Mahaweli Ganga
(RB 60)",Mahaweli Ganga,Manampitiya,m,3.00,4.30,6.00,-,-,,,-,
,Mahaweli Ganga,Weraganthota,m,5.00,6.00,8.00,-,-,,,-,
,Mahaweli Ganga,Peradeniya,m,5.00,7.00,9.00,-,2.60,Normal,,10.6,
,Mahaweli Ganga,Nawalapitiya,m,3.50,5.00,6.00,1.15,1.15,Normal,,4.2,
,Badulu Oya,Thaldena,m,3.00,4.00,5.00,1.03,1.00,Normal,,47.6,
"Yan Oya
(RB 67)",Yan Oya,Horowpothana,m,6.00,7.50,10.50,4.65,4.86,Normal,,29.0,
Maa Oya (RB 69),Mukunu Oya,Yaka Wewa,m,4.00,5.00,6.00,1.29,1.26,Normal,,2.0,
"Malwathu Oya
(RB 90)",Malwathu Oya,Thanthirimale,m,5.00,6.80,7.80,-,-,,,-,
"Mee Oya
(RB 95)",Mee Oya,Galgamuwa,m,4.84,5.94,8.00,-,-,,,-,
"Deduru Oya
(RB 99)",Deduru Oya,Moragaswewa,m,4.75,6.00,7.00,1.92,1.90,Normal,,0.0,
Maha Oya,Maha Oya,Badalgama,m,5.00,6.20,9.60,2.53,2.52,Normal,,2.8,
(RB 102),Maha Oya,Giriulla,m,5.50,6.50,7.50,1.29,1.31,Normal,,0.0,
"Attanagalu Oya
(RB 103)",Attanagalu Oya,Dunamale,m,3.30,4.40,5.50,1.20,1.20,Normal,,0.0,
