River Basin,Tributory/River,Gauging Station,,,,,"Water
Level at
8:00 am","Water
Level at
9:00 am",Remarks,"Water
Level
Rising or
Falling","24 Hr RF
in mm at
8.30 am",,
,,Station,Unit,"Alert
Level","Minor
Flood
Level","Major
Flood
Level",,,,,,,
,Kelani Ganga,N' Street,ft,4.00,5.00,7.00,4.80,4.60,Alert,Falling,-,,
,Kelani Ganga,Hanwella,m,7.00,8.00,10.00,7.03,6.92,Normal,,1,9.7,
,Kelani Ganga,Glencourse,m,15.00,16.50,19.00,12.50,12.38,Normal,,40.0,,
"Kelani Ganga
(RB 01)",Kelani Ganga,Kitulgala,m,3.00,4.00,6.00,2.02,2.04,Normal,,2,1.0,
,Gurugoda Oya,Holombuwa,m,3.00,3.40,5.00,1.22,1.18,Normal,,2,0.8,
,Seethawaka Ganga,Deraniyagala,m,4.80,5.80,6.40,1.35,1.33,Normal,,26.9,,
,Kehelgamu Oya,Norwood,m,1.50,3.00,4.50,0.89,0.88,Normal,,1,4.6,
"Kalu Ganga
(RB 03)",Kalu Ganga,Putupaula,m,3.00,4.00,5.00,3.68,3.68,Alert,,4.1,,
,Kalu Ganga,Ellagawa,m,10.00,10.70,12.20,9.95,9.94,Normal,,4.4,,
,Kalu Ganga,Ratnapura,m,5.20,7.50,9.50,5.02,4.95,Normal,,1,2.6,
,Maguru Ganga,Magura,m,4.00,6.00,7.50,4.60,4.55,Alert,Falling,0.0,,
,Kuda Ganga,"Kalawellawa
(Millakanda)",m,5.00,6.50,8.00,8.05,8.05,Major Flood,,2,0.1,
Gin Ganga,Gin Ganga,Tawalama,m,4.00,6.00,7.50,2.43,2.46,Normal,,24.6,,
(RB 09),Gin Ganga,Baddegama,m,3.50,4.00,5.00,3.92,3.92,Alert,,6.4,,
"Nilwala Ganga
(RB 12)",Nilwala Ganga,Thalgahagoda,m,1.40,1.70,2.80,1.27,1.25,Normal,,1,8.2,
,Nilwala Ganga,Panadugama,m,5.00,6.00,7.50,4.86,4.79,Normal,,5.9,,
,Nilwala Ganga,Pitabeddara,m,4.00,5.00,6.50,1.03,1.00,Normal,,1,0.1,
,Urubokka Ganga,Urawa,m,2.50,4.00,6.00,0.29,0.28,Normal,,1,5.8,
"Walawe Ganga
(RB 18)",Walawe Ganga,Moraketiya,m,1.80,3.50,5.00,0.76,0.75,Normal,,0.7,,
"Kirindi Oya
(RB 22)",Kirindi Oya,Tanamalwila,m,4.00,5.00,5.50,0.18,0.17,Normal,,0.0,,
,Kirindi Oya,Wellawaya,m,4.40,5.40,5.90,0.63,0.62,Normal,,0.0,,
,Kuda Oya,Kuda Oya,m,6.90,8.40,8.80,1.10,1.10,Normal,,0.0,,
"Menik Ganga
(RB 26)",Menik Ganga,Katharagama,m,4.00,4.60,6.50,-0.31,-0.31,Normal,,0.0,,
"Kumbukkan Oya
(RB 31)",Kumbukkan Oya,Nakkala,m,5.00,6.00,7.50,0.94,0.93,Normal,,0.3,,
"Heda Oya
(RB 36)",Heda Oya,Siyambalanduwa,m,4.50,6.00,7.00,0.41,0.40,Normal,,0.0,,
"Maduru Oya
(RB 54)",Maduru Oya,Padiyatalawa,m,4.00,4.50,6.00,0.29,0.27,Normal,,1,7.4,
,,Manampitiya ( Old),m,3.50,5.00,6.00,-0.44,-0.43,Normal,,1.6,,
,Mahaweli Ganga,Manampitiya (HMIS),m,4.65,6.15,7.15,0.70,0.71,Normal,,1.6,,
,Mahaweli Ganga,Weragantota,m,5.00,6.00,8.00,-2.20,-2.54,Normal,,1.5,,
Mahaweli Ganga,Mahaweli Ganga,Peradeniya,m,5.00,7.00,9.00,2.20,2.20,Normal,,,9.6,
(RB 60),Mahaweli Ganga,Nawalapitiya,m,3.50,5.00,6.00,1.38,1.37,Normal,,25.5,,
,Badulu Oya,Taldena,m,3.00,4.00,5.00,0.50,0.47,Normal,,0.0,,
,Agra Oya,Calidonia,m,3.00,3.50,4.50,1.00,1.00,Normal,,,9.5,
"Yan Oya
(RB 67)",Yan Oya,Horowpatana,m,6.00,7.50,10.50,2.00,2.00,Normal,,5.0,,
Maa Oya (RB 69),Mukunu Oya,Yakawewa,m,4.00,5.00,6.00,0.33,0.33,Normal,,5.2,,
"Malwathu Oya
(RB 90)",Malwathu Oya,Tantirimale,m,5.00,6.80,7.80,1.50,1.51,Normal,,2.9,,
"Mee Oya
(RB 95)",Mee Oya,Galgamuwa,m,4.84,5.94,8.00,-0.08,-0.08,Normal,,0.8,,
"Deduru Oya
(RB 99)",Deduru Oya,Ridi bendi Ella (Dam),m,3.30,4.20,4.70,1.13,1.13,Normal,,5.8,,
Maha Oya,Maha Oya,Badalgama,m,5.00,6.20,9.60,3.21,3.19,Normal,,2.5,,
(RB 102),Maha Oya,Giriulla,m,5.50,6.50,7.50,1.91,1.86,Normal,,29.2,,
"Attanagalu Oya
(RB 103)",Attanagalu Oya,Dunamale,m,3.30,4.40,5.50,4.90,4.86,Minor Flood,Falling,2.6,,
