,"කෑගේල
Nffhiy
Kegalle",Kegalle,Rock Fallen,2024.11.26,3,15,,,,,3,,,,,,
7,,Warakapola,Tree Fallen,2024.11.25,4,18,,,,,4,,,,,,
,,,Rock Fallen,2024.11.24,1,4,,,,,1,,,,,,
,,,Wall Collapse,2024.11.26,2,9,,,,,2,,,,,,
,,Galigamuwa,Tree Fallen,2024.11.25,7,32,,,,,7,,,,,,
,,Rambukkana,Wall Collapse,2024.11.26/28,7,27,,,,,6,,,,,,
,,Yatiyanthota,High wind,2024.11.26/28,14,62,,,,,14,,,,,,
,,Ruwanwella,Flood,2024.11.26,4,17,,,,,1,,,,,,
,,Deraniyagala,High wind / tree Fallen,2024.11.27,4,11,,,,,4,,,,,,
,,Dehiowita,Tree Fallen,2024.11.28,1,3,,,,,1,,,,,,
,,Aranayake,Cutting Faliure,2024.11.22,7,22,,,,,7,,,,,,
,,,Rock Fallen,2024.11.28,5,21,,,,,5,,,,,,
,,Mawanella,"Cutting Faliure /
Heavy Rain /High
wind/ Tree Fallen","2024.11.24 / 25
/26 /27 /28",9,33,,,,,9,,,,,,
,,,,,1,2,,,,,1,,,,,,
,,,,,15,66,,,,,15,,,,,,
,,,,,15,41,,,,,15,,,,,,
,,Bulathkohupitiya,Cutting Faliure,2024.11.25,2,9,,,,,2,,,,,,
දිස්ත්‍රික් එකතුව/khtl;l $l;Lj;njhif/District Total,,,,,101,392,0,0,0,0,97,0,0,0,0,0,
පළාත් ඵකතුව/ khfhz $l;Lj;njhif/Province Total,,,,,246,949,0,2,0,0,227,0,0,0,0,0,
8,"යාපනය
aho;g;ghzk;
Jaffna",Chavakachcheri,Flash Flood,2024.11.27,4165,13320,,,,,16,,,16,392,1348,
,,Kayts,,,630,2470,,,,,12,,,,,,
,,Point Pedro,,,1476,5584,,,,3,79,,7,3,362,1389,
,,Nallur,,,2090,6383,,1,,1,3,,,,,,
,,Thellippalai,,,480,1507,,,,,2,,,3,110,335,
,,Chankanai,,,2276,7583,,,,1,11,,,6,74,282,
,,Karainagar,,,219,774,,,,,3,1,,2,17,56,
,,Sandilippay,,,1915,6968,,,,,24,2,1,4,167,590,
,,Kopay,,,1834,6019,,,,,8,,,1,49,177,
,,Jaffna,,,2096,7530,,,,,2,,,,,,
,,Uduvil,,,1124,3998,1,,,,17,3,,3,68,209,
,,Delft,,,1150,3415,,,,,2,1,,2,19,59,
,,Velanai,,,660,2101,,,,,4,,,1,14,39,
,,Karavedy,,,473,1640,,,,,6,,,,,,
,,Maruthankerny,,,390,1159,,,,,2,,,2,22,74,
දිස්ත්‍රික් එකතුව/khtl;l $l;Lj;njhif/District Total,,,,,20978,70451,1,1,0,5,191,7,8,43,1294,4558,
9,"කිලිලනාච්චිය
fpspnehr;rp
Killinochchi",Karachchi,High Wind/Flood,2024.11.22 - 26,1294,4444,,,,,11,,,,,,
,,Kandawalai,,2024.11.22 - 26,2455,7217,,,,,12,,,,,,
,,Pachchilaippailli,,2024.11.22 - 26,232,750,,,,,4,,,,,,
,,Poonkary,,2024.11.22 - 26,783,2444,,,,,,,,1,11,35,
දිස්ත්‍රික් එකතුව/khtl;l $l;Lj;njhif/District Total,,,,,4764,14855,0,0,0,0,27,0,0,1,11,35,
10,"මුලතිව්
Ky;iyj;jPT
Mulaitivu",Manthai East,Flood,2024.11.22 - 26,439,1356,,,,,1,,,3,8,26,
,,Maritimepattu,Flood,2024.11.24 - 26,527,1619,,,,,16,,,,,,
,,Oddusuddan,Flood,2024.11.25 - 26,835,2705,,,,,3,,,,,,
,,Puthukkudyirippu,Flood,2024.11.26,589,1820,,,,,4,,,,,,
,,Thunikkai,Flood,2024.11.27,505,1437,,,,,34,,,,,,
,,Weli Oya,Flood,2024.11.28,204,461,,,,,2,,,,,,
දිස්ත්‍රික් එකතුව/khtl;l $l;Lj;njhif/District Total,,,,,3099,9398,0,0,0,0,60,0,0,3,8,26,
