"දදනික තත්ත්ව වාර්තාව-ශ්‍රී ලංකාව/epiyik mwpf;if-,yq;if/Situation Report- Sri Lanka දිනය/jpfjp /Date :17th January 2022 at 0600hrs",,,,,,,,,,,,,,,,,,
"පළාත khfhzk;
Province",#,"පරිපාලන ප්‍රලද්ශය நிரவ் ாகப் பிரிவு
Administrative purview",,"ආපදාව
mdHj;jk
Disaster","ආරම්භක දිනය
mdu;j;jk;
Muk;gpj;j jpfjp
Date of
commenced","බලපෑමට ලක්වු
ghjpf;fg;gl;l Affected",,"මිය යෑම්
kuzq;f
s;
Deaths","තුවාලවු
පුද්ගලයින්
fhakil
e;NjhH
Injured
People","අතුරුදහ
න්වූ
පුද්ගලයින්
fhzhky;
NghNdhH
Missing
People","නිවාස්ත්‍ හානි
Nrjkile;j
tPLfs; Houses
Damaged",,"ලවනත් හානි பிற பாதிப்புகள்
Other Damages",,"ආරක්ිත ස්ත්‍රථාන ghJfhg;ghd
miktplk; Safe Location",,,"ලවනත් කරුණු
NtW Fwpg;Gf;fs; Remarks"
,,"දිස්ත්‍රික්කය
மாவடட் ம்
District","ප්‍රා.ලේ. ලකා
gpuNjr nra.gp DS
Division",,,"පවුේ ස්ත්‍ංඛ්‍යාව
FLk;gq;fs;
Families","පුද්ගලයින්
egHfs;
People",,,,"පූර්ණ
හානි
KOik
Fully","අර්ධ හානි
gFjpasT
Partially","කුඩා හා මධය
පරිමාණ වයාපාරික
ස්ත්‍රථාන சிறிய,
நடுத்தர,
நிறுவனங்க
ளின்
சேதங்கள்;
Small, Medium,
Enterprises
Damages","ඉතා වැදගත් යටිතල
පහසුකම් වලට වූ
හානි mbg;gilf;
fl;likg;Gf;fs;
Damages to
critical
Infrastructure","ආරක්ිත
ස්ත්‍රථාන
ස්ත්‍ංඛ්‍යාව
vz;zpf;i
f No.
of Safety
Locations","පවුේ
ස්ත්‍ංඛ්‍යාව
FLk;gq;f
s;
Families","පුද්ගලයින්
egHfs;
Persons",
"උතුරු පලොත
tl khfhzk;
Northen",1,"කිලින ොච්චිය
fpspnehr;rp
Killinochchi",Pachchilaippalli,Flood,2022.01.02,131,408,,,,,,,,,,,"The families are staying
their relatives places"
,දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total,,,,,131,408,0,0,0,0,0,0,0,0,0,0,
,පළොත් ඵකතුව khfhz $l;Lj;njhif Province Total,,,,,131,408,0,0,0,0,0,0,0,0,0,0,
"ැනෙ හිර
පලොත
fpof;F
Eastern",2,"මඩකලපුව
kl;lf;fsg;G
Batticaloa",Koralai Pattu North,High wind,2022.01.02,1,4,,,,,1,,,,,,
,,,Eravur Pattu,,2022.01.03,183,692,,,,,,,,,,,
,,,Manmunai Pattu,Flood,2022.01.04,2,10,,,,,,,,,,,
,,,"Manmunai South
West",,2022.01.04,25,77,,,,,,,,,,,
,,,"Manmunai South &
Eravur Pattu",High wind,2022.01.05,4,13,,,,,,,,,,,
,,,Porativu Pattu,High wind,2022.01.04,27,90,,,,,1,,,,,,
,දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total,,,,,242,886,0,0,0,0,2,0,0,0,0,0,
,3,"ත්‍රීකුණොමලය
jp.kiy
Trincomalee",Thambalagamam,Heavy Rain,2022.01.10,1,4,,,,,1,,,,,,
,දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total,,,,,1,4,0,0,0,0,1,0,0,0,0,0,
,පළොත් ඵකතුව khfhz $l;Lj;njhif Province Total,,,,,243,890,0,0,0,0,3,0,0,0,0,0,
,,,Deraniyagala,Tree Fallen,2022.01.08,3,13,,,,,3,,,,,,
,4,කෑෙල්ල,,Cutting Faliure,,1,4,,,,,1,,,,,,
,,"Nffhiy
Kegalle",Galigamuwa,Fire,2022.01.10,1,5,,,,1,,,,,,,
,,,,Tree Fallen,,1,4,,,,,1,,,,,,
,දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total,,,,,6,26,0,0,0,1,5,0,0,0,0,0,
,,,,Heavy Rain,2022.01.05,1,4,,,,,1,,,,,,
,,,Godakawela,,2022.01.09,1,4,,,,,1,,,,,,
,,රත් පුර,,"Cutting
Faliure/High
Wind/Heavy Rain",2022.01.12,4,15,,,,,3,,,,,,
,5,",uj;jpdGhp",Pelmadulla,High wind,2022.01.09,1,4,,,,,1,,,,,,
,,Rathnapura,,Cutting Faliure,,1,4,,,,,1,,,,,,
,,,Kalawana,Lightning,2022.01.09,1,6,,,,,1,,,,,,
,,,Kolonna,Heavy Rain,2022.01.14,1,4,,,,,1,,,,,,
,,,,Cutting Faliure,2022.01.15,4,14,,,,,4,,,,,,
,දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total,,,,,14,55,0,0,0,0,13,0,0,0,0,0,
,පළොත් ඵකතුව khfhz $l;Lj;njhif Province Total,,,,,20,81,0,0,0,1,18,0,0,0,0,0,
