River Basin,Tributory/River,Gauging Station,,,,,"Water
Level at
8:00 am","Water
Level at
9:00 am",Remarks,"Water
Level
Rising or
Falling","24 Hr RF
in mm at
8.30 am",
,,Station,Unit,"Alert
Level","Minor
Flood
Level","Major
Flood
Level",,,,,,
,Kelani Ganga,N' Street,ft,4.00,5.00,7.00,2.15,2.30,Normal,,-,
,Kelani Ganga,Hanwella,m,7.00,8.00,10.00,3.13,3.17,Normal,,77.7,
,Kelani Ganga,Glencourse,m,15.00,16.50,19.00,10.73,10.72,Normal,,91.1,
"Kelani Ganga
(RB 01)",Kelani Ganga,Kitulgala,m,3.00,4.00,6.00,1.56,1.46,Normal,,47.8,
,Gurugoda Oya,Holombuwa,m,3.00,3.40,5.00,1.25,1.25,Normal,,58.7,
,Seethawaka Ganga,Deraniyagala,m,4.80,5.80,6.40,0.44,0.63,Normal,,28.9,
,Kehelgamu Oya,Norwood,m,1.50,3.00,4.50,0.64,0.64,Normal,,4.0,
"Kalu Ganga
(RB 03)",Kalu Ganga,Putupaula,m,3.00,4.00,5.00,0.95,0.98,Normal,,24.9,
,Kalu Ganga,Ellagawa,m,10.00,10.70,12.20,5.03,5.08,Normal,,13.4,
,Kalu Ganga,Ratnapura,m,5.20,7.50,9.50,1.44,1.47,Normal,,11.8,
,Maguru Ganga,Magura,m,4.00,6.00,7.50,2.96,2.99,Normal,,51.4,
,Kuda Ganga,"Kalawellawa
(Millakanda)",m,5.00,6.50,8.00,4.17,4.20,Normal,,45.9,
Gin Ganga,Gin Ganga,Baddegama,m,3.50,4.00,5.00,2.15,2.18,Normal,,63.6,
(RB 09),Gin Ganga,Tawalama,m,4.00,6.00,7.50,1.77,1.73,Normal,,21.1,
"Nilwala Ganga
(RB 12)",Nilwala Ganga,Thalgahagoda,m,1.40,1.70,2.80,0.67,0.67,Normal,,19.8,
,Nilwala Ganga,Panadugama,m,5.00,6.00,7.50,3.24,3.22,Normal,,7.4,
,Nilwala Ganga,Pitabeddara,m,4.00,5.00,6.50,0.63,0.65,Normal,,7.0,
,Urubokka Ganga,Urawa,m,2.50,4.00,6.00,0.13,0.13,Normal,,4.5,
"Walawe Ganga
(RB 18)",Walawe Ganga,Moraketiya,m,3.00,5.00,7.00,0.99,0.99,Normal,,0.0,
"Kirindi Oya
(RB 22)",Kirindi Oya,Tanamalwila,m,4.00,5.00,5.50,0.78,0.77,Normal,,0.0,
,Kirindi Oya,Wellawaya,m,4.40,5.40,5.90,0.91,0.91,Normal,,0.0,
,Kuda Oya,Kuda Oya,m,6.90,8.40,8.80,1.37,1.37,Normal,,0.0,
"Menik Ganga
(RB 26)",Menik Ganga,Katharagama,m,4.00,4.60,6.50,-0.13,-0.13,Normal,,1.2,
"Kumbukkan Oya
(RB 31)",Kumbukkan Oya,Nakkala,m,5.00,6.00,7.50,1.21,1.19,Normal,,0.9,
"Heda Oya
(RB 36)",Heda Oya,Siyambalanduwa,m,4.50,6.00,7.00,0.66,0.66,Normal,,0.0,
"Maduru Oya
(RB 54)",Maduru Oya,Padiyatalawa,m,4.00,4.50,6.00,0.97,0.92,Normal,,61.3,
,Mahaweli Ganga,Manampitiya (HMIS),m,3.00,4.30,6.00,1.40,1.45,Normal,,25.7,
,Mahaweli Ganga,Weragantota,m,5.00,6.00,8.00,-1.78,-1.80,Normal,,55.7,
"Mahaweli Ganga
(RB 60)",Mahaweli Ganga,Peradeniya,m,5.00,7.00,9.00,1.45,1.43,Normal,,22.4,
,Mahaweli Ganga,Nawalapitiya,m,3.50,5.00,6.00,0.89,0.89,Normal,,23.5,
,Badulu Oya,Taldena,m,3.00,4.00,5.00,0.58,0.58,Normal,,12.6,
"Yan Oya
(RB 67)",Yan Oya,Horowpatana,m,6.00,7.50,10.50,2.36,2.36,Normal,,29.8,
Maa Oya (RB 69),Mukunu Oya,Yakawewa,m,4.00,5.00,6.00,0.76,0.75,Normal,,45.0,
"Malwathu Oya
(RB 90)",Malwathu Oya,Tantirimale,m,5.00,6.80,7.80,1.80,1.77,Normal,,9.8,
"Mee Oya
(RB 95)",Mee Oya,Galgamuwa,m,4.84,5.94,8.00,0.35,0.35,Normal,,7.0,
"Deduru Oya
(RB 99)",Deduru Oya,Moragaswewa,m,4.75,6.00,7.00,0.95,0.98,Normal,,35.2,
Maha Oya,Maha Oya,Badalgama,m,5.00,6.20,9.60,2.85,2.86,Normal,,47.9,
(RB 102),Maha Oya,Giriulla,m,5.50,6.50,7.50,1.80,1.81,Normal,,34.3,
"Attanagalu Oya
(RB 103)",Attanagalu Oya,Dunamale,m,3.30,4.40,5.50,3.76,3.78,Alert,Rising,43.7,
