பிரதான நகரங்களுக்கான வானிலை முன்னறிவித்தல் தி க தி : 2 0 2 6 - 0 3 - 2 1,,,,,
நகரம்,வவப்பநிலை (0C),,சாரீரப்பதன் (%),,வானிலை
,உச்ச,குலைந்த,உச்ச,குலைந்த,
அனுராதபுரம்,33,23,90,60,பிரதானமாக சீரான வானிலை
மட்டக்களப்பு,32,24,90,75,பிரதானமாக சீரான வானிலை
வகாழும்பு,33,25,90,63,"பி.ப. 2.00 மணிக்குப் பின்னர் மலை அல்ைது இடியுடன் கூடிய மலை வபய்யும்
சாத்தியம்"
காலி,32,26,90,85,"பி.ப. 2.00 மணிக்குப் பின்னர் மலை அல்ைது இடியுடன் கூடிய மலை வபய்யும்
சாத்தியம்"
யாழ்ப்பாணம்,34,23,90,60,பிரதானமாக சீரான வானிலை
கண்டி,32,20,95,60,பிரதானமாக சீரான வானிலை
நுவவரலியா,22,11,95,70,"பி.ப. 2.00 மணிக்குப் பின்னர் மலை அல்ைது இடியுடன் கூடிய மலை வபய்யும்
சாத்தியம்"
இரத்தினபுரி,36,23,95,60,"பி.ப. 2.00 மணிக்குப் பின்னர் மலை அல்ைது இடியுடன் கூடிய மலை வபய்யும்
சாத்தியம்"
திருககாணமலை,33,23,95,70,பிரதானமாக சீரான வானிலை
மன்னார்,34,25,95,65,பிரதானமாக சீரான வானிலை
