பிரதான நகரங்களுக்கான வானிலை முன்னறிவித்தல் தி க தி : 2 0 2 6 - 0 6 - 1 6,,,,,
நகரம்,வவப்பநிலை (0C),,சாரீரப்பதன் (%),,வானிலை
,உச்ச,குலைந்த,உச்ச,குலைந்த,
அனுராதபுரம்,31,26,95,60,பிரதானமாக சீரான வானிலை
மட்டக்களப்பு,34,27,90,50,"பி.ப. 2.00 மணிக்குப் பின்னர் மலை அல்ைது இடியுடன் கூடிய மலை வபய்யும்
சாத்தியம்"
வகாழும்பு,31,25,90,75,அடிக்கடி மலை வபய்யும்
காலி,30,26,90,80,அடிக்கடி மலை வபய்யும்
யாழ்ப்பாணம்,33,28,85,65,பிரதானமாக சீரான வானிலை
கண்டி,29,22,95,70,அடிக்கடி மலை வபய்யும்
நுவவரலியா,22,15,95,60,அடிக்கடி மலை வபய்யும்
இரத்தினபுரி,32,24,95,60,அடிக்கடி மலை வபய்யும்
திருககாணமலை,36,26,80,50,"பி.ப. 2.00 மணிக்குப் பின்னர் மலை அல்ைது இடியுடன் கூடிய மலை வபய்யும்
சாத்தியம்"
மன்னார்,32,28,90,75,பிரதானமாக சீரான வானிலை
