"Locations for Potential Risk
නායයෑමේ අවදානම පැවතිය හැකි ප්‍රමේශ fdjpahd mghaKs;s ,lq;fs;",,,
District,,,
,Level 1 (Yellow),Level 2 (Amber),Level 3 (Red)
,,,
Badulla,"* Ella,
* Hali Ela and
* Passara
Divisional Secretariat
Division(s) (DSD) and
surrounding areas.",,
Colombo,"* Seethawaka
Divisional Secretariat
Division(s) (DSD) and
surrounding areas.",,
Galle,"* Yakkalamulla and
* Niyagama
Divisional Secretariat
Division(s) (DSD) and
surrounding areas.","↑↑ Baddegama,
↑↑ Neluwa,
↑ Nagoda and
Elpitiya
Divisional Secretariat
Division(s) (DSD) and
surrounding areas.",
Gampaha,"* Attanagalla
Divisional Secretariat
Division(s) (DSD) and
surrounding areas.",,
Kalutara,"* Beruwala and
* Palindanuwara
Divisional Secretariat
Division(s) (DSD) and
surrounding areas.","Mathugama,
Dodangoda,
Walallawita,
Horana,
Bulathsinhala and
Ingiriya
Divisional Secretariat
Division(s) (DSD) and
surrounding areas.",
Kegalle,"Yatiyanthota,
↑ Dehiowita and
↑ Warakapola
Divisional Secretariat
Division(s) (DSD) and
surrounding areas.","↑↑ Ruwanwella
Divisional Secretariat
Division(s) (DSD) and
surrounding areas.",
Matara,"Akuressa
Divisional Secretariat
Division(s) (DSD) and
surrounding areas.",,
Nuwara Eliya,* Ambagamuwa,,
