සේථානය,දිසේික්කය,,වර්ෂාපතනය,,,ප්‍රානද්ශිය නල්කම්,,ග්‍රා.නි.වසම
,,,(මි.මී),,,නකාට්ඨා ය,,
• මි.මී. 50 ඉක්මවු වර්ෂාපතනයක් වාර්තා වී දනාමැත.,,,,,,,,
