"Locations for Potential Risk
නායයෑපම් අවදානම ෙැවතිය හැකි ප්‍රපේශ fdjpahd mghaKs;s ,lq;fs;",,,
District,,,
,Level 1 (Yellow),Level 2 (Amber),Level 3 (Red)
,,,
Colombo,"* Padukka and
Seethawaka
Divisional Secretariat
Division(s) (DSD) and
surrounding areas.",,
Galle,,"Baddegama,
Yakkalamulla and
Nagoda
Divisional Secretariat
Division(s) (DSD) and
surrounding areas.",
Kalutara,"* Horana,
Mathugama,
Agalawatta and
* Dodangoda
Divisional Secretariat
Division(s) (DSD) and
surrounding areas.","Bulathsinhala,
Walallawita and
↑↑ Ingiriya
Divisional Secretariat
Division(s) (DSD) and
surrounding areas.","Palindanuwara
Divisional Secretariat
Division(s) (DSD) and
surrounding areas."
Kandy,"Ududumbara
Divisional Secretariat
Division(s) (DSD) and
surrounding areas.",,
Kegalle,"Yatiyanthota,
Dehiowita and
Deraniyagala
Divisional Secretariat
Division(s) (DSD) and
surrounding areas.","↑ Bulathkohupitiya and
↑ Ruwanwella
Divisional Secretariat
Division(s) (DSD) and
surrounding areas.",
Matale,"Ambanganga Korale
Divisional Secretariat
Division(s) (DSD) and
surrounding areas.",,
Nuwara Eliya,"Ambagamuwa
Divisional Secretariat
Division(s) (DSD) and
surrounding areas.",,
Ratnapura,"Pelmadulla,
Kiriella and
Nivithigala
Divisional Secretariat","Kalawana,
Kahawaththa,
Ayagama and
Eheliyagoda","Kuruwita,
Elapatha and
Ratnapura
Divisional Secretariat"
