"දදනික තත්ත්ව වාර්තාව-ශ්‍රී ලංකාව/epiyik mwpf;if-,yq;if/Situation Report- Sri Lanka දිනය/jpfjp /Date :02nd June 2024 at 0900hrs",,,,,,,,,,,,,,,,,,
"පළාත khfhzk;
Province",#,"පරිපාලන ප්‍රලද්ශය நிர்வாகப் பிரிவு
Administrative purview",,"ආපදාව
mdHj;jk
Disaster","ආරම්භක දිනය
mdu;j;jk;
Muk;gpj;j jpfjp
Date of
commenced","බලපෑමට ලක්වු
ghjpf;fg;gl;l Affected",,"මිය යෑම්
kuzq;f
s;
Deaths","තුවාලවු
පුද්ගලයින්
fhakil
e;NjhH
Injured
People","අතුරුදහ
න්වූ
පුද්ගලයින්
fhzhky;
NghNdhH
Missing
People","නිවාස්ත්‍ හානි
Nrjkile;j
tPLfs; Houses
Damaged",,"ලවනත් හානි பிற பாதிப்புகள்
Other Damages",,"ආරක්ිත ස්ත්‍රථාන ghJfhg;ghd
miktplk; Safe Location",,,"ලවනත් කරුණු
NtW Fwpg;Gf;fs;
Remarks"
,,"දිස්ත්‍රික්කය
மாவட்டம் District","ප්‍රා.ලේ. ලකා
gpuNjr nra.gp DS
Division",,,"පවුේ ස්ත්‍ංඛ්‍යාව
FLk;gq;fs;
Families","පුද්ගලයින්
egHfs;
People",,,,"පූර්ණ
හානි
KOik
Fully","අර්ධ හානි
gFjpasT
Partially","කුඩා හා මධය
පරිමාණ වයාපාරික
ස්ත්‍රථාන சிறிய,
நடுத்தர,
நிறுவனங்களின்
சேதங்கள்; Small,
Medium,
Enterprises
Damages","ඉතා වැදගත් යටිතල
පහසුකම් වලට වූ
හානි mbg;gilf;
fl;likg;Gf;fs;
Damages to
critical
Infrastructure","ආරක්ිත
ස්ත්‍රථාන
ස්ත්‍ංඛ්‍යාව
vz;zpf;i
f No.
of Safety
Locations","පවුේ
ස්ත්‍ංඛ්‍යාව
FLk;gq;f
s;
Families","පුද්ගලයින්
egHfs;
Persons",
"ස්ත්‍බරගමුව පලාත
rg;ufKt
Sabaragamuwa",,"රත්නපුර
,uj;jpdGhp
Rathnapura",,Flood,2024.06.01,120,427,3,,,,,,,,,,
,,,Elapatha,Cutting faliture,2024.06.01,2,12,,,,,,,,,,,
,,,Nivithigala,Flood,2024.06.01,34,105,,,,,,,,,,,
,,,,Tree Fallen,2024.06.01,1,6,,,,,1,,,,,,
,,,Rathnapura,Flood,2024.06.02,,,,,,,,,,3,12,49,
,1,,kuruvita,Flood,2024.06.02,,,,,,,,,,1,4,14,
,,,Eheliyagoda,Flood,2024.06.02,,,,,,,,,,7,503,2112,
,,,,Cutting Failure,2024.06.02,,,,,,,,,,2,2,12,
,,,,Land Slide Risk,2024.06.02,,,,,,,,,,1,8,32,
,,,Ayagama,Flood,2024.06.01,195,,,,,,,,,,,,
,දිස්ත්‍රික් එකතුව/khtl;l $l;Lj;njhif/District Total,,,,,352,550,3,0,0,0,1,0,0,14,529,2219,
,2,"කෑගල්ල Nffhiy
Kegalle",Dehiovita,"Tree Fallen / High
Wind",2024.05.30,1,2,,,,,1,,,,,,
,,,Warakapola,"Tree Fallen / High
Wind",2024.05.27,2,6,,,,,3,,,,,,
,,,Kegalle,"Tree Fallen / High
Wind",2024.05.29/30,1,1,,,,1,2,,,,,,
,,,Mawanella,"Tree Fallen / High
Wind",2024.05.30,2,11,,,,,2,,,,,,
,,,Galigamuwa,Tree Fallen,2024.05.29,,,,,,,6,,,,,,
,,,Deraniyagala,High Wind,2024.05.29,,,,,,,1,,,,,,
,,,Yatiyanthota,Tree Fallen,2024.05.30,,,,,,3,,,,,,,
,,,Aranayake,"Tree Fallen / High
Wind",2024.05.30,3,4,,,,,3,,,,,,
,දිස්ත්‍රික් එකතුව/khtl;l $l;Lj;njhif/District Total,,,,,9,24,0,0,0,4,18,0,0,0,0,0,
,පළාත් ඵකතුව/ khfhz $l;Lj;njhif/Province Total,,,,,361,574,3,0,0,4,19,0,0,14,529,2219,
