பிரதான நகரங்களுக்கான வானிலை முன்னறிவித்தல் தி க தி : 2 0 2 6 - 0 4 - 1 8,,,,,
நகரம்,வவப்பநிலை (0C),,சாரீரப்பதன் (%),,வானிலை
,உச்ச,குலைந்த,உச்ச,குலைந்த,
அனுராதபுரம்,35,26,95,60,பிரதானமாக சீரான வானிலை
மட்டக்களப்பு,34,26,90,65,பிரதானமாக சீரான வானிலை
வகாழும்பு,34,26,85,55,"பி.ப. 2.00 மணிக்குப் பின்னர் மலை அல்ைது இடியுடன் கூடிய மலை பபய்யும்
சாத்தியம்"
காலி,32,27,95,75,"பி.ப. 2.00 மணிக்குப் பின்னர் மலை அல்ைது இடியுடன் கூடிய மலை பபய்யும்
சாத்தியம்"
யாழ்ப்பாணம்,36,26,90,55,பிரதானமாக சீரான வானிலை
கண்டி,32,22,95,65,பிரதானமாக சீரான வானிலை
நுவவரலியா,24,10,95,55,பிரதானமாக சீரான வானிலை
இரத்தினபுரி,34,24,95,70,"பி.ப. 2.00 மணிக்குப் பின்னர் மலை அல்ைது இடியுடன் கூடிய மலை பபய்யும்
சாத்தியம்"
திருககாணமலை,35,26,90,55,பிரதானமாக சீரான வானிலை
மன்னார்,34,27,90,70,பிரதானமாக சீரான வானிலை
