"Locations for Potential Risk
නායයෑපම් අවදානම ෙැවතිය හැකි ප්‍රපේශ fdjpahd mghaKs;s ,lq;fs;",,,
District,,,
,Level 1 (Yellow),Level 2 (Amber),Level 3 (Red)
,,,
Colombo,"Seethawaka
Divisional Secretariat
Division(s) (DSD) and
surrounding areas.",,
Galle,"Elpitiya
Divisional Secretariat
Division(s) (DSD) and
surrounding areas.","Neluwa
Divisional Secretariat
Division(s) (DSD) and
surrounding areas.",
Hambantota,"Walasmulla
Divisional Secretariat
Division(s) (DSD) and
surrounding areas.",,
Kalutara,"Mathugama,
Bulathsinhala,
Agalawatta and
Walallawita
Divisional Secretariat
Division(s) (DSD) and
surrounding areas.","Ingiriya
Divisional Secretariat
Division(s) (DSD) and
surrounding areas.",
Kandy,,"Pasbage Korale
Divisional Secretariat
Division(s) (DSD) and
surrounding areas.",
Kegalle,"Yatiyanthota,
Kegalle and
Dehiowita
Divisional Secretariat
Division(s) (DSD) and
surrounding areas.","Ruwanwella and
Deraniyagala
Divisional Secretariat
Division(s) (DSD) and
surrounding areas.",
Matara,"Athuraliya and
Mulatiyana
Divisional Secretariat
Division(s) (DSD) and
surrounding areas.","Kotapola and
Pitabeddara
Divisional Secretariat
Division(s) (DSD) and
surrounding areas.",
Ratnapura,"Imbulpe and
Kolonna
Divisional Secretariat
Division(s) (DSD) and
surrounding areas.","Ayagama,
Kuruwita,
Pelmadulla,
Nivithigala,
Kiriella,
Ratnapura,
Elapatha,",
