River Basin,Tributory/River,Gauging Station,,,,,"Water
Level at
05:00 am","Water
Level at
06:00 am",Remarks,"Water
Level
Rising or
Falling","21 Hr RF
in mm at
06.00 am",
,,Station,Unit,"Alert
Level","Minor
Flood
Level","Major
Flood
Level",,,,,,
,Kelani Ganga,N' Street,ft,4.00,5.00,7.00,4.30,4.10,Alert,Falling,-,
,Kelani Ganga,Hanwella,m,7.00,8.00,10.00,5.91,5.90,Normal,,31,.0
,Kelani Ganga,Glencourse,m,15.00,16.50,19.00,13.03,12.98,Normal,,40,.6
"Kelani Ganga
(RB 01)",Kelani Ganga,Kitulgala,m,3.00,4.00,6.00,1.86,2.10,Normal,,34,.2
,Gurugoda Oya,Holombuwa,m,3.00,3.40,5.00,1.30,1.35,Normal,,7.8,
,Seethawaka Ganga,Deraniyagala,m,4.80,5.80,6.40,2.05,1.85,Normal,,82.5,
,Kehelgamu Oya,Norwood,m,1.50,3.00,4.50,0.93,0.93,Normal,,9.3,
"Kalu Ganga
(RB 03)",Kalu Ganga,Putupaula,m,3.00,4.00,5.00,4.31,4.32,Minor Flood,Rising,53,.2
,Kalu Ganga,Ellagawa,m,10.00,10.70,12.20,10.28,10.28,Alert,,35,.3
,Kalu Ganga,Ratnapura,m,5.20,7.50,9.50,5.33,5.34,Alert,Rising,41,.2
,Maguru Ganga,Magura,m,4.00,6.00,7.50,3.27,3.25,Normal,,8.6,
,Kuda Ganga,Kalawellawa (Millakanda),m,5.00,6.50,8.00,8.51,8.49,Major Flood,Falling,61,.1
Gin Ganga,Gin Ganga,Tawalama,m,4.00,6.00,7.50,2.69,2.70,Normal,,0.9,
(RB 09),Gin Ganga,Baddegama,m,3.50,4.00,5.00,4.51,4.50,Minor Flood,Falling,8.1,
"Nilwala Ganga
(RB 12)",Nilwala Ganga,Thalgahagoda,m,1.40,1.70,2.80,2.29,2.30,Minor Flood,Rising,45,.5
,Nilwala Ganga,Panadugama,m,5.00,6.00,7.50,6.16,6.14,Minor Flood,Falling,34,.5
,Nilwala Ganga,Pitabeddara,m,4.00,5.00,6.50,2.15,2.12,Normal,,20.3,
,Urubokka Ganga,Urawa,m,2.50,4.00,6.00,1.40,1.36,Normal,,6.2,
Maha Oya,Maha Oya,Badalgama,m,5.00,6.20,9.60,3.29,3.28,Normal,,4.6,
(RB 102),Maha Oya,Giriulla,m,5.50,6.50,7.50,2.05,2.05,Normal,,12.0,
"Attanagalu Oya
(RB 103)",Attanagalu Oya,Dunamale,m,3.30,4.40,5.50,4.30,4.28,Alert,Falling,19.0,
