"දදනික තත්ත්ව වාර්තාව- ශ්‍රී ලංකාව/epiyik mwpf;if-,yq;if/Situation Report- Sri Lanka දිනය/jpfjp /Date 30th May 2026 at 1000hrs",,,,,,,,,,,,,,,,,,
"පළාත khfhzk;
Province",#,"පරිපාලන ප්‍රලද්ශය நிரவ் ாகப் பிரிவு
Administrative purview",,"ආපදාව
mdHj;jk
Disaster","ආරම්භක දිනය
mdu;j;jk; Muk;gpj;j
jpfjp Date of
commenced","බලපෑමට ලක්වු
ghjpf;fg;gl;l Affected",,"මිය යෑම්
kuzq;f
s;
Deaths","තුවාලවු
පුද්ගලයින්
fhakil
e;NjhH
Injured
People","අතුරුදහ
න්වූ
පුද්ගලයින්
fhzhky;
NghNdhH
Missing
People","නිවාස්ත්‍ හානි Nrjkile;j
tPLfs; Houses
Damaged",,"ලවනත් හානි பிற பாதிப்புகள்
Other Damages",,"ආරක්ිත ස්ත්‍රථාන ghJfhg;ghd
miktplk; Safe Location",,,"ලවනත් කරුණු
NtW Fwpg;Gf;fs;
Remarks"
,,"දිස්ත්‍රික්කය
மாவடட் ம்
District","ප්‍රා.ලේ. ලකා
gpuNjr nra.gp
DS Division",,,"පවුේ ස්ත්‍ංඛ්‍යාව
FLk;gq;fs;
Families","පුද්ගලයින්
egHfs;
People",,,,"පූර්ණ හානි
KOik Fully","අර්ධ හානි
gFjpasT
Partially","කුඩා හා මධය
පරිමාණ වයාපාරික
ස්ත්‍රථාන சிறிய,
நடுத்தர,
நிறுவனங்களி
ன் சேதங்கள்;
Small, Medium,
Enterprises
Damages","ඉතා වැදගත් යටිතල
පහසුකම් වලට වූ
හානි mbg;gilf;
fl;likg;Gf;fs;
Damages to
critical
Infrastructure","ආරක්ිත
ස්ත්‍රථාන
ස්ත්‍ංඛ්‍යාව
vz;zpf;i
f No.
of Safety
Locations","පවුේ
ස්ත්‍ංඛ්‍යාව
FLk;gq;f
s;
Families","පුද්ගලයින්
egHfs;
Persons",
"සබරගමුව පලාත
rg;ufKt
Sabaragamuwa",1,"රත්නපුර
,uj;jpdGhp
Rathnapura",Rathnapura,"Cutting
Failure/Tree
Falls/Flood/Lands
lide Risk/High
wind",2026.05.22,580,2287,,,,1,25,,,1,19,45,
,,,Kuruwita,,,268,1038,,,,,17,,,,,,
,,,Elapatha,,,132,469,,,,,7,,,,,,
,,,Pelmadulla,,,68,278,,,,,8,,,,,,
,,,Kalawana,,,2,9,,,,,2,,,,,,
,,,Eheliyagoda,,,282,966,,,,,13,,,,,,
,,,Nivithigala,,,3,14,,,,,3,,,,,,
,,,Kiriella,,,21,81,,,,,6,,,,,,
,,,Godakawela,,,3,10,,,,,2,,,,,,
,,,Kalthota,,,12,52,,,,,12,,,,,,
,,,Ayagama,,,7,23,,,,,,,,,,,
,,,Weligepola,,,2,4,,,,,2,,,,,,
,,,Kahawatta,,,2,10,,,,,2,,,,,,
,,,Balangoda,,,2,8,,,,,2,,,,,,
,,,Kolonnawa,,,3,9,,,,,3,,,,,,
,,,Imbulpe,,,2,10,,,,,2,,,,,,
,දිසරික් එකතුව/khtl;l $l;Lj;njhif/District Total,,,,,1389,5268,0,0,0,1,106,0,0,1,19,45,
,පළාත් ඵකතුව/ khfhz $l;Lj;njhif/Province Total,,,,,1389,5268,0,0,0,1,106,0,0,1,19,45,
"දකුණු පලාත
njd; khfhzk;
Southern",2,"ගාල්ල
fhyp
Galle",Akmeemana,Tree Falls,2026.05.22,1,4,,,,,1,,,,,,
,,,Balapitiya,Tree Falls,2026.05.22,1,1,,,,,1,,,,,,
,,,Habaradoowa,Tree Falls,2026.05.22,1,2,,,,,1,,,,,,
,,,Elpitiya,Tree Falls,2026.05.24,1,6,,,,,1,,,,,,
,දිසරික් එකතුව/khtl;l $l;Lj;njhif/District Total,,,,,4,13,0,0,0,0,4,0,0,0,0,0,
,3,,Beliaththa,High Wind,2026.05.22,2,10,,,,,2,,,,,,
,,හම්බන්තාට,,High Wind,2026.05.21,1,3,,,,,1,,,,,,
,,`k;ghe;Njhl;il,Agunakolapelessa,High Wind,2026.05.22,1,5,,,,,1,,,,,,
,,Hambantota,Katuwana,High Wind,"2026.05.22,23",7,27,,,,,7,,,,,,
,,,Thangalla,High Wind,2026.05.23,1,2,,,,,1,,,,,,
,දිසරික් එකතුව/khtl;l $l;Lj;njhif/District Total,,,,,12,47,0,0,0,0,12,0,0,0,0,0,
,පළාත් ඵකතුව/ khfhz $l;Lj;njhif/Province Total,,,,,16,60,0,0,0,0,16,0,0,0,0,0,
"නැ්ගනහිර පලාත
fpof;F
Eastern",4,"ත්‍රීකුණාමලය
jp.kiy
Trincomalee",Thambalagamuwa,High Wind,2026.05.21-23,2,12,,,,,2,,,,,,
,,,Muthur,High Wind,2026.05.21-23,20,63,,,,,20,,,,,,
,,,,High Wind,2026.05.25-26,7,23,,,,,7,,,,,,
,,,Morawewa,High Wind,2026.05.21-23,3,12,,,,,3,,,,,,
,,,Verugal,High Wind,,2,5,,,,,2,,,,,,
,,,Kanthale,High Wind,,1,5,,,,,1,,,,,,
,,,Gomarankadawela,High Wind,,2,6,,,,,1,,,,,,
,,,Kuchchaveli,High Wind,,2,9,,,,,2,,,,,,
,,,Town & Gravets,High Wind,,1,4,,,,,1,,,,,,
,දිසරික් එකතුව/khtl;l $l;Lj;njhif/District Total,,,,,40,139,0,0,0,0,39,0,0,0,0,0,
,පළාත් ඵකතුව/ khfhz $l;Lj;njhif/Province Total,,,,,40,139,0,0,0,0,39,0,0,0,0,0,
