"Locations for Potential Risk
නායයෑමේ අවදානම පැවතිය හැකි ප්‍රමේශ fdjpahd mghaKs;s ,lq;fs;",,,
District,,,
,Level 1 (Yellow),Level 2 (Amber),Level 3 (Red)
,,,
Badulla,"Ella and
Passara
Divisional Secretariat
Division(s) (DSD) and
surrounding areas.",,
Galle,"Nagoda,
Elpitiya and
Neluwa
Divisional Secretariat
Division(s) (DSD) and
surrounding areas.",,
Kalutara,"Bulathsinhala
Divisional Secretariat
Division(s) (DSD) and
surrounding areas.",,
Kandy,"Yatinuwara,
Ganga Ihala Korale,
Harispattuwa and
Gangawata Korale
Divisional Secretariat
Division(s) (DSD) and
surrounding areas.",,
Kegalle,"Bulathkohupitiya,
Mawanella and
Aranayake
Divisional Secretariat
Division(s) (DSD) and
surrounding areas.",,
Matale,"Rattota
Divisional Secretariat
Division(s) (DSD) and
surrounding areas.",,
Nuwara Eliya,"Walapane and
Nuwara Eliya
Divisional Secretariat
Division(s) (DSD) and
surrounding areas.",,
Ratnapura,"Weligepola,
Eheliyagoda,
Ratnapura,
Kalawana,
Kahawaththa and",,
