Masspotha,NA
Amunugama,251.5
Ethiliyagala,189.3
Ma Eliya,116.3
Daisy Valley,151.2
Diniminiyathanna,60.2
Moragaswewa (HMIS),NA
Nugawela (HMIS),NA
