"දදනික තත්ත්ව වාර්තාව- ශ්‍රී ලංකාව/epiyik mwpf;if-,yq;if/Situation Report- Sri Lanka දිනය/jpfjp /Date 30th June 2026 at 1000hrs",,,,,,,,,,,,,,,,,,
"පළාත khfhzk;
Province",#,"පරිපාලන ප්‍රලද්ශය நிர்வாகப் பிரிவு
Administrative purview",,"ආපදාව
mdHj;jk
Disaster","ආරම්භක දිනය
mdu;j;jk; Muk;gpj;j
jpfjp Date of
commenced","බලපෑමට ලක්වු
ghjpf;fg;gl;l Affected",,"මිය යෑම්
kuzq;f
s;
Deaths","තුවාලවු
පුද්ගලයින්
fhakil
e;NjhH
Injured
People","අතුරුදහ
න්වූ
පුද්ගලයින්
fhzhky;
NghNdhH
Missing
People","නිවාස්ත්‍ හානි Nrjkile;j
tPLfs; Houses
Damaged",,"ලවනත් හානි பிற பாதிப்புகள்
Other Damages",,"ආරක්ිත ස්ත්‍රථාන ghJfhg;ghd
miktplk; Safe Location",,,"ලවනත් කරුණු
NtW Fwpg;Gf;fs;
Remarks"
,,"දිස්ත්‍රික්කය
மாவட்டம் District","ප්‍රා.ලේ. ලකා
gpuNjr nra.gp
DS Division",,,"පවුේ ස්ත්‍ංඛ්‍යාව
FLk;gq;fs;
Families","පුද්ගලයින්
egHfs;
People",,,,"පූර්ණ හානි
KOik Fully","අර්ධ හානි
gFjpasT
Partially","කුඩා හා මධය
පරිමාණ වයාපාරික
ස්ත්‍රථාන சிறிய,
நடுத்தர,
நிறுவனங்களின்
சேதங்கள்; Small,
Medium,
Enterprises
Damages","ඉතා වැදගත් යටිතල
පහසුකම් වලට වූ
හානි mbg;gilf;
fl;likg;Gf;fs;
Damages to
critical
Infrastructure","ආරක්ිත
ස්ත්‍රථාන
ස්ත්‍ංඛ්‍යාව
vz;zpf;i
f No.
of Safety
Locations","පවුේ
ස්ත්‍ංඛ්‍යාව
FLk;gq;f
s;
Families","පුද්ගලයින්
egHfs;
Persons",
"බස්නොහිර පලොත
/Nky; khfhzk/
Western",1,"ක ොළඹ/nfhOk;G/C
olombo",Maharagama,High wind,2026.06.29,-,-,-,-,-,-,-,-,1,-,-,-,
,දිස්ික් එ තුෙ/khtl;l $l;Lj;njhif/District Total,,,,,0,0,0,0,0,0,0,0,1,0,0,0,
,පළොත් ඵ තුෙ/ khfhz $l;Lj;njhif/Province Total,,,,,0,0,0,0,0,0,0,0,1,0,0,0,
"දකුණු පලොත/njd;
khfhzk;/
Southern",2,ගොල්ල/fhyp/Galle,Ambalangoda,Tree fallen,2026.06.29,2,10,,,,,2,,,,,,
,,,Kadawathsathara,Tree fallen,2026.06.29,2,6,,,,,2,,,,,,
,,,Balapitiya,Tree fallen,2026.06.29,2,9,,,,,2,,,,,,
,,,Benthota,Tree fallen,2026.06.29,1,6,,,,,1,,,,,,
,,,Bope poddala,Tree fallen,2026.06.29,1,3,,,,,1,,,,,,
,,,Rathgama,Tree fallen,2026.06.29,1,2,,,,,1,,,,,,
,,,Velivitiya divithura,Tree fallen,2026.06.29,1,5,,,,,1,,,,,,
,,,Habaraduwa,Tree fallen,2026.06.29,1,5,,,,,1,,,,,,
,,,Hikkaduwa,Tree fallen,2026.06.29,1,4,,,,,1,,,,,,
,දිස්ික් එ තුෙ/khtl;l $l;Lj;njhif/District Total,,,,,12,50,0,0,0,0,12,0,0,0,0,0,
,පළොත් ඵ තුෙ/ khfhz $l;Lj;njhif/Province Total,,,,,12,50,0,0,0,0,12,0,0,0,0,0,
මුළු එකතුව nkhj;jf; $l;Lj;njhif GRAND TOTAL,,,,,,12,50,0,0,0,0,12,0,1,0,0,0,
ආපදො ළමනො රණ මධ්‍යස්ථොනය /mdHj;j Kfhikj;Jt epiyak;/ Disaster Management Centre,,,,,,,,,,,,,,,,,,
,,,,,,,"හදිසි ඇමතුම් / njhiyNgrp / Hot Lines: 117, 0112670002, 0112136136",,,,,,,,,,,
