River Basin,Tributory/River,Gauging Station,,,,,"Water
Level at
8:00 am","Water
Level at
9:00 am",Remarks,"Water
Level
Rising or
Falling","24 Hr RF
in mm at
8.30 am",,
,,Station,Unit,"Alert
Level","Minor
Flood
Level","Major
Flood
Level",,,,,,,
,Kelani Ganga,Nagalagam Street,ft,4.00,5.00,7.00,8.45,8.45,Major Flood,,-,,
,Kelani Ganga,Hanwella,m,7.00,8.00,10.00,9.50,9.42,Minor Flood,Falling,0.0,,
,Kelani Ganga,Glencourse,m,15.00,16.50,19.00,13.20,13.05,Normal,,0.0,,
"Kelani Ganga
(RB 01)",Kelani Ganga,Kithulgala,m,3.00,4.00,6.00,2.58,2.58,Normal,,0.0,,
,Gurugoda Oya,Holombuwa,m,3.00,3.40,5.00,1.47,1.50,Normal,,0.0,,
,Seethawaka Ganga,Deraniyagala,m,4.80,5.80,6.40,1.34,1.33,Normal,,0.0,,
,Kehelgamu Oya,Norwood,m,1.50,3.00,4.50,1.28,1.28,Normal,,0.0,,
"Kalu Ganga
(RB 03)",Kalu Ganga,Putupaula,m,3.00,4.00,5.00,4.28,4.26,Minor Flood,Falling,0.0,,
,Kalu Ganga,Ellagawa,m,10.00,10.70,12.20,11.28,11.22,Minor Flood,,0.0,,
,Kalu Ganga,Rathnapura,m,5.20,7.50,9.50,5.68,5.62,Alert,Falling,0.0,,
,Maguru Ganga,Magura,m,4.00,6.00,7.50,2.20,2.18,Normal,,0.0,,
,Kuda Ganga,Kalawellawa (Millakanda),m,5.00,6.50,8.00,7.35,7.31,Minor Flood,Falling,0.0,,
Gin Ganga,Gin Ganga,Baddegama,m,3.50,4.00,5.00,2.13,2.11,Normal,,1,,.3
(RB 09),Gin Ganga,Thawalama,m,4.00,6.00,7.50,2.05,1.95,Normal,,0.0,,
"Nilwala Ganga
(RB 12)",Nilwala Ganga,Thalgahagoda,m,1.40,1.70,2.80,0.96,0.90,Normal,,2.8,,
,Nilwala Ganga,Panadugama,m,5.00,6.00,7.50,3.40,3.38,Normal,,,0.3,
,Nilwala Ganga,Pitabeddara,m,4.00,5.00,6.50,1.01,1.01,Normal,,0.0,,
,Urubokka Ganga,Urawa,m,2.50,4.00,6.00,0.71,0.71,Normal,,0.0,,
"Walawe Ganga
(RB 18)",Walawe Ganga,Moraketiya,m,3.00,5.00,7.00,1.21,1.21,Normal,,0.0,,
"Kirindi Oya
(RB 22)",Kirindi Oya,Thanamalwila,m,4.00,5.00,5.50,1.56,1.54,Normal,,0.0,,
,Kirindi Oya,Wellawaya,m,4.40,5.40,5.90,1.26,1.26,Normal,,0.0,,
,Kuda Oya,Kuda Oya,m,6.90,8.40,8.80,1.90,1.90,Normal,,0.0,,
"Menik Ganga (RB
26)",Menik Ganga,Katharagama,m,4.00,4.60,6.50,0.93,0.92,Normal,,0.0,,
"Kumbukkan Oya
(RB 31)",Kumbukkan Oya,Nakkala,m,5.00,6.00,7.50,1.70,1.69,Normal,,0.0,,
"Heda Oya
(RB 36)",Heda Oya,Siyambalanduwa,m,4.50,6.00,7.00,1.21,1.21,Normal,,0.0,,
"Maduru Oya
(RB 54)",Maduru Oya,Padiyathalawa,m,4.00,4.50,6.00,NA,NA,,,0.0,,
,Mahaweli Ganga,Manampitiya,m,3.00,4.30,6.00,NA,NA,,,0.0,,
,Mahaweli Ganga,Weraganthota,m,5.00,6.00,8.00,NA,NA,,,0.0,,
"Mahaweli Ganga
(RB 60)",Mahaweli Ganga,Peradeniya,m,5.00,7.00,9.00,NA,NA,,,0.0,,
,Mahaweli Ganga,Nawalapitiya,m,3.50,5.00,6.00,NA,NA,,,0.0,,
,Badulu Oya,Thaldena,m,3.00,4.00,5.00,NA,NA,,,0.0,,
"Yan Oya
(RB 67)",Yan Oya,Horowpothana,m,6.00,7.50,10.50,7.16,7.14,Alert,Falling,0.0,,
Maa Oya (RB 69),Mukunu Oya,Yaka Wewa,m,4.00,5.00,6.00,1.17,1.17,Normal,,0.0,,
"Malwathu Oya
(RB 90)",Malwathu Oya,Thanthirimale,m,5.00,6.80,7.80,10.08,10.01,Major Flood,Falling,0.0,,
"Mee Oya
(RB 95)",Mee Oya,Galgamuwa,m,4.84,5.94,8.00,4.76,4.45,,,0.0,,
"Deduru Oya
(RB 99)",Deduru Oya,Moragaswewa,m,4.75,6.00,7.00,NA,NA,,,0.0,,
Maha Oya,Maha Oya,Badalgama,m,5.00,6.20,9.60,4.23,4.19,Normal,,0.0,,
(RB 102),Maha Oya,Giriulla,m,5.50,6.50,7.50,3.27,3.23,Normal,,0.0,,
"Attanagalu Oya
(RB 103)",Attanagalu Oya,Dunamale,m,3.30,4.40,5.50,4.22,4.16,Alert,Falling,0.0,,
