,හම්බන්වතාට,,විටින් විට වැසි වහෝ,,,වැසි වහෝ ගිගුරුම්,,වැසි වාර කීෙයක්.
,,,ගිගුරුම් සහිත වැසි,,,සහිත වැසි.,,
ඌව,වමාණරාගල,,විටින් විට වැසි වහෝ,,"විටින් විට වැසි වහෝ
ගිගුරුම් සහිත වැසි.",විටින් විට වැසි වහෝ,,වැසි වාර කීෙයක්.
,,,"ගිගුරුම් සහිත වැසි,",,,ගිගුරුම් සහිත වැසි.,,
,,,ඇතැම් ස්ථාන වලට,,,,,
,,,මි.මි. 100 ට වැඩි තද,,,,,
,,,වැසි,,,,,
,බදුල්ල,,විටින් විට වැසි වහෝ,,"විටින් විට වැසි වහෝ
ගිගුරුම් සහිත වැසි.",,,වැසි වාර කීෙයක්.
,,,"ගිගුරුම් සහිත වැසි,",,,,,
,,,ඇතැම් ස්ථාන වලට,,,,,
,,,මි.මි. 100 ට වැඩි තද,,,,,
,,,වැසි,,,,,
වයඹ,කුරුණෑගල,"විටින් විට වැසි වහෝ
ගිගුරුම් සහිත වැසි.",,,විටින් විට වැසි,,,"ප්‍රධාන වශපයන්
වැසි රහිත."
,පුත්තලම,"විටින් විට වැසි වහෝ
ගිගුරුම් සහිත වැසි.",,,විටින් විට වැසි,,,"ප්‍රධාන වශපයන්
වැසි රහිත."
මධ්‍යම,මහනුවර,,විටින් විට වැසි වහෝ,,"වැසි වහෝ ගිගුරුම්
සහිත වැසි.",,,"සවස් කාලවේදී වහෝ
රාත්‍රී කාලවේදී වැසි
වහෝ ගිගුරුම් සහිත
වැසි"
,,,"ගිගුරුම් සහිත වැසි,",,,,,
,,,ඇතැම් ස්ථාන වලට,,,,,
,,,මි.මි. (75-100),,,,,
,,,දක්වා තරමක තද,,,,,
,,,වැසි,,,,,
,නුවරඑළිය,,විටින් විට වැසි වහෝ,,"වැසි වහෝ ගිගුරුම්
සහිත වැසි.",,,"සවස් කාලවේදී වහෝ
රාත්‍රී කාලවේදී වැසි
වහෝ ගිගුරුම් සහිත
වැසි"
,,,"ගිගුරුම් සහිත වැසි,",,,,,
,,,ඇතැම් ස්ථාන වලට,,,,,
,,,මි.මි. (75-100),,,,,
,,,දක්වා තරමක තද,,,,,
,,,වැසි,,,,,
,මාතවල්,,විටින් විට වැසි වහෝ,,"වැසි වහෝ ගිගුරුම්
සහිත වැසි.",,,වැසි වාර කීෙයක්.
,,,"ගිගුරුම් සහිත වැසි,",,,,,
,,,ඇතැම් ස්ථාන වලට,,,,,
,,,මි.මි. 100 ට වැඩි තද,,,,,
,,,වැසි,,,,,
