Matara,,,"↑Pitabeddara and
↑Kotapola
Divisional Secretariat
Divisions (DSD) and
surrounding areas.",,,
Colombo,,"Seethawaka
Divisional Secretariat
Division (DSD) and
surrounding areas.",,,,
Kegalle,,"Aranayake and
Yatiyanthota
Divisional Secretariat
Divisions (DSD) and
surrounding areas.","↑ Deraniyagala
Bulathkohupitiya,
Warakapola
Rambukkana,
Galigamuwa
Kegalle and
Dehiowita
Divisional Secretariat
Division (DSD) and
surrounding areas.",,,
Kurunegala,,,"Mawathagama and
Polgahawela
Divisional Secretariat
Division (DSD) and
surrounding areas.",,,
Kandy,,"Gangaihalakorale
Thumpane
Kandy Four Gravets
& Gangawatakorale
and
Pathahewaheta
Divisional Secretariat
Divisions (DSD) and
surrounding areas.",,,,
Nuwara-Eliya,,"Kotmale
Divisional Secretariat
Division (DSD) and
surrounding areas.","Ambagamuwakorale
Divisional Secretariat
Division (DSD) and
surrounding areas.",,,
,,,,,,
,"Note: ↑shifted one level up, ↑↑shifted two levels up, ↓shifted one level down, ↓↓shifted two levels down.",,,,,
,*newly added with the last update,,,,,
