River Basin,Tributory/River,Gauging Station,,,,,"Water
Level at
8:00 am","Water
Level at
9:00 am",Remarks,"Water
Level
Rising or
Falling","24 Hr RF
in mm at
8.30 am",,
,,Station,Unit,"Alert
Level","Minor
Flood
Level","Major
Flood
Level",,,,,,,
,Kelani Ganga,N' Street,ft,4.00,5.00,7.00,2.15,2.15,Normal,,-,,
,Kelani Ganga,Hanwella,m,7.00,8.00,10.00,3.80,3.72,Normal,,4.8,,
,Kelani Ganga,Glencourse,m,15.00,16.50,19.00,10.96,10.90,Normal,,,14.0,
"Kelani Ganga
(RB 01)",Kelani Ganga,Kitulgala,m,3.00,4.00,6.00,1.99,1.79,Normal,,0.0,,
,Gurugoda Oya,Holombuwa,m,3.00,3.40,5.00,1.01,1.00,Normal,,0.0,,
,Seethawaka Ganga,Deraniyagala,m,4.80,5.80,6.40,0.81,0.81,Normal,,0.4,,
,Kehelgamu Oya,Norwood,m,1.50,3.00,4.50,1.14,1.13,Normal,,2.2,,
"Kalu Ganga
(RB 03)",Kalu Ganga,Putupaula,m,3.00,4.00,5.00,2.40,2.38,Normal,,4.5,,
,Kalu Ganga,Ellagawa,m,10.00,10.70,12.20,7.42,7.30,Normal,,42.3,,
,Kalu Ganga,Ratnapura,m,5.20,7.50,9.50,2.53,2.49,Normal,,1.9,,
,Maguru Ganga,Magura,m,4.00,6.00,7.50,3.00,2.70,Normal,,5.3,,
,Kuda Ganga,"Kalawellawa
(Millakanda)",m,5.00,6.50,8.00,5.43,5.37,Alert,Falling,52.7,,
Gin Ganga,Gin Ganga,Baddegama,m,3.50,4.00,5.00,3.00,2.98,Normal,,4.9,,
(RB 09),Gin Ganga,Tawalama,m,4.00,6.00,7.50,1.92,1.90,Normal,,,15.4,
"Nilwala Ganga
(RB 12)",Nilwala Ganga,Thalgahagoda,m,1.40,1.70,2.80,1.66,1.65,Alert,Falling,2.6,,
,Nilwala Ganga,Panadugama,m,5.00,6.00,7.50,4.91,4.89,Normal,,0.0,,
,Nilwala Ganga,Pitabeddara,m,4.00,5.00,6.50,1.34,1.34,Normal,,0.0,,
,Urubokka Ganga,Urawa,m,2.50,4.00,6.00,1.02,1.01,Normal,,0.0,,
"Walawe Ganga
(RB 18)",Walawe Ganga,Moraketiya,m,3.00,5.00,7.00,2.78,2.78,Normal,,0.0,,
"Kirindi Oya
(RB 22)",Kirindi Oya,Tanamalwila,m,4.00,5.00,5.50,1.76,1.75,Normal,,0.0,,
,Kirindi Oya,Wellawaya,m,4.40,5.40,5.90,1.40,1.40,Normal,,0.0,,
,Kuda Oya,Kuda Oya,m,6.90,8.40,8.80,2.00,2.00,Normal,,0.0,,
"Menik Ganga
(RB 26)",Menik Ganga,Katharagama,m,4.00,4.60,6.50,0.73,0.73,Normal,,0.0,,
"Kumbukkan Oya
(RB 31)",Kumbukkan Oya,Nakkala,m,5.00,6.00,7.50,1.39,1.38,Normal,,0.0,,
"Heda Oya
(RB 36)",Heda Oya,Siyambalanduwa,m,4.50,6.00,7.00,0.71,0.71,Normal,,0.0,,
"Maduru Oya
(RB 54)",Maduru Oya,Padiyatalawa,m,4.00,4.50,6.00,0.69,0.69,Normal,,0.0,,
,,Manampitiya ( Old),m,3.50,5.00,6.00,-0.14,-0.14,Normal,,0.0,,
,Mahaweli Ganga,Manampitiya (HMIS),m,4.65,6.15,7.15,1.00,1.00,Normal,,0.0,,
,Mahaweli Ganga,Weragantota,m,5.00,6.00,8.00,-1.82,-1.91,Normal,,0.0,,
"Mahaweli Ganga
(RB 60)",Mahaweli Ganga,Peradeniya,m,5.00,7.00,9.00,2.98,2.99,Normal,,0.0,,
,Mahaweli Ganga,Nawalapitiya,m,3.50,5.00,6.00,1.30,1.30,Normal,,0.0,,
,Badulu Oya,Taldena,m,3.00,4.00,5.00,0.84,0.82,Normal,,0.1,,
"Yan Oya
(RB 67)",Yan Oya,Horowpatana,m,6.00,7.50,10.50,2.33,2.32,Normal,,0.0,,
Maa Oya (RB 69),Mukunu Oya,Yakawewa,m,4.00,5.00,6.00,0.70,0.69,Normal,,0.0,,
"Malwathu Oya
(RB 90)",Malwathu Oya,Tantirimale,m,5.00,6.80,7.80,3.00,2.99,Normal,,0.0,,
"Mee Oya
(RB 95)",Mee Oya,Galgamuwa,m,4.84,5.94,8.00,0.85,0.71,Normal,,0.0,,
"Deduru Oya
(RB 99)",Deduru Oya,Moragaswewa,m,4.75,6.00,7.00,2.26,2.26,Normal,,0.0,,
Maha Oya,Maha Oya,Badalgama,m,5.00,6.20,9.60,3.50,3.48,Normal,,7.3,,
(RB 102),Maha Oya,Giriulla,m,5.50,6.50,7.50,2.32,2.32,Normal,,7.3,,
"Attanagalu Oya
(RB 103)",Attanagalu Oya,Dunamale,m,3.30,4.40,5.50,3.63,3.56,Alert,Falling,2.4,,
