"Locations for Potential Risk
නායයෑමේ අවදානම පැවතිය හැකි ප්‍රමේශ fdjpahd mghaKs;s ,lq;fs;",,,
District,,,
,Level 1 (Yellow),Level 2 (Amber),Level 3 (Red)
,,,
Badulla,,"Ella and
Passara
Divisional Secretariat
Division(s) (DSD) and
surrounding areas.",
Galle,"Nagoda,
Neluwa and
Elpitiya
Divisional Secretariat
Division(s) (DSD) and
surrounding areas.",,
Kalutara,"Bulathsinhala
Divisional Secretariat
Division(s) (DSD) and
surrounding areas.",,
Kandy,"Gangawata Korale,
Harispattuwa,
Yatinuwara,
Doluwa and
Ganga Ihala Korale
Divisional Secretariat
Division(s) (DSD) and
surrounding areas.",,
Kegalle,"Bulathkohupitiya,
Mawanella and
Aranayake
Divisional Secretariat
Division(s) (DSD) and
surrounding areas.",,
Matale,"Rattota
Divisional Secretariat
Division(s) (DSD) and
surrounding areas.",,
Nuwara Eliya,"Nuwara Eliya and
Walapane
Divisional Secretariat
Division(s) (DSD) and
surrounding areas.",,
Ratnapura,"Kahawaththa,
Imbulpe,
Ratnapura,
Weligepola and
Kalawana","Eheliyagoda
Divisional Secretariat
Division(s) (DSD) and
surrounding areas.",
