"Locations for Potential Risk
නායයෑමේ අවදානම පැවතිය හැකි ප්‍රමේශ fdjpahd mghaKs;s ,lq;fs;",,,
District,,,
,Level 1 (Yellow),Level 2 (Amber),Level 3 (Red)
,,,
Badulla,"Welimada and
Haldummulla
Divisional Secretariat
Division(s) (DSD) and
surrounding areas.",,
Galle,"Elpitiya
Divisional Secretariat
Division(s) (DSD) and
surrounding areas.",,
Kalutara,,"Bulathsinhala
Divisional Secretariat
Division(s) (DSD) and
surrounding areas.",
Kandy,,"Udapalatha and
Yatinuwara
Divisional Secretariat
Division(s) (DSD) and
surrounding areas.",
Kegalle,"* Warakapola and
* Yatiyanthota
Divisional Secretariat
Division(s) (DSD) and
surrounding areas.","Bulathkohupitiya,
Mawanella,
Dehiowita and
↑ Kegalle
Divisional Secretariat
Division(s) (DSD) and
surrounding areas.",
Kurunegala,"* Polgahawela
Divisional Secretariat
Division(s) (DSD) and
surrounding areas.",,
Matara,"* Kotapola and
* Akuressa
Divisional Secretariat
Division(s) (DSD) and
surrounding areas.","Pasgoda
Divisional Secretariat
Division(s) (DSD) and
surrounding areas.",
Ratnapura,"* Nivithigala,
* Ayagama,
* Balangoda,
* Imbulpe,
* Openayake,
* Kiriella and
* Kalawana","↑ Ratnapura,
↑↑ Eheliyagoda,
↑↑ Elapatha,
↑ Kuruwita,
Kahawatta,
↑↑ Godakawela and
↑↑ Pelmadulla",
