பிரதான நகரங்களுக்கான வானிலை முன்னறிவித்தல் தி க தி : 2 0 2 6 - 0 1 - 1 3,,,,,
நகரம்,வவப்பநிலை (0C),,சாரீரப்பதன் (%),,வானிலை
,உச்ச,குலைந்த,உச்ச,குலைந்த,
அனுராதபுரம்,30,22,95,70,அடிக்கடி சிறிதளவில் மலை வபய்யும்
மட்டக்களப்பு,30,24,95,65,அடிக்கடி மலை வபய்யும்
வகாழும்பு,30,23,95,65,"பி.ப. 2.00 மணிக்குப் பின்னர் மலை அல்ைது இடியுடன் கூடிய மலை வபய்யும்
சாத்தியம்"
காலி,31,24,95,70,"பி.ப. 2.00 மணிக்குப் பின்னர் மலை அல்ைது இடியுடன் கூடிய மலை வபய்யும்
சாத்தியம்"
யாழ்ப்பாணம்,30,23,95,70,அடிக்கடி மலை வபய்யும்
கண்டி,30,20,95,60,அடிக்கடி மலை வபய்யும்
நுவவரலியா,18,12,95,75,அடிக்கடி மலை வபய்யும்
இரத்தினபுரி,33,23,95,80,பி.ப. 2.00 மணிக்குப் பின்னர் மலை அல்ைது இடியுடன் கூடிய மலை வபய்யும்
திருககாணமலை,30,24,95,70,அடிக்கடி மலை வபய்யும்
மன்னார்,30,24,90,60,அடிக்கடி மலை வபய்யும்
