"Locations for Potential Risk
නායයෑපම් අවදානම ෙැවතිය හැකි ප්‍රපේශ fdjpahd mghaKs;s ,lq;fs;",,,
District,,,
,Level 1 (Yellow),Level 2 (Amber),Level 3 (Red)
,,,
Badulla,,"Passara and
Ella
Divisional Secretariat
Division(s) (DSD) and
surrounding areas.",
Galle,"Neluwa,
Nagoda and
Elpitiya
Divisional Secretariat
Division(s) (DSD) and
surrounding areas.",,
Kalutara,"Bulathsinhala
Divisional Secretariat
Division(s) (DSD) and
surrounding areas.",,
Kandy,"Udunuwara,
Gangawata Korale,
Doluwa,
Ganga Ihala Korale,
Harispattuwa and
Yatinuwara
Divisional Secretariat
Division(s) (DSD) and
surrounding areas.",,
Kegalle,"Bulathkohupitiya,
Mawanella and
Aranayake
Divisional Secretariat
Division(s) (DSD) and
surrounding areas.",,
Matale,,"Ukuwela and
Rattota
Divisional Secretariat
Division(s) (DSD) and
surrounding areas.",
Nuwara Eliya,"Walapane and
* Hanguranketha
Divisional Secretariat
Division(s) (DSD) and
surrounding areas.",,
Ratnapura,↓ Eheliyagoda,,
